fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - BASE*88314000*Trimester 3 2019*2019-07-01*2019-09-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.07**846708.36*659*[]*8551000*false*10.0991*0.38*0.0*0.38*0.03*0.91*[]*0.58*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - BASE*88314000*Semester 1 2019*2019-01-01*2019-06-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.02**679931.11*528*[]*6805000*false*10.0081*0.49*0.0*0.49*0.03*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PYME*88314000*Semester 1 2019*2019-01-01*2019-06-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.02**92134.83*25*[]*923000*false*10.0155*0.3*0.0*0.3*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PLUS*88314000*Semester 1 2019*2019-01-01*2019-06-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.02**433675.72*33*[]*4347000*false*10.0229*0.32*0.0*0.32*0.03*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - EMPRESA*88314000*Semester 1 2019*2019-01-01*2019-06-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.02**0.0*0*[]*0*false*10.0229*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PREMIER*88314000*Semester 1 2019*2019-01-01*2019-06-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.02**0.0*0*[]*0*false*10.0303*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - CARTERA*88314000*Semester 1 2019*2019-01-01*2019-06-30*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.02**350746.34*10763*[]*3519000*false*10.0318*0.27*0.0*0.27*0.04*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - BASE*88314000*Trimester 1 2019*2019-01-01*2019-03-31*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.01**16714.49*30*[]*164000*false*9.8228*0.04*0.0*0.04*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PYME*88314000*Trimester 1 2019*2019-01-01*2019-03-31*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.01**0.0*0*[]*0*false*9.8239*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PLUS*88314000*Trimester 1 2019*2019-01-01*2019-03-31*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.01**34827.21*3*[]*342000*false*9.825*0.02*0.0*0.02*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - EMPRESA*88314000*Trimester 1 2019*2019-01-01*2019-03-31*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.01**0.0*0*[]*0*false*9.825*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PREMIER*88314000*Trimester 1 2019*2019-01-01*2019-03-31*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.01**0.0*0*[]*0*false*9.8262*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - CARTERA*88314000*Trimester 1 2019*2019-01-01*2019-03-31*5345*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.0*-0.01**30000.0*1*[]*295000*false*9.8264*0.03*0.0*0.03*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - BASE*88314000*Trimester 3 2020*2020-07-01*2020-09-30*5345*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.04*-0.33**5678652.59*4306*[]*77715000*false*13.6854*0.38*0.0*0.38*0.03*7.86*26.82*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PYME*88314000*Trimester 3 2020*2020-07-01*2020-09-30*5345*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.04*-0.33**667154.29*229*[]*9166000*false*13.7391*0.31*0.0*0.31*0.03*7.92*26.82*0.5*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ECONOMÍA DIGITAL, FI*SABADELL ECONOMÍA DIGITAL, FI - PLUS*88314000*Trimester 3 2020*2020-07-01*2020-09-30*5345*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*6, en una escala del 1 al 7*0.04*-0.33**3215904.84*248*[]*44355000*false*13.7924*0.25*0.0*0.25*0.03*7.99*26.82*0.44*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
