fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2011 T3*2011-07-01*2011-09-30*MUY ALTO*1.16*1.21**9728.98*63*0.0*4659692*false *478.9496***0.34*0.02*-4.05*10.31*0.36*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2011 S1*2011-01-01*2011-06-30*MUY ALTO*0.0*0.87**1318.71*9*0.0*658260*false *499.1709***0.55*0.04*-0.08*0.08*0.38*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2011 T1*2011-01-01*2011-03-31*MUY ALTO*0.0*0.57**1378.72*10*0.0*688772*false *499.575***0.21*0.02***0.23*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2012 T3*2012-07-01*2012-09-30*MUY ALTO*0.07*0.2**23471.95*379*0.0*12640243*false *538.5255*0.34*0.0*0.34*0.03*3.55*8.0*0.6*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2012 S1*2012-01-01*2012-06-30*MUY ALTO*0.0*0.79**23195.67*382*0.0*12063069*false *520.0569*0.88*0.0*0.88*0.07*-0.15*7.15*0.71*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2012 T1*2012-01-01*2012-03-31*MUY ALTO*0.02*0.64**14315.14*146*0.0*7455851*false *520.8369*0.33*0.0*0.33*0.02*5.14*5.47*0.66*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2011 S2*2011-07-01*2011-12-31*MUY ALTO*0.87*1.07**10674.01*70*0.0*5287416*false *495.3541*0.68*0.0*0.68*0.05*3.43*10.81*0.74*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2013 S2*2013-07-01*2013-12-31*5 en una escala de 1 a 7.*0.17*0.05**55042.33*596*0.0*33573506*false*609.9579*0.68*0.0*0.68*0.05*2.62*4.23*0.62*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2013 T3*2013-07-01*2013-09-30*7 en una escala de 1 a 7.*0.32*0.03**41656.69*499*0.0*24759919*false*594.3803*0.34*0.0*0.34*0.03*3.47*5.72*0.64*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2013 S1*2013-01-01*2013-06-30*7 en una escala de 1 a 7.*0.12*0.02**35951.78*459*0.0*20652880*false*574.4606*0.67*0.0*0.67*0.05*-1.33*7.33*0.55*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2013 T1*2013-01-01*2013-03-31*7 en una escala de 1 a 7.*0.09*0.02**30049.08*423*0.0*17494650*false*582.2025*0.33*0.0*0.33*0.02*4.79*5.53*0.87*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2014 S2*2014-07-01*2014-12-31*4 en una escala de 1 a 7.*0.43*0.0**87222.39*804*0.0*57047127*false*654.0422*0.68*0.0*0.68*0.05*2.95*9.21*0.58*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2014 T3*2014-07-01*2014-09-30*4 en una escala de 1 a 7.*0.43*0.01**78856.12*782*0.0*50099396*false*635.3266*0.34*0.0*0.34*0.03*0.36*5.66*0.69*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2014 S1*2014-01-01*2014-06-30*4 en una escala de 1 a 7.*0.0*0.11**67924.19*677*0.0*42998577*false*633.0378*0.67*0.0*0.67*0.05*1.46*4.33*0.68*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2014 T1*2014-01-01*2014-03-31*7 en una escala de 1 a 7.*0.0*0.11**58039.48*621*0.0*36212576*false*623.9301*0.33*0.0*0.33*0.02*2.29*6.1*0.66*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2015 T3*2015-07-01*2015-09-30*7 en una escala de 1 a 7.*0.1*0.0**110446.22*1007*0.0*73297624*false*663.6499*0.34*0.0*0.34*0.03*-4.89*12.86*0.44*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2015 S1*2015-01-01*2015-06-30*4 en una escala de 1 a 7.*0.17*0.0**100154.47*930*0.0*69884086*false*697.763*0.67*0.0*0.67*0.05*-2.64*8.64*0.59*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2015 T1*2015-01-01*2015-03-31*4 en una escala de 1 a 7.*0.0*0.0**91426.79*860*0.0*65520848*false*716.6483*0.33*0.0*0.33*0.02*9.57*7.7*0.61*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016 S2*2016-07-01*2016-12-31*4 en una escala de 1 a 7.*0.5*0.0**95117.59*950*0.0*66381360*false*697.8873*0.68*0.0*0.68*0.05*0.97*4.64*0.51*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016 T3*2016-07-01*2016-09-30*4 en una escala de 1 a 7.*0.38*0.0**98744.7*980*0.0*68249998*false*691.1763*0.34*0.0*0.34*0.03*2.52*5.03*0.58*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016 S1*2016-01-01*2016-06-30*4 en una escala de 1 a 7.*0.24*0.0**101386.77*999*0.0*68354722*false*674.1977*0.67*0.0*0.67*0.05*0.41*8.14*0.57*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION FI*2016 T1*2016-01-01*2016-03-31*4 en una escala de 1 a 7.*0.07*0.0**104007.77*992*0.0*69838559*false*671.4745*0.34*0.0*0.34*0.02*-2.52*11.88*0.57*False
BEST MANAGER SELECTION,  FI*BEST MANAGER SELECTION, FI*2017 S2*2017-07-01*2017-12-31*4 en una escala del 1 al 7*0.0*0.0**95169.75*936*0.0*70673794*false*742.6077*0.68**0.68*0.05*1.3*3.07*0.5*False
