fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Semester 2 2009*2009-07-01*2009-12-31*620*bbk.gestion@grupobbk.com*A+ (IBCA)*Medio*0.07*0.2**7317523.54*3084*0.0*63133303*false*8.6277***0.82*0.05*0.95*2.53*0.41*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Trimester 3 2009*2009-07-01*2009-09-30*620*bbk.gestion@grupobbk.com*A+ (IBCA)*Medio*0.07*0.2**6120784.68*2685*0.0*52311711*false*8.5466***0.45*0.02*2.9*2.32*0.48*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Semester 1 2009*2009-01-01*2009-06-30*620*bbk.gestion@grupobbk.com*A+ (IBCA)*Medio*0.08*0.89**6052240.35*2697*0.0*50269934*false*8.306***0.62*0.05*2.57*3.02*0.34*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Semester 2 2010*2010-07-01*2010-12-31*620*bbk.gestion@grupobbk.com*A (IBCA)*Medio*0.15*0.33**8667455.44*3553*0.0*75949837*false*8.7626***0.73*0.05*0.78*2.11*0.4*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Trimester 3 2010*2010-07-01*2010-09-30*620*bbk.gestion@grupobbk.com*A+ (IBCA)*Medio*0.09*0.27**8810962.77*3523*0.0*76612390*false*8.6951***0.37*0.03*2.56*2.9*0.39*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Semester 1 2010*2010-01-01*2010-06-30*620*bbk.gestion@grupobbk.com*A+ (IBCA)*Medio*0.84*0.18**8782331.43*3506*0.0*74458998*false*8.4783***0.62*0.05*-2.56*5.24*0.28*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA 15 F.I.*48768964*Trimester 1 2010*2010-01-01*2010-03-31*620*bbk.gestion@grupobbk.com*A+ (IBCA)*Medio*0.64*0.18**8918715.06*3461*0.0*77601234*false*8.7009***0.37*0.02*0.85*2.63*0.4*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA PATRIMONIO F.I.*48768964*Trimester 3 2011*2011-07-01*2011-09-30*620*bbk.gestion@grupobbk.com*A (IBCA)*Medio*0.06*0.76**8758902.86*3643*0.0*74545421*false*8.5108***0.23*0.03*-4.04*6.55*0.34*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA PATRIMONIO F.I.*48768964*Semester 1 2011*2011-01-01*2011-06-30*620*bbk.gestion@grupobbk.com*A (IBCA)*Medio*0.36*0.63**8923517.13*3727*0.0*79145305*false*8.8693***0.7*0.05*0.08*2.29*0.35*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
KUTXABANK GESTION ACTIVA PATRIMONIO, FI*BBK GESTION ACTIVA PATRIMONIO F.I.*48768964*Trimester 1 2011*2011-01-01*2011-03-31*620*bbk.gestion@grupobbk.com*A (IBCA)*Medio*0.29*0.45**8796035.84*3692*0.0*77951812*false*8.8622***0.39*0.02*1.14*2.14*0.41*KUTXABANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
