fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2009 S2*2009-07-01*2009-12-31*Bajo *0.24*0.32**232602.98*1381*0.0*21930134*false*94.2814***0.18*0.0*0.81*0.92*0.11*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2009 T3*2009-07-01*2009-09-30*Bajo*0.13*0.33**238841.65*1416*0.0*22337163*false*93.5212***0.08*0.0****False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2009 S1*2009-01-01*2009-06-30*Intermedio bajo*0.09*1.05**246231.06*1457*0.0*22742443*false*92.3622***0.11*0.0*0.88*0.04*0.06*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2010 S2*2010-07-01*2010-12-31*ALTO*0.25*0.42**219988.94*1235*0.0*21401316*false*97.2836***0.32*0.0*0.69*1.5*0.17*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2010 T3*2010-07-01*2010-09-30*ALTO*0.0*0.39**234671.16*1301*0.0*22672426*false*96.6136***0.16*0.0*1.42*1.92*0.16*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2010 S1*2010-01-01*2010-06-30*MEDIO-ALTO*0.4*0.31**238137.04*1327*0.0*22685148*false*95.2609***0.26*0.0*-0.17*1.71*0.15*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2010 T1*2010-01-01*2010-03-31*MEDIO-ALTO*0.0*0.31**245463.89*1385*0.0*23424005*false*95.4275***0.12*0.0*1.22*1.17*0.13*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2011 T3*2011-07-01*2011-09-30*ALTO*0.54*0.92**161234.61*934*0.0*14775927*false*91.6424***0.21*0.0*-5.96*7.07*0.22*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2011 S1*2011-01-01*2011-06-30*ALTO*0.59*0.77**181076.77*1028*0.0*17645840*false*97.4495***0.32*0.0*0.21*2.82*0.18*False
BANKIA SOY ASI FLEXIBLE, FI*CM SOY ASI FLEX*2011 T1*2011-01-01*2011-03-31*MEDIO-ALTO*0.34*0.63**203270.63*1152*0.0*19767296*false*97.2462***0.15*0.0*-0.04*2.84*0.16*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2012 T3*2012-07-01*2012-09-30*Medio bajo*0.26*0.03**133885.06*1017*0.0*13205820*false*98.6355*0.25*0.0*0.25*0.03*2.61*3.79*0.41*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2012 S1*2012-01-01*2012-06-30*ALTO*1.35*0.39**157125.62*1171*0.0*15103496*false*96.1237*0.61*0.0*0.61*0.03*-1.51*5.0*0.63*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2012 T1*2012-01-01*2012-03-31*ALTO*0.55*0.29**186615.17*1354*0.0*18214014*false*97.602*0.36*0.0*0.36*0.01****False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2011 S2*2011-07-01*2011-12-31*ALTO*0.78*0.87**149016.02*857*0.0*13898531*false*93.2687*0.47*0.0*0.47*0.0*1.77*4.92*0.54*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2013 T3*2013-07-01*2013-09-30*Medio bajo*0.36*0.01**93275.09*688*0.0*9602008*false*102.9429*0.25*0.0*0.25*0.03*2.17*3.04*0.37*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2013 S1*2013-01-01*2013-06-30*Medio bajo*1.23*0.01**97016.88*725*0.0*9775508*false*100.7609*0.5*0.0*0.5*0.05*0.39*3.23*0.41*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2013 T1*2013-01-01*2013-03-31*Medio bajo*0.57*0.01**107591.09*805*0.0*10798799*false*100.3689*0.25*0.0*0.25*0.02*2.34*2.72*0.39*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2012 S2*2012-07-01*2012-12-31*3*1.05*0.01**118460.87*898*0.0*11617399*false*98.0695*0.5*0.0*0.5*0.05*-0.57*2.86*0.44*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2014 S2*2014-07-01*2014-12-31*3, en una escala del 1 al 7*0.73*0.03**2180046.18*10054*0.0*238824931*false*109.5504*0.5*0.0*0.5*0.05*0.73*4.28*0.31*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2014 T3*2014-07-01*2014-09-30*3, en una escala del 1 al 7*0.85*0.04**1402641.57*6623*0.0*152551999*false*108.7605*0.25*0.0*0.25*0.03*1.85*3.13*0.33*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2014 T1*2014-01-01*2014-03-31*3, en una escala del 1 al 7*0.0*0.01**254866.0*1183*0.0*26972265*false*105.8292*0.25*0.0*0.25*0.02*1.02*3.14*0.33*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASI FLEXIBLE*2013 S2*2013-07-01*2013-12-31*3, en una escala del 1 al 7*0.71*0.01**108874.54*750*0.0*11405533*false*104.7585*0.5*0.0*0.5*0.05*1.76*3.03*0.35*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2015 T3*2015-07-01*2015-09-30*4, en una escala del 1 al 7*0.08*0.0**4884512.11*22365*0.0*534021266*false*109.3295*0.25*0.0*0.25*0.03*-4.03*6.57*0.3*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2015 S1*2015-01-01*2015-06-30*4, en una escala del 1 al 7*0.0*0.0**4650442.94*21423*0.0*529759393*false*113.9159*0.49*0.0*0.49*0.05*-2.42*5.42*0.3*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2015 T1*2015-01-01*2015-03-31*3, en una escala del 1 al 7*0.15*0.0**3779755.28*17616*0.0*441266396*false*116.7447*0.25*0.0*0.25*0.02*6.57*4.66*0.3*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2016 T3*2016-07-01*2016-09-30*4, en una escala del 1 al 7*0.05*0.0**5002357.75*23491*0.0*563853260*false*112.7175*0.25*0.0*0.25*0.03*1.19*5.84*0.31*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2016 S1*2016-01-01*2016-06-30*4, en una escala del 1 al 7*0.0*0.0**4928001.11*23131*0.0*548942857*false*111.3926*0.5*0.0*0.5*0.05*1.0*7.06*0.23*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2016 T1*2016-01-01*2016-03-31*4, en una escala del 1 al 7*0.01*0.0**5002649.32*23248*0.0*551714179*false*110.2844*0.25*0.0*0.25*0.02*-1.4*7.1*0.38*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2015 S2*2015-07-01*2015-12-31*4, en una escala del 1 al 7*0.09*0.0**5119105.54*23465*0.0*572555574*false*111.8468*0.5*0.0*0.5*0.05*2.3*6.39*0.3*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2017 T3*2017-07-01*2017-09-30*3, en una escala del 1 al 7*0.2*0.0**8174619.54*37466*0.0*967028063*false*118.2964*0.25*0.0*0.25*0.03*0.55*3.28*0.39*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2017 S1*2017-01-01*2017-06-30*4, en una escala del 1 al 7*0.0*0.0**7621265.57*35056*0.0*896617506*false*117.6468*0.5*0.0*0.5*0.05*-0.22*3.48*0.39*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2017 T1*2017-01-01*2017-03-31*4, en una escala del 1 al 7*0.0*0.0**6633293.12*29979*0.0*782072555*false*117.9011*0.25*0.0*0.25*0.02*2.31*4.29*0.39*False
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2016 S2*2016-07-01*2016-12-31*4, en una escala del 1 al 7*0.01*0.0**5447933.14*25401*0.0*627826897*false*115.2413*0.5*0.0*0.5*0.05*2.24*5.59*0.41*False
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2018 T3*2018-07-01*2018-09-30*4, en una escala del 1 al 7*0.16*0.0**12370243.37*51748*0.0*1445357791*false*116.8415*0.25*0.0*0.25*0.03*0.01*3.4*0.4*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2018 T3*2018-07-01*2018-09-30*4, en una escala del 1 al 7*0.16*0.0**63049.0*81*0.0*6305304*false*100.0064*0.1*0.0*0.1*0.03*0.16*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32018_V-82742099_da"" decimals=""2"" unitref=""pure"">3.40</iic-com-fon:volatilidadvalorliquidativo>]"*0.25*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.0*0.0**11783556.7*50550*0.0*1376636400*false*116.8269*0.5*0.0*0.5*0.05*0.21*3.4*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.0*0.0**56081.9*71*0.0*5599374*false*99.8428*0.09*0.0*0.09*0.02*"[<iic-com:rentabilidadiic contextref=""FIM_S12018_V-82742099_daq"" decimals=""2"" unitref=""pure"">0.21</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12018_V-82742099_daq"" decimals=""2"" unitref=""pure"">3.40</iic-com-fon:volatilidadvalorliquidativo>]"*0.21*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2018 T1*2018-01-01*2018-03-31*3, en una escala del 1 al 7*0.0*0.0**11743433.87*51793*0.0*1369013116*false*116.5769*0.25*0.0*0.25*0.02*-1.59*3.27*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2018 T1*2018-01-01*2018-03-31*3, en una escala del 1 al 7*0.0*0.0**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-82742099_da"" decimals=""2"" unitref=""pure"">-1.59</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-82742099_da"" decimals=""2"" unitref=""pure"">3.27</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12018_V-82742099_da"" decimals=""2"" unitref=""pure"">0.39</iic-com:ratiototalgastos>]"*True
BANKIA SOY ASI FLEXIBLE, FI*BANKIA SOY ASÿ FLEXIBLE*2017 S2*2017-07-01*2017-12-31*3, en una escala del 1 al 7*0.29*0.0**9769653.35*45916*0.0*1157343422*false*118.4631*0.5*0.0*0.5*0.05*0.14*2.88*0.4*False
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2019 S2*2019-07-01*2019-12-31*4, en una escala del 1 al 7*0.22*0.02**12688004.18*50835*0.0*1535743338*false*121.039*0.5*0.0*0.5*0.05*2.62*4.48*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2019 S2*2019-07-01*2019-12-31*4, en una escala del 1 al 7*0.22*0.02**128761.5*152*0.0*13443847*false*104.4089*0.2*0.0*0.2*0.05*2.77*4.48*0.24*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2019 T3*2019-07-01*2019-09-30*4, en una escala del 1 al 7*0.1*0.0**12832185.23*52110*0.0*1513569081*false*117.951*0.25*0.0*0.25*0.03*0.82*5.3*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2019 T3*2019-07-01*2019-09-30*4, en una escala del 1 al 7*0.1*0.0**118324.04*122*0.0*12020705*false*101.5914*0.1*0.0*0.1*0.03*0.98*5.3*0.24*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2019 S1*2019-01-01*2019-06-30*4, en una escala del 1 al 7*0.46*0.0**12924675.65*52727*0.0*1512020323*false*116.9871*0.5*0.0*0.5*0.05*0.97*3.47*0.38*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2019 S1*2019-01-01*2019-06-30*4, en una escala del 1 al 7*0.46*0.0**82429.39*110*0.0*8293138*false*100.609*0.2*0.0*0.2*0.05*1.12*3.47*0.23*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2019 T1*2019-01-01*2019-03-31*4, en una escala del 1 al 7*0.18*0.0**12879165.08*52715*0.0*1492171051*false*115.8593*0.25*0.0*0.25*0.02*6.32*4.86*0.38*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2019 T1*2019-01-01*2019-03-31*4, en una escala del 1 al 7*0.18*0.0**76722.07*96*0.0*7633087*false*99.4901*0.1*0.0*0.1*0.02*6.5*4.87*0.24*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2020 S2*2020-07-01*2020-12-31*4, en una escala del 1 al 7*0.33*-0.22**12036550.85*47228*0.0*1507594845*false*125.2514*0.5*0.0*0.5*0.05*5.49*6.74*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2020 S2*2020-07-01*2020-12-31*4, en una escala del 1 al 7*0.33*-0.22**128020.07*190*0.0*13915027*false*108.6941*0.2*0.0*0.2*0.05*5.65*6.74*0.24*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2020 T3*2020-07-01*2020-09-30*4, en una escala del 1 al 7*0.13*-0.2**12038229.55*47779*0.0*1429300199*false*118.7301*0.25*0.0*0.25*0.03*2.64*7.05*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2020 T3*2020-07-01*2020-09-30*4, en una escala del 1 al 7*0.13*-0.2**128165.53*151*0.0*13185619*false*102.8796*0.1*0.0*0.1*0.03*2.79*7.05*0.24*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2020 S1*2020-01-01*2020-06-30*4, en una escala del 1 al 7*0.34*0.04**12186202.03*48492*0.0*1409677915*false*115.6782*0.5*0.0*0.5*0.05*9.38*12.03*0.38*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2020 S1*2020-01-01*2020-06-30*4, en una escala del 1 al 7*0.34*0.04**126963.14*144*0.0*12706992*false*100.0841*0.2*0.0*0.2*0.05*9.54*12.03*0.24*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE UNIVERSAL, FI*2020 T1*2020-01-01*2020-03-31*4, en una escala del 1 al 7*0.16*0.13**12077731.44*48269*0.0*1277307059*false*105.7572*0.25*0.0*0.25*0.02*-12.63*19.57*0.39*True
BANKIA SOY ASI FLEXIBLE, FI*PT. BANKIA SOY ASI FLEXIBLE CARTERA, FI*2020 T1*2020-01-01*2020-03-31*4, en una escala del 1 al 7*0.16*0.13**119115.08*136*0.0*10882843*false*91.3641*0.1*0.0*0.1*0.02*-12.49*19.57*0.24*True
