fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Trimester 3 2009*2009-07-01*2009-09-30*860*correo@cajastur.es*A*Muy bajo*0.1*0.25**14233826.6*1345*0.0*122962612*false*8.6388***0.11*0.01*0.5*0.33*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Semester 1 2009*2009-01-01*2009-06-30*860*correo@cajastur.es*A*Muy bajo*0.21*0.91**14066556.5*1347*0.0*120915130*false*8.5959***0.22*0.02*0.42*0.14*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Semester 2 2010*2010-07-01*2010-12-31*860*correo@cajastur.es*A-  (FITCH IBCA)*Muy bajo*0.43*0.44**8091925.52*951*0.0*69714597*false*8.6153***0.23*0.03*-0.08*0.54*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Trimester 3 2010*2010-07-01*2010-09-30*860*correo@cajastur.es*A*Muy bajo*0.17*0.35**8820213.9*1022*0.0*76047411*false*8.6219***0.11*0.01*0.69*0.43*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Semester 1 2010*2010-01-01*2010-06-30*860*correo@cajastur.es*A*Muy bajo*0.0*0.31**10312490.84*1108*0.0*88301770*false*8.5626***0.22*0.02*-1.17*1.08*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Trimester 1 2010*2010-01-01*2010-03-31*860*correo@cajastur.es*A*Muy bajo*0.0*0.26**13077609.82*1299*0.0*113300000*false*8.6637***0.11*0.01*0.19*0.24*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Trimester 3 2011*2011-07-01*2011-09-30*860*correo@cajastur.es*BBB+(FITCH IBCA)*Muy bajo*0.15*0.97**6854133.76*840*0.0*59951155*false*8.7467***0.11*0.01*0.17*0.54*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Semester 1 2011*2011-01-01*2011-06-30*860*correo@cajastur.es*A-  (FITCH IBCA)*Muy bajo*0.3*0.76**7102183.04*861*0.0*62018075*false*8.7323***0.22*0.02*0.28*0.28*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Trimester 1 2011*2011-01-01*2011-03-31*860*correo@cajastur.es*A-  (FITCH IBCA)*Muy bajo*0.0*0.55**7394876.98*877*0.0*64391804*false*8.7076***0.11*0.01*1.07*0.37*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*ASTURFONDO RENTAS FI*81608572*Semester 2 2010*2010-07-01*2010-12-31*860*correo@cajastur.es*A-  (FITCH IBCA)*Muy bajo*0.43*0.44**8091925.52*951*0.0*69714597*false*8.6153***0.23*0.03*-0.08*0.54*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 3 2012*2012-07-01*2012-09-30*860*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Muy bajo*0.25*0.18**5967941.62*767*0.0*53709343*false*8.9996*0.11**0.11*0.01*1.3*0.8*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 1 2012*2012-01-01*2012-06-30*860*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Muy bajo*0.91*0.22**6142725.41*784*0.0*54573450*false*8.8842*0.22**0.22*0.02*-0.49*0.81*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 1 2012*2012-01-01*2012-03-31*860*fondos@liberbankgestion.es*BBB+(FITCH IBCA)*Muy bajo*0.52*0.18**6552628.82*812*0.0*58500118*false*8.9277*0.11**0.11*0.01*1.3*0.4*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 2 2011*2011-07-01*2011-12-31*860*fondos@liberbankgestion.es*BBB+(FITCH IBCA)*Muy bajo*0.18*0.93**6569902.17*820*0.0*57900620*false*8.813*0.23**0.23*0.03*0.76*0.79*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 2 2013*2013-07-01*2013-12-31*860*info@liberbank.es*BB+ (FITCH IBCA)*Muy bajo*0.75*0.08**7428673.95*848*0.0*70005540*false*9.4237*0.23**0.23*0.03*0.95*0.43*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 3 2013*2013-07-01*2013-09-30*860*info@liberbank.es*BB+ (FITCH IBCA)*Muy bajo*0.49*0.07**5888700.71*740*0.0*54973223*false*9.3354*0.11**0.11*0.01*0.81*0.45*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 1 2013*2013-01-01*2013-06-30*860*info@liberbank.es*BB+ (FITCH IBCA)*Muy bajo*1.01*0.08**5666128.9*722*0.0*52472093*false*9.2607*0.22**0.22*0.02*0.52*0.66*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 1 2013*2013-01-01*2013-03-31*860*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Muy bajo*0.69*0.07**5879796.06*753*0.0*54168372*false*9.2126*0.11**0.11*0.01*0.9*0.43*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 3 2014*2014-07-01*2014-09-30*860*info@liberbank.es*BBB-*Muy bajo*1.36*0.03**26237491.92*2729*0.0*249991009*false*9.528*0.11**0.11*0.01*0.13*7.55*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 1 2014*2014-01-01*2014-06-30*860*info@liberbank.es*BBB-*Muy bajo*0.14*0.15**26093576.25*2708*0.0*248303006*false*9.5159*0.22**0.22*0.02*0.15*0.61*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 1 2014*2014-01-01*2014-03-31*860*info@liberbank.es*BBB-*Muy bajo*0.11*0.15**16575210.46*1755*0.0*157492181*false*9.5017*0.11**0.11*0.01*0.83*0.43*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 2 2013*2013-07-01*2013-12-31*860*info@liberbank.es*BB+ (FITCH IBCA)*Muy bajo*0.75*0.08**7428673.95*848*0.0*70005540*false*9.4237*0.23**0.23*0.03*0.95*0.43*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 3 2015*2015-07-01*2015-09-30*860*gestora@renta4.es*BBB*Muy bajo*0.17*0.0**14915214.02*1643*0.0*142003178*false*9.5207*0.11**0.11*0.01*0.77*3.81*0.51*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 1 2015*2015-01-01*2015-06-30*860*gestora@renta4.es*BBB*Muy bajo*0.01*0.0**16298798.61*1792*0.0*154982353*false*9.5088*0.22**0.22*0.02*-0.22*0.45*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 1 2015*2015-01-01*2015-03-31*860*info@liberbank.es*BBB*Muy bajo*0.0*0.0**18535471.35*2014*0.0*176643931*false*9.53*0.11**0.11*0.01*0.36*0.26*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 2 2014*2014-07-01*2014-12-31*860*info@liberbank.es*BBB-*Muy bajo*1.95*0.0**23760062.97*2525*0.0*225626438*false*9.496*0.23**0.23*0.03*-0.34*0.75*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 3 2016*2016-07-01*2016-09-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.26*0.0**20267928.67*4129*0.0*193983353*false*9.571*0.09**0.09*0.01***0.11*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 1 2016*2016-01-01*2016-06-30*860*info@liberbank.es*BBB*Muy bajo*0.59*0.0**13904834.69*1549*0.0*133000083*false*9.565*0.22**0.22*0.02*0.24*0.45*0.12*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 1 2016*2016-01-01*2016-03-31*860*info@liberbank.es*BBB*Muy bajo*0.61*0.0**13935611.04*1568*0.0*132979994*false*9.5425*0.11**0.11*0.01*0.12*0.7*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 2 2015*2015-07-01*2015-12-31*860*gestora@renta4.es*BBB*Muy bajo*0.61*-0.01**14263889.4*1587*0.0*135951401*false*9.5312*0.23**0.23*0.03*0.11*0.69*0.13*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS A*81608572*Trimester 3 2017*2017-07-01*2017-09-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.17*-0.36**18231759.14*3879*0.0*174095124*false*9.549*0.1*0.0*0.1*0.01*-0.07*0.26*0.12*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS C*81608572*Trimester 3 2017*2017-07-01*2017-09-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.17*-0.36**8885.34*3*0.0*84980*false*9.5641*0.1*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32017_V-81608572_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.1*0.01*0.08*0.0*0.11*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS A*81608572*Semester 1 2017*2017-01-01*2017-06-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**19757275.49*4137*0.0*188800450*false*9.556*0.2*0.0*0.2*0.02*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS C*81608572*Semester 1 2017*2017-01-01*2017-06-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**5854.05*2*0.0*55942*false*9.556*0.02*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12017_V-81608572_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.02*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Trimester 1 2017*2017-01-01*2017-03-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**20742312.65*4304*0.0*198586087*false*9.574*0.1**0.1*0.01*-0.11*0.2*0.11*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*LIBERBANK RENTAS FI*81608572*Semester 2 2016*2016-07-01*2016-12-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.23*-0.08**20303573.49*4193*0.0*194591900*false*9.5841*0.19**0.19*0.03*0.14*0.3*0.12*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*CLASE A RENTAS*81608572*Semester 2 2018*2018-07-01*2018-12-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.36**11422407.72*2577*0.0*106420463*false*9.3168*0.2*[]*0.2*0.03*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*CLASE C RENTAS*81608572*Semester 2 2018*2018-07-01*2018-12-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.36**121171.89*29*0.0*1135124*false*9.3679*0.1*[]*0.1*0.03*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*CLASE P RENTAS*81608572*Semester 2 2018*2018-07-01*2018-12-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.36**2.1*2*0.0*20*false*9.3545*0.0*[]*0.0*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*CLASE A RENTAS*81608572*Trimester 3 2018*2018-07-01*2018-09-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.36**12246583.82*2764*0.0*116123504*false*9.4821*0.1*[]*0.1*0.01*-0.15*0.47*0.12*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*CLASE C RENTAS*81608572*Trimester 3 2018*2018-07-01*2018-09-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.36**149482.98*37*0.0*1424466*false*9.5293*0.05*[]*0.05*0.01*-0.1*0.47*0.06*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*CLASE P RENTAS*81608572*Trimester 3 2018*2018-07-01*2018-09-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.36**2.1*2*0.0*20*false*9.5068*0.0*[]*0.0*0.0*0.0*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32018_V-81608572_da"" decimals=""2"" unitref=""pure"">0.12</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32018_V-81608572_da"" decimals=""2"" unitref=""pure"">0.06</iic-com:ratiototalgastos>]"*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS A FI*81608572*Semester 1 2018*2018-01-01*2018-06-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**12991562.02*2908*0.0*123368695*false*9.4961*0.2*[]*0.2*0.02*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS C FI*81608572*Semester 1 2018*2018-01-01*2018-06-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**135260.44*44*0.0*1290180*false*9.5385*0.1*[]*0.1*0.02*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS P FI*81608572*Semester 1 2018*2018-01-01*2018-06-30*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**2.1*2*0.0*20*false*9.5068*0.0*[]*0.0*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS A FI*81608572*Trimester 1 2018*2018-01-01*2018-03-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**13762936.25*3111*0.0*131040438*false*9.5213*0.1*[]*0.1*0.01*-0.15*0.34*0.11*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS C FI*81608572*Trimester 1 2018*2018-01-01*2018-03-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**51114.5*11*0.0*488604*false*9.559*0.05*[]*0.05*0.01*-0.06*0.4*0.06*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK RENTAS, FI*RENTAS P FI*81608572*Trimester 1 2018*2018-01-01*2018-03-31*860*info@liberbank.es*BBB*2, en una escala del 1 al 7*0.0*-0.35**2.1*2*0.0*20*false*9.5211*0.0*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-81608572_da"" decimals=""2"" unitref=""pure"">-0.15</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T12018_V-81608572_da"" decimals=""2"" unitref=""pure"">-0.06</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-81608572_da"" decimals=""2"" unitref=""pure"">0.34</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-81608572_da"" decimals=""2"" unitref=""pure"">0.40</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12018_V-81608572_da"" decimals=""2"" unitref=""pure"">0.11</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12018_V-81608572_da"" decimals=""2"" unitref=""pure"">0.06</iic-com:ratiototalgastos>]"*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
