fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 2 2009*2009-07-01*2009-12-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.86*0.15**4525156.98*1183*0.0*26836872*false*5.9306***1.7*0.17*0.92*4.93*0.35
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 3 2009*2009-07-01*2009-09-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*1.7*0.17**4747269.92*1215*0.0*27898855*false*5.87***2.35*0.34*6.65*5.58*2.8
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 1 2009*2009-01-01*2009-06-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.17*0.43**1286505.73*366*0.0*7088976*false*5.51***0.02*0.0*6.1*6.63*0.03
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 2 2010*2010-07-01*2010-12-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.04*0.2**4321087.01*997*0.0*25464643*false*5.8931***0.65*0.0*-0.05*4.21*0.34
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 3 2010*2010-07-01*2010-09-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.0*0.17**4533073.52*1066*0.0*26727437*false*5.8961***0.32*0.0*1.64*4.79*0.32
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 1 2010*2010-01-01*2010-06-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.62*0.09**4719673.66*1102*0.0*27377712*false*5.8008***0.58*0.0*-2.31*6.97*0.32
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 1 2010*2010-01-01*2010-03-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.3*0.02**4946415.49*1151*0.0*29372250*false*5.9381***0.28*0.0*0.13*3.46*0.29
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 3 2011*2011-07-01*2011-09-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.0*0.68**9093749.05*2326*0.0*51932577*false*5.7139***0.35*0.0*-3.95*6.44*0.36
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 1 2011*2011-01-01*2011-06-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.44*0.31**9447379.85*2424*0.0*56169001*false*5.9455***1.58*0.08*0.14*3.18*1.16
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 1 2011*2011-01-01*2011-03-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.0*0.13**4028058.15*975*0.0*23914301*false*5.9369***0.32*0.0*0.74*3.98*0.33
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 2 2010*2010-07-01*2010-12-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Medio*0.04*0.2**4321087.01*997*0.0*25464643*false*5.8931***0.65*0.0*-0.05*4.21*0.34
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 3 2012*2012-07-01*2012-09-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.0*0.0**7517449.48*1994*0.0*46270171*false*6.155*0.34**0.34*0.0*3.02*5.02*0.55
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 1 2012*2012-01-01*2012-06-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.09*0.08**7693164.39*2045*0.0*45963328*false*5.9746*0.68**0.68*0.0*-0.74*4.51*0.54
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Trimester 1 2012*2012-01-01*2012-03-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.08*0.12**8166192.79*2113*0.0*49154765*false*6.0193*0.34**0.34*0.0*3.39*3.12*0.53
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FIF*83086769*Semester 2 2011*2011-07-01*2011-12-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.0*0.61**8429343.68*2188*0.0*49076281*false*5.8221*0.7**0.7*0.0*1.95*7.42*0.53
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Semester 2 2013*2013-07-01*2013-12-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*4 (en una escala de 1 a 7)*0.02*0.02**7183508.08*1864*0.0*47598316*false*6.6261*0.62**0.62*0.0*2.45*3.15*0.56
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Trimester 3 2013*2013-07-01*2013-09-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*Medio*0.0*0.01**6619036.68*1810*0.0*42808020*false*6.4674*0.31**0.31*0.0*2.6*3.51*0.56
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Semester 1 2013*2013-01-01*2013-06-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*Medio*0.09*0.02**6717820.05*1848*0.0*42346475*false*6.3036*0.62**0.62*0.0*-0.19*4.45*0.55
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Trimester 1 2013*2013-01-01*2013-03-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Medio*0.09*0.02**6899567.56*1904*0.0*43573194*false*6.3154*0.31**0.31*0.0*1.15*3.2*0.54
CAIXABANK GESTION 30, FI*FONCAIXA I GESTION 25 FI*83086769*Semester 2 2014*2014-07-01*2014-12-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*4 (en una escala de 1 a 7)*0.46*0.0**21996774.44*4474*0.0*150897205*false*6.86*0.7**0.7*0.0*-0.18*5.32*0.48
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Trimester 3 2014*2014-07-01*2014-09-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*4 (en una escala de 1 a 7)*0.01*0.0**16775731.84*3485*0.0*115293052*false*6.8726*0.35**0.35*0.0*0.51*3.74*0.5
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Semester 1 2014*2014-01-01*2014-06-30*2491*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*4 (en una escala de 1 a 7)*0.34*0.08**12446197.66*2827*0.0*85103038*false*6.8377*0.64**0.64*0.0*1.81*2.96*0.55
CAIXABANK GESTION 30, FI*BARCLAYS GESTION 25 FI*83086769*Trimester 1 2014*2014-01-01*2014-03-31*2491*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*4 (en una escala de 1 a 7)*0.24*0.06**8739569.38*2151*0.0*58697917*false*6.7163*0.31**0.31*0.0*1.36*3.75*0.57
CAIXABANK GESTION 30, FI*FONCAIXA I GESTION 25, FI*83086769*Semester 2 2015*2015-07-01*2015-12-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.75*0.01**30751320.42*6124*0.0*213163522*false*6.9318*0.49*0.0*0.49*0.0*1.79*4.22*0.31
CAIXABANK GESTION 30, FI*FONCAIXA I GESTION 25, FI*83086769*Trimester 3 2015*2015-07-01*2015-09-30*2491*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.49*0.0**33153411.74*6485*0.0*225772054*false*6.8099*0.25*0.0*0.25*0.0*-2.31*5.98*0.37
CAIXABANK GESTION 30, FI*FONCAIXA I GESTION 25, FI*83086769*Semester 1 2015*2015-01-01*2015-06-30*2491*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.32*0.04**35115392.76*6809*0.0*244786855*false*6.9709*0.59*0.0*0.59*0.0*-1.92*4.91*0.34
CAIXABANK GESTION 30, FI*FONCAIXA I GESTION 25, FI*83086769*Trimester 1 2015*2015-01-01*2015-03-31*2491*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.0*0.03**32646434.41*6028*0.0*232025966*false*7.1072*0.34*0.0*0.34*0.0*3.6*4.42*0.42
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 2 2016*2016-07-01*2016-12-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*2.11*0.07**21930175.58*4689*0.0*151526155*false*6.9095*1.19*0.0*1.19*0.07*[]*[]*[]
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 2 2016*2016-07-01*2016-12-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*2.11*0.07**100.0*1*0.0*1007*false*10.0762*0.22*0.0*0.22*0.0*[]*[]*[]
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 3 2016*2016-07-01*2016-09-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.86*0.04**23653116.29*5019*0.0*162770593*false*6.8816*0.83*0.0*0.83*0.03*[]*[]*0.36
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 3 2016*2016-07-01*2016-09-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.86*0.04**100.0*1*0.0*1001*false*10.0116*0.07*0.0*0.07*0.0*[]*[]*0.07
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 1 2016*2016-01-01*2016-06-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.4*0.03**25085042.56*5303*0.0*171101985*false*6.8209*0.44*0.0*0.44*0.0*0.05*4.32*0.29
CAIXABANK GESTION 30, FI*FONCAIXA I GESTION 25, FI*83086769*Trimester 1 2016*2016-01-01*2016-03-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.32*0.02**27840266.87*5722*0.0*189807949*false*6.8177*0.23*0.0*0.23*0.0*-1.65*5.23*0.3
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 3 2017*2017-07-01*2017-09-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.29*0.27**13674643.09*3303*0.0*93446778*false*6.8336*0.35*0.0*0.35*0.04*-0.06*1.73*0.4
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 3 2017*2017-07-01*2017-09-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.29*0.27**7347725.36*1190*0.0*73721172*false*10.0332*0.14*0.0*0.14*0.01*0.18*1.73*0.16
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 1 2017*2017-01-01*2017-06-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.63*0.17**15435798.06*3604*0.0*105540530*false*6.8374*0.7*0.0*0.7*0.07*[]*[]*[]
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 1 2017*2017-01-01*2017-06-30*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.63*0.17**7559204.75*1193*0.0*75703769*false*10.0148*0.27*0.0*0.27*0.02*[]*[]*[]
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 1 2017*2017-01-01*2017-03-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.64*0.14**19252118.66*4156*0.0*131864302*false*6.8493*0.35*0.0*0.35*0.04*-0.87*2.03*0.39
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 1 2017*2017-01-01*2017-03-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.64*0.14**100.0*1*0.0*1000*false*10.0089*0.18*0.0*0.18*0.0*-0.67*2.03*0.18
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 2 2016*2016-07-01*2016-12-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*2.11*0.07**21930175.58*4689*0.0*151526155*false*6.9095*1.19*0.0*1.19*0.07*[]*[]*[]
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Semester 2 2016*2016-07-01*2016-12-31*2491*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*2.11*0.07**100.0*1*0.0*1007*false*10.0762*0.22*0.0*0.22*0.0*[]*[]*[]
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 3 2018*2018-07-01*2018-09-30*2491*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*3 - Medio-bajo*0.05*0.25**7505632.54*2028*0.0*50025191*false*6.665*0.35*0.0*0.35*0.04*-0.06*2.11*0.4
CAIXABANK GESTION 30, FI*CAIXABANK GESTION 25, FI*83086769*Trimester 3 2018*2018-07-01*2018-09-30*2491*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*3 - Medio-bajo*0.05*0.25**4687160.52*1144*0.0*46304527*false*9.879*0.14*0.0*0.14*0.01*0.18*2.11*0.16
