fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*AVIVA CORTO PLAZO FI*82899865*Semester 2 2009*2009-07-01*2009-12-31*2375*avivagestion@avivainversiones.es*AA- (IBCA)*bajo*0.0*0.1**2306671.35*203*0.0*29445842*false*12.7655***0.25*0.05*0.19*0.31*0.15*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*AVIVA DINERO FI*82899865*Trimester 3 2009*2009-07-01*2009-09-30*2375*N/D*ND*bajo*0.0*0.3**2274057.88*149*0.0*28973177*false*12.7407***0.13*0.02*0.9*0.53*0.15*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*AVIVA DINERO FI*82899865*Semester 1 2009*2009-01-01*2009-06-30*2375*N/D*ND*bajo*0.09*0.9**1817345.33*140*0.0*22947859*false*12.6277***0.25*0.04*0.65*0.5*0.15*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*CORTO PLAZO -B-*82899865*Semester 2 2010*2010-07-01*2010-12-31*2375*avivasgiic@aviva.es*AA- (IBCA)*bajo*0.0*0.2**1127971.86*127*0.0*14324060*false*12.699*[]*[]*0.25*0.05*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*CORTO PLAZO -A-*82899865*Semester 2 2010*2010-07-01*2010-12-31*2375*avivasgiic@aviva.es*AA- (IBCA)*bajo*0.0*0.2**117750.46*1*0.0*1500239*false*12.7408*[]*[]*0.04*0.03*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*CORTO PLAZO -B-*82899865*Trimester 3 2010*2010-07-01*2010-09-30*2375*avivagestion@avivainversiones.es*AA-(IBCA)*bajo*0.0*0.0**1251575.56*137*0.0*15954611*false*12.7476*[]*[]*0.13*0.02*1.2*0.85*0.15*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*CORTO PLAZO -A-*82899865*Trimester 3 2010*2010-07-01*2010-09-30*2375*avivagestion@avivainversiones.es*AA-(IBCA)*bajo*0.0*0.0**117750.46*1*0.0*1504471*false*12.7768*[]*[]*0.01*0.01*1.33*0.85*0.04*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*AVIVA C.P. -B-*82899865*Semester 1 2010*2010-01-01*2010-06-30*2375*avivagestion@avivainversiones.es*AA- (IBCA)*bajo*0.0*-0.33**1327672.94*149*0.0*16723938*false*12.5964*[]*[]*0.26*0.05*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*AVIVA C.P. -A-*82899865*Semester 1 2010*2010-01-01*2010-06-30*2375*avivagestion@avivainversiones.es*AA- (IBCA)*bajo*0.0*-0.33**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI*CORTO PLAZO B*82899865*Trimester 1 2010*2010-01-01*2010-03-31*2375*avivagestion@avivainversiones.es*AA- (IBCA)*bajo*0.0*0.33**1801856.15*164*0.0*23062149*false*12.7991*[]*[]*0.13*0.02*0.26*0.43*0.15*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
