fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
RURAL SOSTENIBLE DECIDIDO, FI*RURAL GESTION SOSTENIBLE II FI*88046826*Semester 2 2018*2018-07-01*2018-12-31*5263*atencion.cliente.gescooperativo@cajarural.com*Baa3(MOODY'S)*5 en una escala del 1 al 7*0.0*-0.3**15016.93*2063*0.0*4075470*false*271.3917*0.87**0.87*0.05*-8.46*10.02*0.74*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL GESTION SOSTENIBLE II FI*88046826*Trimester 3 2018*2018-07-01*2018-09-30*5263*atencion.cliente.gescooperativo@cajarural.com*Baa3(MOODY'S)*5 en una escala del 1 al 7*0.0*-0.34**2631.59*36*0.0*780237*false*296.4883*0.44**0.44*0.02*1.17*4.09*1.22*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL GESTION SOSTENIBLE II FI*88046826*Semester 1 2018*2018-01-01*2018-06-30*5263*atencion.cliente.gescooperativo@cajarural.com*Baa3(MOODY'S)*5 en una escala del 1 al 7*0.0*-0.06**1068.07*3*0.0*313007*false*293.0593*0.2**0.2*0.01***0.87*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL G. SOSTENIBLE II FI EST*88046826*Semester 2 2019*2019-07-01*2019-12-31*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.0*-0.28**68899.47*1314*0.0*21783280*false*316.1604*0.88*[]*0.88*0.05*[]*[]*[]*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL G. SOSTENIBLE II FI CAR*88046826*Semester 2 2019*2019-07-01*2019-12-31*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.0*-0.28**9729.18*1933*0.0*3109076*false*319.562*0.18*[]*0.18*0.05*[]*[]*[]*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL G. SOSTENIBLE II FI EST*88046826*Trimester 3 2019*2019-07-01*2019-09-30*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.0*-0.23**27933.83*533*0.0*8617144*false*308.4842*0.44*[]*0.44*0.03*2.15*6.66*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL G. SOSTENIBLE II FI CAR*88046826*Trimester 3 2019*2019-07-01*2019-09-30*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.0*-0.23**9262.56*1850*0.0*2877922*false*310.7048*0.09*[]*0.09*0.03*2.51*6.65*0.29*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL G. SOSTENIBLE II FI EST*88046826*Semester 1 2019*2019-01-01*2019-06-30*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.0*-0.22**18046.53*387*0.0*5450130*false*302.0044*0.87*[]*0.87*0.05*[]*[]*[]*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*RURAL G. SOSTENIBLE II FI CAR*88046826*Semester 1 2019*2019-01-01*2019-06-30*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.0*-0.22**9048.4*1833*0.0*2742633*false*303.1069*0.1*[]*0.1*0.03*[]*[]*[]*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL SOSTENIBLE DECIDIDO, FI*G.SOSTENIBLE II,FI EST*88046826*Trimester 1 2019*2019-01-01*2019-03-31*5263*atencion.cliente.gescooperativo@cajarural.com*BBB (FITCH)*5 en una escala del 1 al 7*0.18*-0.2**17520.73*2048*0.0*5172662*false*295.231*0.43*[]*0.43*0.02*8.78*5.87*0.66*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
