fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2012 S2*2012-07-01*2012-12-31*6 en una escala del 1 al 7*0.0*0.02**582060.1*101*0.0*6245993*false*10.7308*0.75*0.0*0.75*0.05*-2.13*4.25*0.42
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2012 T3*2012-07-01*2012-09-30*6 en una escala del 1 al 7*0.0*0.01**406521.71*73*0.0*4457165*false*10.9641*0.37*0.0*0.37*0.03*5.88*4.57*0.43
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2012 S1*2012-01-01*2012-06-30*Alto*0.01*0.02**275137.45*54*0.0*2849083*false*10.3551*0.48*0.0*0.48*0.03*2.81*4.16*0.45
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2012 T1*2012-01-01*2012-03-31*Alto*0.0*0.0**112360.52*20*0.0*1131762*false*10.0726*0.06*0.0*0.06*0.0***0.1
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2013 S2*2013-07-01*2013-12-31*6 en una escala del 1 al 7*0.29*0.13**869244.47*145*0.0*12201190*false*14.0365*0.76*0.0*0.76*0.05*6.56*5.26*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2013 T3*2013-07-01*2013-09-30*6 en una escala del 1 al 7*0.21*0.08**772589.69*134*0.0*10176486*false*13.1719*0.38*0.0*0.38*0.03*3.25*4.62*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2013 S1*2013-01-01*2013-06-30*6 en una escala del 1 al 7*0.48*0.09**765236.16*129*0.0*9762473*false*12.7575*0.74*0.0*0.74*0.05*2.13*6.51*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2013 T1*2013-01-01*2013-03-31*6 en una escala del 1 al 7*0.27*0.07**697027.76*119*0.0*8707108*false*12.4918*0.37*0.0*0.37*0.02*16.41*3.74*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2014 S2*2014-07-01*2014-12-31*5 en una escala del 1 al 7*0.46*0.18**1075324.63*256*0.0*19745519*false*18.3624*0.76*0.0*0.76*0.05*8.75*19.14*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2014 T3*2014-07-01*2014-09-30*5 en una escala del 1 al 7*0.17*0.1**1033253.53*240*0.0*17445739*false*16.8843*0.38*0.0*0.38*0.03*9.68*11.67*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2014 S1*2014-01-01*2014-06-30*5 en una escala del 1 al 7*0.41*0.04**1049823.97*226*0.0*16161111*false*15.3941*0.74*0.0*0.74*0.05*5.41*11.17*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2014 T1*2014-01-01*2014-03-31*5 en una escala del 1 al 7*0.1*0.02**1030633.31*212*0.0*15051644*false*14.6043*0.37*0.0*0.37*0.02*4.04*6.88*0.4
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2015 S2*2015-07-01*2015-12-31*5 en una escala del 1 al 7*0.0*0.01**966122.08*257*0.0*20852575*false*21.5838*0.76*0.0*0.76*0.05*7.02*21.22*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2015 T3*2015-07-01*2015-09-30*5 en una escala del 1 al 7*0.0*0.01**975393.13*258*0.0*19670990*false*20.1672*0.38*0.0*0.38*0.03*-9.36*26.09*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2015 S1*2015-01-01*2015-06-30*5 en una escala del 1 al 7*0.0*0.06**964764.26*261*0.0*21464928*false*22.2489*0.74*0.0*0.74*0.05*-0.6*17.8*0.4
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2015 T1*2015-01-01*2015-03-31*5 en una escala del 1 al 7*0.0*0.11**1017012.07*263*0.0*22763406*false*22.3826*0.37*0.0*0.37*0.02*21.89*15.79*0.4
DP HEALTHCARE FI*DP SALUD F.I.*2016 S2*2016-07-01*2016-12-31*5 en una escala del 1 al 7*0.02*-0.09**833396.26*220*0.0*16815445*false*20.177*0.75*0.0*0.75*0.05*1.6*16.38*0.41
DP HEALTHCARE FI*DP SALUD F.I.*2016 T3*2016-07-01*2016-09-30*5 en una escala del 1 al 7*0.02*0.0**804685.5*219*0.0*15980366*false*19.8591*0.38*0.0*0.38*0.03*-3.5*10.1*0.41
DP HEALTHCARE FI*DP SALUD F.I.*2016 S1*2016-01-01*2016-06-30*5 en una escala del 1 al 7*0.38*0.0**823765.88*228*0.0*16952892*false*20.5797*0.75*0.0*0.75*0.05*8.26*14.37*0.41
DP HEALTHCARE FI*PRIVAT SALUD F.I.*2016 T1*2016-01-01*2016-03-31*5 en una escala del 1 al 7*0.17*-0.01**960152.72*257*0.0*18251420*false*19.0089*0.37*0.0*0.37*0.02*-11.93*22.08*0.4
DP HEALTHCARE FI*DP SALUD FI*2017 S2*2017-07-01*2017-12-31*5 en una escala del 1 al 7.*0.09*0.01**597512.88*178*0.0*12184116*false*20.3914*0.76**0.76*0.05*-3.0*8.73*0.4
DP HEALTHCARE FI*DP SALUD F.I.*2017 T3*2017-07-01*2017-09-30*5 en una escala del 1 al 7*0.04*0.11**609259.41*180*0.0*12807700*false*21.0218*0.38*0.0*0.38*0.03*0.68*10.21*0.41
DP HEALTHCARE FI*DP SALUD F.I.*2017 S1*2017-01-01*2017-06-30*5 en una escala del 1 al 7*0.12*-0.06**628109.12*188*0.0*13115118*false*20.8803*0.75*0.0*0.75*0.05*-1.2*9.97*0.41
DP HEALTHCARE FI*DP SALUD F.I.*2017 T1*2017-01-01*2017-03-31*5 en una escala del 1 al 7*0.18*-0.1**723653.99*200*0.0*15294075*false*21.1345*0.37*0.0*0.37*0.02*4.75*9.82*0.4
DP HEALTHCARE FI*DP SALUD FI CLASE A*2018 S 2*2018-07-01*2018-12-31*5 en una escala del 1 al 7.*0.33*0.0**450329.64*140*0.0*9944243*false*22.0821*0.76*[]*0.76*0.05*-4.14*15.33*0.42
DP HEALTHCARE FI*DP SALUD FI CLASE C*2018 S 2*2018-07-01*2018-12-31*5 en una escala del 1 al 7.*0.33*0.0**150945.13*28*0.0*3349317*false*22.189*0.43*[]*0.43*0.05*-3.98*15.33*0.26
DP HEALTHCARE FI*DP SALUD FI CLASE A*2018 T 3*2018-07-01*2018-09-30*5 en una escala del 1 al 7.*0.05*0.0**443146.71*139*0.0*10208387*false*23.0361*0.38*[]*0.38*0.03*9.77*6.96*0.42
DP HEALTHCARE FI*DP SALUD FI CLASE C*2018 T 3*2018-07-01*2018-09-30*5 en una escala del 1 al 7.*0.05*0.0**102950.43*26*0.0*2379151*false*23.1097*0.21*[]*0.21*0.03*9.95*6.97*0.26
DP HEALTHCARE FI*DP SALUD FI CLASE A*2018 S 1*2018-01-01*2018-06-30*5 en una escala del 1 al 7.*0.0*0.0**433263.18*135*0.0*9092567*false*20.9863*0.77*[]*0.77*0.05*7.66*11.01*0.42
DP HEALTHCARE FI*DP SALUD FI CLASE C*2018 S 1*2018-01-01*2018-06-30*5 en una escala del 1 al 7.*0.0*0.0**110022.33*25*0.0*2312535*false*21.0188*0.2*[]*0.2*0.02*0.0*10.63*0.25
DP HEALTHCARE FI*DP SALUD FI CLASE A*2018 T 1*2018-01-01*2018-03-31*5 en una escala del 1 al 7.*0.06*0.0**567622.3*173*0.0*11064649*false*19.493*0.37*[]*0.37*0.02*-4.41*15.43*0.4
DP HEALTHCARE FI*DP SALUD FI CLASE C*2018 T 1*2018-01-01*2018-03-31*5 en una escala del 1 al 7.*0.06*0.0**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-65765158_da"" decimals=""2"" unitref=""pure"">-4.41</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-65765158_da"" decimals=""2"" unitref=""pure"">15.43</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12018_V-65765158_da"" decimals=""2"" unitref=""pure"">0.40</iic-com:ratiototalgastos>]"
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE A*2019 S 2*2019-07-01*2019-12-31*5 en una escala del 1 al 7.*0.03*-0.42**536964.6*153*0.0*14178552*false*26.405*0.76*[]*0.76*0.05*9.22*9.0*0.41
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE C*2019 S 2*2019-07-01*2019-12-31*5 en una escala del 1 al 7.*0.03*-0.42**238522.19*28*0.0*6369919*false*26.7058*0.43*[]*0.43*0.05*9.4*9.0*0.25
DP HEALTHCARE FI*DP SALUD FI CLASE A*2019 T 3*2019-07-01*2019-09-30*5 en una escala del 1 al 7.*0.07*-0.42**519013.32*149*0.0*12548084*false*24.1768*0.38*[]*0.38*0.03*2.67*11.22*0.41
DP HEALTHCARE FI*DP SALUD FI CLASE C*2019 T 3*2019-07-01*2019-09-30*5 en una escala del 1 al 7.*0.07*-0.42**201379.99*28*0.0*4916121*false*24.4122*0.21*[]*0.21*0.03*2.84*11.22*0.25
DP HEALTHCARE FI*DP SALUD FI CLASE A*2019 S 1*2019-01-01*2019-06-30*5 en una escala del 1 al 7.*0.03*-0.34**519401.68*150*0.0*12231177*false*23.5486*0.74*[]*0.74*0.05*0.37*9.63*0.41
DP HEALTHCARE FI*DP SALUD FI CLASE C*2019 S 1*2019-01-01*2019-06-30*5 en una escala del 1 al 7.*0.03*-0.34**204019.38*30*0.0*4843196*false*23.7389*0.42*[]*0.42*0.05*0.53*9.64*0.24
DP HEALTHCARE FI*DP SALUD FI CLASE A*2019 T 1*2019-01-01*2019-03-31*5 en una escala del 1 al 7.*0.0*-0.33**527532.06*158*0.0*12376742*false*23.4616*0.37*[]*0.37*0.02*6.25*9.97*0.4
DP HEALTHCARE FI*DP SALUD FI CLASE C*2019 T 1*2019-01-01*2019-03-31*5 en una escala del 1 al 7.*0.0*-0.33**167332.13*31*0.0*3951198*false*23.6129*0.21*[]*0.21*0.02*6.42*9.98*0.24
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE A*2020 S 2*2020-07-01*2020-12-31*6 en una escala del 1 al 7.*0.0*-0.43**533841.45*161*0.0*14081200*false*26.3771*0.75*[]*0.75*0.05*2.34*15.52*0.41
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE C*2020 S 2*2020-07-01*2020-12-31*6 en una escala del 1 al 7.*0.0*-0.43**300995.02*72*0.0*8082181*false*26.8515*0.43*[]*0.43*0.05*2.5*15.52*0.24
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE A*2020 T 3*2020-07-01*2020-09-30*5 en una escala del 1 al 7.*0.0*-0.42**525112.47*168*0.0*13534638*false*25.7747*0.38*[]*0.38*0.03*-1.48*13.21*0.41
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE C*2020 T 3*2020-07-01*2020-09-30*5 en una escala del 1 al 7.*0.0*-0.42**383561.73*73*0.0*10047589*false*26.1955*0.21*[]*0.21*0.03*-1.32*13.22*0.24
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE A*2020 S 1*2020-01-01*2020-06-30*5 en una escala del 1 al 7.*0.1*-0.44**579272.59*193*0.0*15155031*false*26.1622*0.75*[]*0.75*0.05*10.33*23.0*0.4
DP HEALTHCARE FI*DP HEALTHCARE FI CLASE C*2020 S 1*2020-01-01*2020-06-30*5 en una escala del 1 al 7.*0.1*-0.44**369705.49*76*0.0*9814144*false*26.5458*0.42*[]*0.42*0.05*10.51*23.01*0.24
