fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2009*2009-07-01*2009-12-31*2572*bsinversion@bancsabadell.com*A*Muy elevado*0.0*0.34**5630319.79*7385**78669000*false*13.9724***1.06*0.05*0.67*21.52*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 3 2009*2009-07-01*2009-09-30*2572*bsinversion@bancsabadell.com*A*Muy elevado*0.0*0.34**5742991.64*6352**79711000*false*13.8796***0.53*0.03*18.22*31.0*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 1 2009*2009-01-01*2009-06-30*2572*bsinversion@bancsabadell.com*A*Muy elevado*0.0*1.24**5177629.16*6005*0.0*60788000*false*11.7405***1.04*0.05*28.14*23.05*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2010*2010-07-01*2010-12-31*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.1*0.55**4082657.38*3304**52795000*false*12.9316***1.06*0.05*-2.73*23.76*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 3 2010*2010-07-01*2010-09-30*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.12*0.45**4327452.57*3487**57534000*false*13.2951***0.53*0.03*14.3*23.34*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 1 2010*2010-01-01*2010-06-30*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.06*0.33**4409158.93*3608**51287000*false*11.6319***1.04*0.05*-12.26*22.73*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 1 2010*2010-01-01*2010-03-31*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.03*0.35**5128624.75*7369**67987000*false*13.2564***0.52*0.02*-5.12*18.72*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2011*2011-07-01*2011-12-31*2572*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Muy elevado*0.06*1.18**3815765.87*3080**44636000*false*11.6978*1.06*0.0*1.06*0.05*1.47*26.5*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 3 2011*2011-07-01*2011-09-30*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*1.08**3913505.75*3187**45115000*false*11.5281***0.53*0.03*-17.94*24.04*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 1 2011*2011-01-01*2011-06-30*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.87**4003667.26*3283**56245000*false*14.0484***1.04*0.05*-1.32*18.12*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 1 2011*2011-01-01*2011-03-31*2572*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.04*0.71**3956893.8*3254**56330000*false*14.2358***0.52*0.02*10.09*23.74*0.54*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 3 2012*2012-07-01*2012-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Muy elevado*0.23*0.24**3217229.16*2659**35005000*false*10.8804*0.53*0.0*0.53*0.03*10.35*26.49*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 1 2012*2012-01-01*2012-06-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Muy elevado*0.24*0.45**3325062.79*2728**32786000*false*9.8602*1.04*0.0*1.04*0.05*-12.3*28.53*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 1 2012*2012-01-01*2012-03-31*2572*bsinversion@bancsabadell.com*BBB- (Standard & Poor's)*Muy elevado*0.0*0.45**3495177.56*2877**39295000*false*11.2425*0.52*0.0*0.52*0.02*-3.89*26.32*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2011*2011-07-01*2011-12-31*2572*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Muy elevado*0.06*1.18**3815765.87*3080**44636000*false*11.6978*1.06*0.0*1.06*0.05*1.47*26.5*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 3 2013*2013-07-01*2013-09-30*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.3*0.16**2960528.44*2488**42614000*false*14.3941*0.53*0.0*0.53*0.03*19.41*17.1*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Semester 1 2013*2013-01-01*2013-06-30*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.76*0.14**3003622.67*2489**36207000*false*12.0546*1.04*0.0*1.04*0.05*1.14*21.36*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 1 2013*2013-01-01*2013-03-31*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.26*0.11**3111246.81*2533**37084000*false*11.9192*0.52*0.0*0.52*0.02*-0.2*23.91*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL BS ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2012*2012-07-01*2012-12-31*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.54*0.21**3095176.32*2567**36965000*false*11.9428*1.06*0.0*1.06*0.05*9.77*23.64*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2014*2014-07-01*2014-12-31*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.28*0.05**6493749.54*4958**103507000*false*15.9395*1.06*0.0*1.06*0.05*-4.7*17.21*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 3 2014*2014-07-01*2014-09-30*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*6, en una escala del 1 al 7*0.26*0.09**7829956.09*5463**130958000*false*16.7252*0.53*0.0*0.53*0.03*-2.34*14.31*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Semester 1 2014*2014-01-01*2014-06-30*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*6, en una escala del 1 al 7*1.19*0.26**8347268.28*14221**142956000*false*17.1261*1.04*0.0*1.04*0.05*-0.49*14.84*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 1 2014*2014-01-01*2014-03-31*2572*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.02*0.24**6090528.1*4539**104821000*false*17.2106*0.52*0.0*0.52*0.02*7.19*15.99*0.54*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - BASE*83173864*Trimester 3 2015*2015-07-01*2015-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**4197003.85*4132*[]*65620000*false*15.635*0.53*0.0*0.53*0.03*-9.91*22.69*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - PLUS*83173864*Trimester 3 2015*2015-07-01*2015-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**1105261.35*97*[]*17319000*false*15.6692*0.4*0.0*0.4*0.03*-9.8*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-83173864_da"" decimals=""2"" unitref=""pure"">22.69</iic-com-fon:volatilidadvalorliquidativo>]"*0.43*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - PREMIER*83173864*Trimester 3 2015*2015-07-01*2015-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**0.0*0*[]*0*false*15.711*0.0*0.0*0.0*0.0*-9.66*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-83173864_da"" decimals=""2"" unitref=""pure"">22.69</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - CARTERA*83173864*Trimester 3 2015*2015-07-01*2015-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**336.86*1*[]*5000*false*15.6529*0.06*0.0*0.06*0.0*-9.85*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-83173864_da"" decimals=""2"" unitref=""pure"">22.69</iic-com-fon:volatilidadvalorliquidativo>]"*0.07*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - BASE*83173864*Semester 1 2015*2015-01-01*2015-06-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.01**4350077.59*4224*[]*75495000*false*17.3549*1.04*0.0*1.04*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - PLUS*83173864*Semester 1 2015*2015-01-01*2015-06-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.01**1004498.2*87*[]*17449000*false*17.371*0.3*0.0*0.3*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - PREMIER*83173864*Semester 1 2015*2015-01-01*2015-06-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.01**0.0*0*[]*0*false*17.391*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - CARTERA*83173864*Semester 1 2015*2015-01-01*2015-06-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.01**0.0*0*[]*0*false*17.3639*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Trimester 1 2015*2015-01-01*2015-03-31*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.32*0.02**5519995.89*4398**102936000*false*18.6478*0.52*0.0*0.52*0.02*16.99*17.54*0.55*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, F.I.*83173864*Semester 2 2014*2014-07-01*2014-12-31*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.28*0.05**6493749.54*4958**103507000*false*15.9395*1.06*0.0*1.06*0.05*-4.7*17.21*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - BASE*83173864*Trimester 3 2016*2016-07-01*2016-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**3724098.04*3797*[]*55469000*false*14.8947*0.53*0.0*0.53*0.03*9.8*26.28*0.56*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - PLUS*83173864*Trimester 3 2016*2016-07-01*2016-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**896805.56*81*[]*13454000*false*15.0023*0.4*0.0*0.4*0.03*9.94*26.28*0.43*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ESPAÑA DIVIDENDO, FI*SABADELL ESPAÑA DIVIDENDO, FI - PREMIER*83173864*Trimester 3 2016*2016-07-01*2016-09-30*2572*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**58511.65*1*[]*885000*false*15.1327*0.25*0.0*0.25*0.03*10.1*26.28*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
