fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 2 2011*2011-07-01*2011-12-31*4373*gestora@renta4.es*NA*Alto*0.11*1.09**95762.57245*21*0.0*959482*false*10.0194*0.5*0.0*0.5*0.05*3.33*13.28*0.28*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 3 2011*2011-07-01*2011-09-30*4373*gestora@renta4.es*NA*Alto*0.71*1.09**90662.187187*7*0.0*879114*false*9.6966***0.24*0.03*-2.91*13.02*0.3*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 1 2011*2011-01-01*2011-06-30*4373*gestora@renta4.es*NA*Alto*0.0*0.48**36004.635546*3*0.0*359580*false*9.9871***0.08*0.01*0.0*0.29*0.26*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 2 2012*2012-07-01*2012-12-31*4373*gestora@renta4.es*NA*Alto*0.28*0.31**265611.352517*159*0.0*3008807*false*11.3279*0.5*0.0*0.5*0.05*3.93*5.3*0.39*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 3 2012*2012-07-01*2012-09-30*4373*gestora@renta4.es*NA*Alto*0.17*0.12**217235.378792*137*0.0*2367699*false*10.8992*0.25*0.0*0.25*0.03*4.76*7.42*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 1 2012*2012-01-01*2012-06-30*4373*gestora@renta4.es*NA*Alto*0.68*0.24**159909.815034*114*0.0*1663726*false*10.4042*0.5*0.0*0.5*0.05*-1.74*8.63*0.32*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 1 2012*2012-01-01*2012-03-31*4373*gestora@renta4.es*NA*Alto*0.36*0.24**138142.676806*45*0.0*1462679*false*10.5882*0.25*0.0*0.25*0.02*5.68*6.04*0.35*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 2 2013*2013-07-01*2013-12-31*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.37**653567.151521*845*0.0*8390213*false*12.8376*0.57*0.52*1.09*0.05*4.48*5.17*0.35*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 3 2013*2013-07-01*2013-09-30*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.33**413177.039821*282*0.0*5076624*false*12.2868*0.27*0.08*0.35*0.03*2.89*7.04*0.32*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 1 2013*2013-01-01*2013-06-30*4373*gestora@renta4.es*NA*5, de una escala del 1 al 7*0.46*0.38**343490.702108*230*0.0*4101944*false*11.9419*0.5*0.0*0.5*0.05*1.27*8.69*0.31*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 1 2013*2013-01-01*2013-03-31*4373*gestora@renta4.es*NA*5, de una escala del 1 al 7*0.33*0.37**325920.988128*213*0.0*3843216*false*11.7919*0.25*0.0*0.25*0.02*4.1*6.16*0.31*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 2 2014*2014-07-01*2014-12-31*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.05**2268733.895633*2517*0.0*30804459*false*13.5778*0.6*-0.05*0.55*0.06*-0.96*9.42*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 3 2014*2014-07-01*2014-09-30*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.05*0.06**1635979.564468*2027*0.0*22428802*false*13.7097*0.3*0.06*0.36*0.03*0.9*4.49*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 1 2014*2014-01-01*2014-06-30*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.12*0.38**942433.910622*1239*0.0*12805098*false*13.5873*0.59*0.51*1.1*0.05*4.23*4.57*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 1 2014*2014-01-01*2014-03-31*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.37**841057.111441*1099*0.0*10963539*false*13.0354*0.29*0.14*0.43*0.02*1.54*7.77*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Semester 2 2015*2015-07-01*2015-12-31*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.18*0.03**2981382.730096*3280*0.0*42126280*false*14.1298*0.6*-0.19*0.41*0.05*6.35*14.18*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
RENTA 4 WERTEFINDER, FI*RENTA 4 WERTEFINDER, FI*86236346*Trimester 3 2015*2015-07-01*2015-09-30*4373*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.03**3575840.117704*4432*0.0*47511181*false*13.2867*0.3*-0.17*0.13*0.03*-7.98*17.21*0.33*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0173323009
