fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 2 2009*2009-07-01*2009-12-31*4165*clientes@mutuactivos.com*AAA*Alto*0.0*0.14**1186831.02*294*0.0*119724187*false*100.8772***0.19*0.02*0.66*1.62*0.17*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 3 2009*2009-07-01*2009-09-30*4165*clientes@mutuactivos.com*AAA*Alto*0.0*0.04**798756.55*22*0.0*80041841*false*100.2081***0.01*0.0****MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 2 2010*2010-07-01*2010-12-31*4165*clientes@mutuactivos.com*AAA*Alto*0.02*0.44**1186277.23*289*0.0*122544341*false*103.3016***0.3*0.03*-2.31*3.08*0.17*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 3 2010*2010-07-01*2010-09-30*4165*clientes@mutuactivos.com*AAA*Alto*0.02*0.37**1186703.95*292*0.0*125481002*false*105.7391***0.15*0.01*4.81*1.89*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 1 2010*2010-01-01*2010-06-30*4165*clientes@mutuactivos.com*AAA*Alto*0.03*0.26**1186724.22*292*0.0*119725068*false*100.887***0.3*0.03*-3.57*6.25*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 1 2010*2010-01-01*2010-03-31*4165*clientes@mutuactivos.com*AAA*Alto*0.02*0.24**1186831.02*294*0.0*124167992*false*104.6215***0.15*0.01*3.71*2.6*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 3 2011*2011-07-01*2011-09-30*4165*clientes@mutuactivos.com*AAA*Alto*0.01*0.91**1185580.69*286*0.0*115911199*false*97.7671***0.15*0.01*-7.62*6.49*0.17*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 1 2011*2011-01-01*2011-06-30*4165*clientes@mutuactivos.com*AAA*Alto*0.11*0.73**1185729.51*287*0.0*125499533*false*105.8416***0.3*0.03*0.38*1.46*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 1 2011*2011-01-01*2011-03-31*4165*clientes@mutuactivos.com*AAA*Alto*0.07*0.51**1184293.93*287*0.0*124868934*false*105.4375***0.15*0.01*2.07*1.68*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 2 2010*2010-07-01*2010-12-31*4165*clientes@mutuactivos.com*AAA*Alto*0.02*0.44**1186277.23*289*0.0*122544341*false*103.3016***0.3*0.03*-2.31*3.08*0.17*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 2 2012*2012-07-01*2012-12-31*4165*clientes@mutuactivos.com*A1+*4 en una escala del 1 al 7.*0.26*0.09**1133921.48*260*0.0*128115812*false*112.9847*0.3**0.3*0.02*4.3*1.57*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 3 2012*2012-07-01*2012-09-30*4165*clientes@mutuactivos.com*AA-*Alto*0.09*0.11**1184622.15*285*0.0*128322960*false*108.324*0.15**0.15*0.01*4.27*2.66*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 1 2012*2012-01-01*2012-06-30*4165*clientes@mutuactivos.com*AA-*Alto*0.19*0.26**1184628.11*283*0.0*123070858*false*103.8899*0.3**0.3*0.02*-2.77*3.17*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 1 2012*2012-01-01*2012-03-31*4165*clientes@mutuactivos.com*AA-*Alto*0.12*0.25**1184836.46*285*0.0*126593649*false*106.8448*0.15**0.15*0.01*8.57*3.05*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 2 2013*2013-07-01*2013-12-31*4165*clientes@mutuactivos.com*A+*4 en una escala del 1 al 7.*0.17*0.07**864816.86*208*0.0*102206344*false*118.1826*0.3**0.3*0.02*1.02*0.34*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 3 2013*2013-07-01*2013-09-30*4165*clientes@mutuactivos.com*A+*4 en una escala del 1 al 7.*0.0*0.05**1076770.31*236*0.0*125975217*false*116.9936*0.15**0.15*0.01*1.32*0.51*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Semester 1 2013*2013-01-01*2013-06-30*4165*clientes@mutuactivos.com*A1+*4 en una escala del 1 al 7.*0.11*0.04**1077429.15*241*0.0*124404518*false*115.4642*0.3**0.3*0.02*0.79*1.07*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*MUTUAFONDO BONOS FINANCIEROSFI*85786119*Trimester 1 2013*2013-01-01*2013-03-31*4165*clientes@mutuactivos.com*A1+*4 en una escala del 1 al 7.*0.05*0.02**1082670.59*257*0.0*124027096*false*114.5566*0.15**0.15*0.01*1.39*1.17*0.16*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Semester 2 2014*2014-07-01*2014-12-31*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.03*0.0**1812452.69*1404*0.0*227398977*false*125.4648*0.13*0.21*0.34*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Semester 2 2014*2014-07-01*2014-12-31*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.03*0.0**1963.49*6*0.0*246170*false*125.3737*0.45*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22014_V-85786119_da"" decimals=""2"" unitref=""pure"">0.21</iic-com:comisiongestioncobradaresultados>]"*0.45*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 3 2014*2014-07-01*2014-09-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.0**1726478.15*1242*0.0*213448238*false*123.6322*0.06*0.08*0.14*0.01*0.91*1.73*0.08*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 3 2014*2014-07-01*2014-09-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.0**1268.09*3*0.0*156713*false*123.582*0.22*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32014_V-85786119_da"" decimals=""2"" unitref=""pure"">0.08</iic-com:comisiongestioncobradaresultados>]"*0.22*0.0*0.83*1.9*0.24*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Semester 1 2014*2014-01-01*2014-06-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.14**1213783.94*998*0.0*148713658*false*122.5207*0.17*0.21*0.38*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Semester 1 2014*2014-01-01*2014-06-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.14**25.03*1*0.0*3068*false*122.5688*0.22*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12014_V-85786119_da"" decimals=""2"" unitref=""pure"">0.21</iic-com:comisiongestioncobradaresultados>]"*0.22*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 1 2014*2014-01-01*2014-03-31*4165*clientes@mutuactivos.com*A+*4 en una escala del 1 al 7.*0.0*0.13**823807.07*261*0.0*98605197*false*119.6945*0.12*0.03*0.15*0.01*[]*[]*0.13*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 1 2014*2014-01-01*2014-03-31*4165*clientes@mutuactivos.com*A+*4 en una escala del 1 al 7.*0.0*0.13**0.0*0*0.0*0*false*0.0*0.0*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12014_V-85786119_da"" decimals=""2"" unitref=""pure"">0.03</iic-com:comisiongestioncobradaresultados>]"*0.0*0.0*[]*[]*"[<iic-com:ratiototalgastos contextref=""FIM_T12014_V-85786119_da"" decimals=""2"" unitref=""pure"">0.13</iic-com:ratiototalgastos>]"*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 3 2015*2015-07-01*2015-09-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.0**2258464.63*755*0.0*284122402*false*125.8033*0.06*-0.07*-0.01*0.01*-0.89*2.77*0.08*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 3 2015*2015-07-01*2015-09-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.0**4818.8*142*0.0*603078*false*125.1511*0.23*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32015_V-85786119_da"" decimals=""2"" unitref=""pure"">-0.07</iic-com:comisiongestioncobradaresultados>]"*0.23*0.01*-1.11*2.99*0.24*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Semester 1 2015*2015-01-01*2015-06-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.06*0.0**2230257.57*1814*0.0*283085769*false*126.9296*0.12*0.07*0.19*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Semester 1 2015*2015-01-01*2015-06-30*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.06*0.0**4529.26*137*0.0*573214*false*126.558*0.45*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12015_V-85786119_da"" decimals=""2"" unitref=""pure"">0.07</iic-com:comisiongestioncobradaresultados>]"*0.45*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*A*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 1 2015*2015-01-01*2015-03-31*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.0**2183093.89*1762*0.0*281938953*false*129.1465*0.06*0.25*0.31*0.01*2.93*1.68*0.08*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO BONOS FINANCIEROS, FI*"*D*MUTUAF. BONOS FINANCIEROSFI"*85786119*Trimester 1 2015*2015-01-01*2015-03-31*4165*clientes@mutuactivos.com*A+*4, en una escala del 1 al 7.*0.0*0.0**4665.93*133*0.0*602742*false*129.1794*0.22*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12015_V-85786119_da"" decimals=""2"" unitref=""pure"">0.25</iic-com:comisiongestioncobradaresultados>]"*0.22*0.0*3.04*1.86*0.23*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
