fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2009 S2*2009-07-01*2009-12-31*Intermedio Bajo*0.0*0.31**9127555.48*3488*0.0*90346370*false*9.8982***0.5*0.05*0.77*2.42*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2009 T3*2009-07-01*2009-09-30*Bajo*0.0*0.3**6711773.46*3109*0.0*66205692*false*9.8226***0.25*0.03****False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2009 S1*2009-01-01*2009-06-30*Bajo*0.0*1.05**5409114.99*2850*0.0*51975104*false*9.6088***0.5*0.05*1.96*0.03*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2010 S2*2010-07-01*2010-12-31*MEDIO*0.0*0.48**7919908.95*3338*0.0*78896549*false*9.9618***0.51*0.05*-1.9*1.8*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2010 T3*2010-07-01*2010-09-30*MEDIO*0.01*0.4**11152943.11*3913*0.0*113250330*false*10.1543***0.25*0.03*0.86*1.91*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2010 S1*2010-01-01*2010-06-30*MEDIO*0.0*0.29**11655149.5*3952*0.0*117344045*false*10.068***0.5*0.05*-0.29*1.88*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2010 T1*2010-01-01*2010-03-31*MEDIO*0.0*0.29**10640907.53*3818*0.0*107444436*false*10.0973***0.25*0.03*2.01*2.08*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2011 T3*2011-07-01*2011-09-30*MEDIO-BAJO*0.0*0.92**4282246.8*2337*0.0*43865623*false*10.2436***0.25*0.03*2.01*2.38*0.29*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2011 S1*2011-01-01*2011-06-30*MEDIO-BAJO*0.0*0.81**4595433.67*2460*0.0*46144128*false*10.0413***0.5*0.05*0.73*1.09*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*RENTMADRID 2*2011 T1*2011-01-01*2011-03-31*MEDIO-BAJO*0.0*0.62**5244068.26*2672*0.0*52276543*false*9.9687***0.25*0.03*0.07*1.36*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2012 T3*2012-07-01*2012-09-30*Medio Bajo*0.0*0.09**3232674.61*1897*0.0*34500073*false*10.6723*0.25*0.0*0.25*0.03*2.19*1.91*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2012 S1*2012-01-01*2012-06-30*MEDIO-BAJO*0.0*0.31**3451433.98*2005*0.0*36046431*false*10.4439*0.5*0.0*0.5*0.05*-0.99*1.96*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2012 T1*2012-01-01*2012-03-31*MEDIO-BAJO*0.0*0.32**3851055.78*2191*0.0*40620936*false*10.548*0.25*0.0*0.25*0.02*2.79*1.79*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2011 S2*2011-07-01*2011-12-31*MEDIO-BAJO*0.0*0.84**4134461.26*2262*0.0*42427842*false*10.262*0.5*0.0*0.5*0.05*0.18*1.8*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2013 S2*2013-07-01*2013-12-31*3, en una escala del 1 al 7*0.0*0.01**3063057.99*1736*0.0*34056304*false*11.1184*0.5*0.0*0.5*0.05*0.52*1.65*0.29*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2013 T3*2013-07-01*2013-09-30*Medio Bajo*0.0*0.01**3029717.5*1719*0.0*33511402*false*11.0609*0.25*0.0*0.25*0.03*0.99*1.67*0.29*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2013 S1*2013-01-01*2013-06-30*Medio Bajo*0.1*0.01**3160521.13*1768*0.0*34616240*false*10.9527*0.5*0.0*0.5*0.05*-0.7*1.92*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2013 T1*2013-01-01*2013-03-31*Medio Bajo*0.11*0.01**3197540.56*1824*0.0*35266954*false*11.0294*0.25*0.0*0.25*0.02*1.35*1.83*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2014 S2*2014-07-01*2014-12-31*3, en una escala del 1 al 7*0.0*0.04**5073999.79*2394*0.0*58841146*false*11.5966*0.5*0.0*0.5*0.05*0.47*0.98*0.27*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2014 T3*2014-07-01*2014-09-30*3, en una escala del 1 al 7*0.0*0.06**4584027.32*2226*0.0*52912052*false*11.5427*0.25*0.0*0.25*0.03*0.75*1.05*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2014 T1*2014-01-01*2014-03-31*3, en una escala del 1 al 7*0.0*0.01**3566509.93*1873*0.0*40389655*false*11.3247*0.25*0.0*0.25*0.02*1.86*1.5*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.0*0.0**3695831.16*2083*0.0*42320593*false*11.4509*0.25*0.0*0.25*0.03***0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2015 S1*2015-01-01*2015-06-30*3, en una escala del 1 al 7*0.0*0.0**4197160.38*2251*0.0*48034822*false*11.4446*0.5*0.0*0.5*0.05*-2.76*1.54*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2015 T1*2015-01-01*2015-03-31*3, en una escala del 1 al 7*0.0*0.01**6647383.4*2806*0.0*78238373*false*11.7698*0.25*0.0*0.25*0.02*1.49*1.13*0.27*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2016 T3*2016-07-01*2016-09-30*3, en una escala del 1 al 7*0.02*0.0**3669021.21*2126*0.0*42503776*false*11.5845*0.25*0.0*0.25*0.03*0.23*0.96*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2016 S1*2016-01-01*2016-06-30*3, en una escala del 1 al 7*0.21*0.0**3489502.59*2066*0.0*40331671*false*11.558*0.5*0.0*0.5*0.05*0.29*1.06*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2016 T1*2016-01-01*2016-03-31*3, en una escala del 1 al 7*0.05*0.0**3280036.06*2014*0.0*37802088*false*11.5249*0.25*0.0*0.25*0.02*0.23*1.51*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2015 S2*2015-07-01*2015-12-31*3, en una escala del 1 al 7*0.0*0.0**3428995.33*2076*0.0*39427274*false*11.4982*0.5*0.0*0.5*0.05*0.41*1.65*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2017 T3*2017-07-01*2017-09-30*3, en una escala del 1 al 7*0.0*0.0**2437031.53*1725*0.0*27974929*false*11.4791*0.25*0.0*0.25*0.03*0.09*0.74*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2017 S1*2017-01-01*2017-06-30*3, en una escala del 1 al 7*0.0*0.0**2601531.62*1770*0.0*29836186*false*11.4687*0.5*0.0*0.5*0.05*-0.09*0.74*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2017 T1*2017-01-01*2017-03-31*3, en una escala del 1 al 7*0.0*0.0**2721468.02*1843*0.0*31240276*false*11.4792*0.25*0.0*0.25*0.02*-0.29*0.78*0.27*False
BANKIA BONOS DURACION FLEXIBLE, FI*BANKIA BONOS DUR. FLEXIBLE*2016 S2*2016-07-01*2016-12-31*3, en una escala del 1 al 7*0.0*0.0**3328112.79*2041*0.0*38313234*false*11.512*0.5*0.0*0.5*0.05*-0.63*0.83*0.28*False
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2018 T3*2018-07-01*2018-09-30*3, en una escala del 1 al 7*0.06*0.0**1755793.71*1323*0.0*19751801*false*11.2495*0.25*0.0*0.25*0.03*-0.62*1.29*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2018 T3*2018-07-01*2018-09-30*3, en una escala del 1 al 7*0.06*0.0**1499.73*5*0.0*148026*false*98.7015*0.1*0.0*0.1*0.03*-0.46*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32018_V-81560559_da"" decimals=""2"" unitref=""pure"">1.29</iic-com-fon:volatilidadvalorliquidativo>]"*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.2*0.0**1870201.1*1378*0.0*21168993*false*11.3191*0.5*0.0*0.5*0.05*-1.09*1.26*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.2*0.0**1103.81*4*0.0*109457*false*99.1625*0.17*0.0*0.17*0.04*-0.94*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12018_V-81560559_daq"" decimals=""2"" unitref=""pure"">1.26</iic-com-fon:volatilidadvalorliquidativo>]"*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2018 T1*2018-01-01*2018-03-31*3, en una escala del 1 al 7*0.38*0.0**2097638.52*1550*0.0*24004956*false*11.4438*0.25*0.0*0.25*0.02*-0.02*0.61*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2018 T1*2018-01-01*2018-03-31*3, en una escala del 1 al 7*0.38*0.0**1103.81*4*0.0*110497*false*100.1051*0.1*0.0*0.1*0.02*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-81560559_da"" decimals=""2"" unitref=""pure"">-0.02</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-81560559_da"" decimals=""2"" unitref=""pure"">0.61</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12018_V-81560559_da"" decimals=""2"" unitref=""pure"">0.28</iic-com:ratiototalgastos>]"*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2017 S2*2017-07-01*2017-12-31*3, en una escala del 1 al 7*0.0*0.0**2318560.59*1685*0.0*26538940*false*11.4463*0.5*0.0*0.5*0.05*-0.29*0.66*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2017 S2*2017-07-01*2017-12-31*3, en una escala del 1 al 7*0.0*0.0**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S22017_V-81560559_daq"" decimals=""2"" unitref=""pure"">-0.29</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S22017_V-81560559_daq"" decimals=""2"" unitref=""pure"">0.66</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_S22017_V-81560559_daq"" decimals=""2"" unitref=""pure"">0.28</iic-com:ratiototalgastos>]"*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2019 T3*2019-07-01*2019-09-30*2, en una escala del 1 al 7*0.2*0.0**2153689.43*1263*0.0*25070668*false*11.6408*0.25*0.0*0.25*0.03*0.85*1.95*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2019 T3*2019-07-01*2019-09-30*2, en una escala del 1 al 7*0.2*0.0**1704.2*4*0.0*175106*false*102.7494*0.1*0.0*0.1*0.03*1.01*1.95*0.12*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2019 S1*2019-01-01*2019-06-30*2, en una escala del 1 al 7*1.18*0.0**1746584.62*1224*0.0*20159604*false*11.5423*0.5*0.0*0.5*0.05*1.81*1.44*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2019 S1*2019-01-01*2019-06-30*2, en una escala del 1 al 7*1.18*0.0**2491.19*5*0.0*253419*false*101.7262*0.2*0.0*0.2*0.05*1.97*1.44*0.14*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2019 T1*2019-01-01*2019-03-31*3, en una escala del 1 al 7*0.76*0.0**1671188.22*1218*0.0*18945927*false*11.3368*0.25*0.0*0.25*0.02*1.05*0.86*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2019 T1*2019-01-01*2019-03-31*3, en una escala del 1 al 7*0.76*0.0**707.34*3*0.0*70569*false*99.7656*0.1*0.0*0.1*0.02*1.2*0.86*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2018 S2*2018-07-01*2018-12-31*3, en una escala del 1 al 7*0.32*0.0**1636832.52*1252*0.0*18364279*false*11.2194*0.5*0.0*0.5*0.05*-0.27*0.87*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2018 S2*2018-07-01*2018-12-31*3, en una escala del 1 al 7*0.32*0.0**1254.63*4*0.0*123690*false*98.5861*0.2*0.0*0.2*0.05*-0.12*0.87*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2020 S2*2020-07-01*2020-12-31*3, en una escala del 1 al 7*0.6*-0.31**2286631.49*1191*0.0*26785144*false*11.7138*0.5*0.0*0.5*0.05*1.31*1.13*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2020 S2*2020-07-01*2020-12-31*3, en una escala del 1 al 7*0.6*-0.31**9610.31*10*0.0*1001162*false*104.1758*0.2*0.0*0.2*0.05*1.46*1.13*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2020 T3*2020-07-01*2020-09-30*3, en una escala del 1 al 7*0.21*-0.2**2171380.41*1178*0.0*25105717*false*11.5621*0.25*0.0*0.25*0.03*1.52*1.3*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2020 T3*2020-07-01*2020-09-30*3, en una escala del 1 al 7*0.21*-0.2**4115.17*5*0.0*422512*false*102.6719*0.1*0.0*0.1*0.03*1.67*1.3*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2020 S1*2020-01-01*2020-06-30*2, en una escala del 1 al 7*0.4*-0.13**2225252.8*1200*0.0*25343627*false*11.3891*0.5*0.0*0.5*0.05*2.6*2.34*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2020 S1*2020-01-01*2020-06-30*2, en una escala del 1 al 7*0.4*-0.13**3144.79*4*0.0*317570*false*100.9828*0.2*0.0*0.2*0.05*2.75*2.34*0.13*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE UNIVERSAL, FI*2020 T1*2020-01-01*2020-03-31*2, en una escala del 1 al 7*0.1*-0.12**2278093.67*1218*0.0*25288207*false*11.1006*0.25*0.0*0.25*0.02*-3.87*4.4*0.28*True
BANKIA BONOS DURACION FLEXIBLE, FI*PT. BANKIA BONOS DURACION FLEXIBLE CARTERA, FI*2020 T1*2020-01-01*2020-03-31*2, en una escala del 1 al 7*0.1*-0.12**2339.05*4*0.0*229877*false*98.2779*0.1*0.0*0.1*0.02*-3.73*4.4*0.13*True
