fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 2 2009*2009-07-01*2009-12-31*3598*bsinversion@bancsabadell.com*A*Moderado*0.65*0.32**370432.4*219**3511000*false*9.4769***0.48*0.03*1.41*3.63*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 3 2009*2009-07-01*2009-09-30*3598*bsinversion@bancsabadell.com*A*Moderado*0.07*0.31**351084.08*228**3281000*false*9.3452***0.24*0.01*5.03*4.08*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 1 2009*2009-01-01*2009-06-30*3598*bsinversion@bancsabadell.com*A*Moderado*0.0*1.1**352040.95*119*0.0*3132000*false*8.8977***0.47*0.02*3.42*3.43*0.32*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 2 2010*2010-07-01*2010-12-31*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.23*0.55**401337.73*211**3863000*false*9.6262***0.47*0.03*0.38*4.42*0.21*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 3 2010*2010-07-01*2010-09-30*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.04*0.45**407028.22*211**3903000*false*9.59***0.23*0.01*2.29*4.41*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 1 2010*2010-01-01*2010-06-30*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.85*0.34**427465.91*213**4008000*false*9.3757***0.46*0.02*-3.11*4.21*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 1 2010*2010-01-01*2010-03-31*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.7*0.31**385865.34*216**3734000*false*9.6769***0.23*0.01*2.11*3.39*0.31*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 2 2011*2011-07-01*2011-12-31*3598*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Moderado*0.67*1.18**398382.06*204**3721000*false*9.3402*0.46*0.0*0.46*0.03*2.14*6.14*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 3 2011*2011-07-01*2011-09-30*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.32*1.13**406122.09*207**3714000*false*9.1441***0.23*0.01*-5.47*5.22*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 1 2011*2011-01-01*2011-06-30*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.78*0.82**408224.27*208**3949000*false*9.6728***0.46*0.02*0.45*3.46*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 1 2011*2011-01-01*2011-03-31*3598*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.62*0.63**395221.85*209**3806000*false*9.6295***0.23*0.01*0.03*4.41*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 3 2012*2012-07-01*2012-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.47*0.24**433146.51*205**4234000*false*9.7757*0.24*0.0*0.24*0.01*3.34*5.08*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 1 2012*2012-01-01*2012-06-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.94*0.38**433462.3*205**4100000*false*9.4595*0.45*0.0*0.45*0.02*-2.93*6.53*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 1 2012*2012-01-01*2012-03-31*3598*bsinversion@bancsabadell.com*BBB- (Standard & Poor's)*Moderado*0.34*0.38**419634.82*206**4089000*false*9.7448*0.22*0.0*0.22*0.01*4.33*6.27*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 2 2011*2011-07-01*2011-12-31*3598*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Moderado*0.67*1.18**398382.06*204**3721000*false*9.3402*0.46*0.0*0.46*0.03*2.14*6.14*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 2 2013*2013-07-01*2013-12-31*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.0*0.12**2039573.8*272**21890000*false*10.7325*0.47*0.0*0.47*0.02*1.54*3.09*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 3 2013*2013-07-01*2013-09-30*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.25*0.12**527857.43*198**5579000*false*10.5696*0.24*0.0*0.24*0.01*2.13*2.9*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 1 2013*2013-01-01*2013-06-30*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.62*0.08**528354.04*199**5468000*false*10.3493*0.47*0.0*0.47*0.02*0.7*3.13*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 1 2013*2013-01-01*2013-03-31*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.47*0.06**432442.78*199**4444000*false*10.2771*0.23*0.0*0.23*0.01*2.4*3.38*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, F.I.*64368533*Semester 2 2014*2014-07-01*2014-12-31*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.25*0.01**10006178.3*696**109456000*false*10.9388*0.47*0.0*0.47*0.03*-0.6*3.4*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 3 2014*2014-07-01*2014-09-30*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.03*0.03**9229434.6*645**101572000*false*11.0052*0.24*0.0*0.24*0.01*0.44*3.08*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Semester 1 2014*2014-01-01*2014-06-30*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.46*0.21**6966744.13*509**76337000*false*10.9574*0.46*0.0*0.46*0.02*0.44*2.93*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 PREMIER, F.I.*64368533*Trimester 1 2014*2014-01-01*2014-03-31*3598*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.0*0.18**4316481.81*373**47089000*false*10.9091*0.23*0.0*0.23*0.01*1.65*3.25*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - BASE*64368533*Trimester 3 2015*2015-07-01*2015-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.5*0.0**34381780.38*16326*[]*378262000*false*11.0018*0.42*0.0*0.42*0.01*-0.9*6.73*0.43*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - PLUS*64368533*Trimester 3 2015*2015-07-01*2015-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.5*0.0**13204105.39*890*[]*146025000*false*11.0591*0.24*0.0*0.24*0.01*-0.72*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">6.73</iic-com-fon:volatilidadvalorliquidativo>]"*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - PREMIER*64368533*Trimester 3 2015*2015-07-01*2015-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.5*0.0**2571055.14*17*[]*28482000*false*11.0781*0.17*0.0*0.17*0.01*-0.65*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">6.73</iic-com-fon:volatilidadvalorliquidativo>]"*0.19*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - CARTERA*64368533*Trimester 3 2015*2015-07-01*2015-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.5*0.0**11300.46*9*[]*125000*false*11.0995*0.3*0.0*0.3*0.01*"[<iic-com:rentabilidadiic contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">-.90</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">-.72</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">-.65</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">6.73</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">.43</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">.25</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32015_V-64368533_da"" decimals=""2"" unitref=""pure"">.19</iic-com:ratiototalgastos>]"*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - BASE*64368533*Semester 1 2015*2015-01-01*2015-06-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**35795694.57*16760*[]*397392000*false*11.1017*0.81*0.0*0.81*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - PLUS*64368533*Semester 1 2015*2015-01-01*2015-06-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**13302955.12*856*[]*148178000*false*11.1387*0.42*0.0*0.42*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - PREMIER*64368533*Semester 1 2015*2015-01-01*2015-06-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**1562831.91*10*[]*17427000*false*11.151*0.32*0.0*0.32*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 CLASE BASE*64368533*Trimester 1 2015*2015-01-01*2015-03-31*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**36384471.07*16825*[]*422648000*false*11.6162*0.4*0.0*0.4*0.01*[]*[]*0.41*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 CLASE PLUS*64368533*Trimester 1 2015*2015-01-01*2015-03-31*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**12612115.5*814*[]*146724000*false*11.6336*0.19*0.0*0.19*0.01*[]*[]*0.2*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25 CLASE PREMIER*64368533*Trimester 1 2015*2015-01-01*2015-03-31*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**1529732.76*10*[]*17805000*false*11.6393*0.15*0.0*0.15*0.01*[]*[]*0.16*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, F.I.*64368533*Semester 2 2014*2014-07-01*2014-12-31*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.25*0.01**10006178.3*696**109456000*false*10.9388*0.47*0.0*0.47*0.03*-0.6*3.4*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - BASE*64368533*Trimester 3 2016*2016-07-01*2016-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**28509993.72*14117*[]*320397000*false*11.2381*0.43*0.0*0.43*0.01*0.91*4.12*0.44*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - PLUS*64368533*Trimester 3 2016*2016-07-01*2016-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**12204785.36*819*[]*138901000*false*11.3808*0.24*0.0*0.24*0.01*1.1*4.12*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - PREMIER*64368533*Trimester 3 2016*2016-07-01*2016-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**2615354.53*19*[]*29890000*false*11.4286*0.18*0.0*0.18*0.01*1.17*4.12*0.19*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 25, FI*INVERSABADELL 25, FI - CARTERA*64368533*Trimester 3 2016*2016-07-01*2016-09-30*3598*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**0.0*0*[]*0*false*11.38*0.0*0.0*0.0*0.0*1.01*4.12*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
