fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*83085753*Semester 2 2009*2009-07-01*2009-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.9*0.09**65072.14*349*0.0*16576743*false*254.7441***2.16*0.02*9.83*12.73*1.1*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*83085753*Trimester 3 2009*2009-07-01*2009-09-30*2564*clientes@mutuactivos.com*AA*Alto*1.61*0.09**23864.85*313*0.0*5534863*false*231.9254***1.09*0.01*10.01*392.41*1.14*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*83085753*Semester 1 2009*2009-01-01*2009-06-30*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.85**15256.57*295*0.0*3216477*false*210.8257***0.5*0.02*24.77*20.89*0.3*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Semester 2 2010*2010-07-01*2010-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.26**98851.73*856*0.0*31949279*false*323.2*[]*[]*1.61*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Semester 2 2010*2010-07-01*2010-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.26**0.03*1*0.0*11*false*326.15*[]*[]*0.0*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Trimester 3 2010*2010-07-01*2010-09-30*2564*clientes@mutuactivos.com*AA*Alto*0.03*0.17**113430.6*583*0.0*33815868*false*298.12*[]*[]*0.16*0.01*7.39*11.11*0.83*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Trimester 3 2010*2010-07-01*2010-09-30*2564*clientes@mutuactivos.com*AA*Alto*0.03*0.17**0.03*1*0.0*10*false*298.33*[]*[]*0.0*0.0*0.8*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32010_V-83085753_da"" decimals=""2"" unitref=""pure"">0.83</iic-com:ratiototalgastos>]"*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Semester 1 2010*2010-01-01*2010-06-30*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.07**75434.49*468*0.0*20941729*false*277.61*[]*[]*0.88*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Semester 1 2010*2010-01-01*2010-06-30*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.07**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*83085753*Trimester 1 2010*2010-01-01*2010-03-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.09**68415.44*403*0.0*18798367*false*274.7679***0.83*0.01*7.86*14.84*0.85*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Trimester 3 2011*2011-07-01*2011-09-30*2564*clientes@mutuactivos.com*AA*Alto*0.05*0.72**40069.02*424*0.0*9867845*false*246.27*[]*[]*0.13*0.01*-17.42*24.16*0.13*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Trimester 3 2011*2011-07-01*2011-09-30*2564*clientes@mutuactivos.com*AA*Alto*0.05*0.72**74.21*3*0.0*18373*false*247.6*[]*[]*0.38*0.0*-17.63*24.16*0.38*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Semester 1 2011*2011-01-01*2011-06-30*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.6**63058.55*932*0.0*18806998*false*298.25*[]*[]*0.25*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Semester 1 2011*2011-01-01*2011-06-30*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.6**74.21*3*0.0*22307*false*300.61*[]*[]*0.71*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Trimester 1 2011*2011-01-01*2011-03-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.38**65598.53*878*0.0*20081102*false*306.12*[]*[]*0.12*0.0*-5.29*12.6*0.13*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Trimester 1 2011*2011-01-01*2011-03-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.38**0.03*1*0.0*10*false*309.58*[]*[]*0.0*0.0*-5.08*12.88*"[<iic-com:ratiototalgastos contextref=""FIM_T12011_V-83085753_da"" decimals=""2"" unitref=""pure"">0.13</iic-com:ratiototalgastos>]"*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Semester 2 2010*2010-07-01*2010-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.26**98851.73*856*0.0*31949279*false*323.2*[]*[]*1.61*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Semester 2 2010*2010-07-01*2010-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.0*0.26**0.03*1*0.0*11*false*326.15*[]*[]*0.0*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2012*2012-07-01*2012-09-30*2564*clientes@mutuactivos.com*A+*Alto*0.06*0.11**102587.23*822*0.0*30601072*false*298.29*0.12*0.0*0.12*0.0*6.32*11.54*0.45*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2012*2012-07-01*2012-09-30*2564*clientes@mutuactivos.com*A+*Alto*0.06*0.11**7.14*2*0.0*2123*false*297.34*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32012_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.38*0.0*6.05*11.53*0.7*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2012*2012-01-01*2012-06-30*2564*clientes@mutuactivos.com*A+*Alto*0.0*0.21**50240.9*437*0.0*14096140*false*280.57*0.25*0.0*0.25*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2012*2012-01-01*2012-06-30*2564*clientes@mutuactivos.com*A+*Alto*0.0*0.21**7.14*2*0.0*2001*false*280.38*0.75*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12012_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.75*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*-A- MUTUAFONDO B.EMERGENTES FI*83085753*Trimester 1 2012*2012-01-01*2012-03-31*2564*clientes@mutuactivos.com*A+*Alto*0.0*0.19**51323.99*443*0.0*14999276*false*292.25*0.12*0.0*0.12*0.0*9.96*12.02*0.4*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*-D- MUTUAFONDO B.EMERGENTES FI*83085753*Trimester 1 2012*2012-01-01*2012-03-31*2564*clientes@mutuactivos.com*A+*Alto*0.0*0.19**0.03*1*0.0*10*false*292.41*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12012_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.38*0.0*9.71*12.03*0.66*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*83085753*Semester 2 2011*2011-07-01*2011-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.05*0.63**38343.4*416*0.0*10190426*false*265.77*0.25*0.0*0.25*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*83085753*Semester 2 2011*2011-07-01*2011-12-31*2564*clientes@mutuactivos.com*AA*Alto*0.05*0.63**74.21*3*0.0*19778*false*266.53*0.76*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22011_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.76*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2013*2013-07-01*2013-09-30*2564*clientes@mutuactivos.com*A2*7,en una escala de 1 a 7.*0.0*0.03**88906.9*698*0.0*26761785*false*301.0091*0.13*[]*0.13*0.01*2.65*12.76*0.46*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2013*2013-07-01*2013-09-30*2564*clientes@mutuactivos.com*A2*7,en una escala de 1 a 7.*0.0*0.03**7.14*2*0.0*2121*false*297.0946*0.39*[]*0.39*0.01*2.38*12.76*0.72*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2013*2013-01-01*2013-06-30*2564*clientes@mutuactivos.com*A2*7 en una escala de 1 a 7.*0.17*0.03**92537.91*748*0.0*27136955*false*293.2523*0.25*0.0*0.25*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2013*2013-01-01*2013-06-30*2564*clientes@mutuactivos.com*A2*7 en una escala de 1 a 7.*0.17*0.03**7.14*2*0.0*2071*false*290.1757*0.73*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12013_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.73*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 1 2013*2013-01-01*2013-03-31*2564*clientes@mutuactivos.com*A2*7 en una escala de 1 a 7.*0.12*0.01**168122.9*872*0.0*53486748*false*318.1408*0.12*0.0*0.12*0.0*2.75*9.79*0.36*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 1 2013*2013-01-01*2013-03-31*2564*clientes@mutuactivos.com*A2*7 en una escala de 1 a 7.*0.12*0.01**7.14*2*0.0*2253*false*315.5777*0.36*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12013_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.36*0.0*2.51*9.79*0.59*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2012*2012-07-01*2012-09-30*2564*clientes@mutuactivos.com*A+*Alto*0.06*0.11**102587.23*822*0.0*30601072*false*298.29*0.12*0.0*0.12*0.0*6.32*11.54*0.45*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2012*2012-07-01*2012-09-30*2564*clientes@mutuactivos.com*A+*Alto*0.06*0.11**7.14*2*0.0*2123*false*297.34*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32012_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.38*0.0*6.05*11.53*0.7*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 2 2014*2014-07-01*2014-12-31*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.13*0.0**64409.21*987*0.0*20443055*false*317.3933*0.25*0.01*0.26*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 2 2014*2014-07-01*2014-12-31*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.13*0.0**17.18*2*0.0*5320*false*309.5987*0.76*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22014_V-83085753_da"" decimals=""2"" unitref=""pure"">0.01</iic-com:comisiongestioncobradaresultados>]"*0.76*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2014*2014-07-01*2014-09-30*2564*clientes@mutuactivos.com*A2*6, en una escala de 1 a 7.*0.05*0.01**68931.16*950*0.0*22460713*false*325.8427*0.13*0.24*0.37*0.01*2.92*8.31*0.43*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2014*2014-07-01*2014-09-30*2564*clientes@mutuactivos.com*A2*6, en una escala de 1 a 7.*0.05*0.01**20.44*3*0.0*6528*false*319.4343*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32014_V-83085753_da"" decimals=""2"" unitref=""pure"">0.24</iic-com:comisiongestioncobradaresultados>]"*0.38*0.0*2.92*9.07*0.68*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2014*2014-01-01*2014-06-30*2564*clientes@mutuactivos.com*A2*6,en una escala de 1 a 7.*0.29*0.04**65749.22*833*0.0*20816517*false*316.6048*0.25*0.05*0.3*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2014*2014-01-01*2014-06-30*2564*clientes@mutuactivos.com*A2*6,en una escala de 1 a 7.*0.29*0.04**17.18*2*0.0*5333*false*310.3681*0.75*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12014_V-83085753_da"" decimals=""2"" unitref=""pure"">0.05</iic-com:comisiongestioncobradaresultados>]"*0.75*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 1 2014*2014-01-01*2014-03-31*2564*clientes@mutuactivos.com*A2*7,en una escala de 1 a 7.*0.13*0.07**57175.32*262*0.0*17232126*false*301.391*0.12*0.0*0.12*0.01*-3.41*11.56*0.48*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 1 2014*2014-01-01*2014-03-31*2564*clientes@mutuactivos.com*A2*7,en una escala de 1 a 7.*0.13*0.07**7.14*2*0.0*2113*false*296.0649*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12014_V-83085753_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.38*0.05*-3.65*11.57*0.77*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 2 2015*2015-07-01*2015-12-31*2564*clientes@mutuactivos.com*A-*6, en una escala de 1 a 7.*0.21*0.0**65688.42*259*0.0*20096341*false*305.9343*0.25*-0.75*-0.5*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 2 2015*2015-07-01*2015-12-31*2564*clientes@mutuactivos.com*A-*6, en una escala de 1 a 7.*0.21*0.0**27.27*3*0.0*8065*false*295.6996*0.76*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22015_V-83085753_da"" decimals=""2"" unitref=""pure"">-0.75</iic-com:comisiongestioncobradaresultados>]"*0.76*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2015*2015-07-01*2015-09-30*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.01*0.0**65567.67*244*0.0*19061221*false*290.7107*0.13*-0.76*-0.63*0.01*-16.57*24.85*0.41*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 3 2015*2015-07-01*2015-09-30*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.01*0.0**27.27*3*0.0*7682*false*281.6812*0.38*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32015_V-83085753_da"" decimals=""2"" unitref=""pure"">-0.76</iic-com:comisiongestioncobradaresultados>]"*0.38*0.0*-17.38*25.46*0.65*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2015*2015-01-01*2015-06-30*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.0*0.0**70557.92*1107*0.0*24587280*false*348.4694*0.25*0.65*0.9*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*83085753*Semester 1 2015*2015-01-01*2015-06-30*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.0*0.0**27.85*4*0.0*9494*false*340.9488*0.74*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12015_V-83085753_da"" decimals=""2"" unitref=""pure"">0.65</iic-com:comisiongestioncobradaresultados>]"*0.74*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*83085753*Trimester 1 2015*2015-01-01*2015-03-31*2564*clientes@mutuactivos.com*BBB+*6, en una escala de 1 a 7.*0.2*0.0**71960.28*1043*0.0*25154237*false*349.5573*0.12*0.85*0.97*0.0*10.13*12.29*0.42*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
