fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2009*2009-07-01*2009-12-31*3426*bsinversion@bancsabadell.com*A*Muy elevado*0.0*0.3**1911199.63*4447**17960000*false*9.3971***1.13*0.05*6.15*29.75*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 3 2009*2009-07-01*2009-09-30*3426*bsinversion@bancsabadell.com*A*Muy elevado*0.0*0.29**1135531.23*3030**10053000*false*8.8528***0.57*0.03*12.01*45.58*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 1 2009*2009-01-01*2009-06-30*3426*bsinversion@bancsabadell.com*A*Muy elevado*0.0*0.88**1001230.26*2925*0.0*7913000*false*7.9036***1.11*0.05*26.52*33.31*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2010*2010-07-01*2010-12-31*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.53**3734437.37*4958**42132000*false*11.2821***1.13*0.05*9.63*16.85*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 3 2010*2010-07-01*2010-09-30*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.45**3520697.9*4902**36231000*false*10.291***0.57*0.03*2.16*17.83*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 1 2010*2010-01-01*2010-06-30*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.32**3275113.41*4922**32992000*false*10.0737***1.11*0.05*1.93*19.18*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 1 2010*2010-01-01*2010-03-31*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.29**3208959.2*4847**31715000*false*9.8833***0.55*0.02*5.18*23.03*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2011*2011-07-01*2011-12-31*3426*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Muy elevado*0.0*1.19**2195390.65*3874**20244000*false*9.2213*1.14*0.0*1.14*0.05*9.44*22.23*0.61*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 3 2011*2011-07-01*2011-09-30*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.01*1.15**2317296.35*4127**19525000*false*8.4259***0.57*0.03*-15.07*18.84*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 1 2011*2011-01-01*2011-06-30*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.9**2383713.7*4067**23648000*false*9.9208***1.12*0.05*-6.21*14.92*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 1 2011*2011-01-01*2011-03-31*3426*bsinversion@bancsabadell.com*A (Standard & Poor's)*Muy elevado*0.0*0.6**2665577.23*4344**28194000*false*10.5772***0.56*0.02*-6.25*16.77*0.58*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 3 2012*2012-07-01*2012-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Muy elevado*0.74*0.24**1924553.72*3210**19468000*false*10.1158*0.57*0.0*0.57*0.03*4.93*19.07*0.61*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 1 2012*2012-01-01*2012-06-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Muy elevado*0.0*0.39**2355341.16*3377**22706000*false*9.6401*1.12*0.0*1.12*0.05*-3.41*22.51*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 1 2012*2012-01-01*2012-03-31*3426*bsinversion@bancsabadell.com*BBB- (Standard & Poor's)*Muy elevado*0.0*0.38**2066051.16*3594**20620000*false*9.9802*0.56*0.0*0.56*0.02*8.23*22.24*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2011*2011-07-01*2011-12-31*3426*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Muy elevado*0.0*1.19**2195390.65*3874**20244000*false*9.2213*1.14*0.0*1.14*0.05*9.44*22.23*0.61*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2013*2013-07-01*2013-12-31*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.25*0.17**918073.54*890**8579000*false*9.3446*1.14*0.0*1.14*0.05*1.36*13.14*0.63*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 3 2013*2013-07-01*2013-09-30*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.31*0.15**1445270.6*4061**13325000*false*9.2196*0.57*0.0*0.57*0.03*-1.82*13.0*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 1 2013*2013-01-01*2013-06-30*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.18*0.14**1475978.1*3082**13861000*false*9.3908*1.12*0.0*1.12*0.05*-10.91*12.91*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL BS ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 1 2013*2013-01-01*2013-03-31*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.0*0.1**2061166.23*3351**21725000*false*10.5402*0.55*0.0*0.55*0.02*-1.22*13.08*0.58*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2014*2014-07-01*2014-12-31*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.06**1996482.83*4461**21595000*false*10.8167*1.13*0.0*1.13*0.05*5.65*11.43*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 3 2014*2014-07-01*2014-09-30*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.08**1958445.64*4270**20051000*false*10.2385*0.57*0.0*0.57*0.03*6.13*10.08*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 1 2014*2014-01-01*2014-06-30*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.25**1995489.59*3965**19251000*false*9.6471*1.11*0.0*1.11*0.05*4.39*11.03*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 1 2014*2014-01-01*2014-03-31*3426*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Muy elevado*0.0*0.24**1727180.73*716**15961000*false*9.241*0.55*0.0*0.55*0.02*-1.11*12.78*0.59*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - BASE*64166242*Trimester 3 2015*2015-07-01*2015-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.0**652532.17*888*[]*6379000*false*9.7763*0.57*0.0*0.57*0.03*-16.26*26.78*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - PLUS*64166242*Trimester 3 2015*2015-07-01*2015-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.0**208672.88*67*[]*2045000*false*9.8018*0.42*0.0*0.42*0.03*-16.12*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64166242_da"" decimals=""2"" unitref=""pure"">26.78</iic-com-fon:volatilidadvalorliquidativo>]"*0.46*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - PREMIER*64166242*Trimester 3 2015*2015-07-01*2015-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.0**3357510.11*7*[]*32986000*false*9.8244*0.28*0.0*0.28*0.03*-16.0*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64166242_da"" decimals=""2"" unitref=""pure"">26.78</iic-com-fon:volatilidadvalorliquidativo>]"*0.33*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - CARTERA*64166242*Trimester 3 2015*2015-07-01*2015-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.0**2535273.68*14120*[]*24819000*false*9.7897*0.49*0.0*0.49*0.03*-16.18*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64166242_da"" decimals=""2"" unitref=""pure"">26.78</iic-com-fon:volatilidadvalorliquidativo>]"*0.54*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - BASE*64166242*Semester 1 2015*2015-01-01*2015-06-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.01**781574.07*988*[]*9124000*false*11.674*1.12*0.0*1.12*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - PLUS*64166242*Semester 1 2015*2015-01-01*2015-06-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.01**200893.82*85*[]*2347000*false*11.6848*0.26*0.0*0.26*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - PREMIER*64166242*Semester 1 2015*2015-01-01*2015-06-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.01**3184175.11*7*[]*37241000*false*11.6957*0.16*0.0*0.16*0.01*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - CARTERA*64166242*Semester 1 2015*2015-01-01*2015-06-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.01**2619284.12*13943*[]*30591000*false*11.6793*0.31*0.0*0.31*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Trimester 1 2015*2015-01-01*2015-03-31*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.1*0.03**3185330.01*14865**39457000*false*12.3871*0.55*0.0*0.55*0.02*14.52*12.16*0.58*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, F.I.*64166242*Semester 2 2014*2014-07-01*2014-12-31*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*7, en una escala del 1 al 7*0.0*0.06**1996482.83*4461**21595000*false*10.8167*1.13*0.0*1.13*0.05*5.65*11.43*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - BASE*64166242*Trimester 3 2016*2016-07-01*2016-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**563271.43*879*[]*6272000*false*11.1342*0.57*0.0*0.57*0.03*9.21*17.19*0.6*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - PLUS*64166242*Trimester 3 2016*2016-07-01*2016-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**417147.57*333*[]*4685000*false*11.2302*0.41*0.0*0.41*0.02*9.38*17.19*0.45*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL ASIA EMERGENTE BOLSA, FI*SABADELL ASIA EMERGENTE BOLSA, FI - PREMIER*64166242*Trimester 3 2016*2016-07-01*2016-09-30*3426*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*6, en una escala del 1 al 7*0.0*0.0**1207998.79*4*[]*13673000*false*11.319*0.28*0.0*0.28*0.03*9.53*17.19*0.31*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
