fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 2 2009*2009-07-01*2009-12-31*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.17*0.44**16597.15*944*0.0*18775443*false*1131.2448***0.75*0.03*0.04*1.36*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 3 2009*2009-07-01*2009-09-30*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.0*0.5**15425.41*876*0.0*17442839*false*1130.7861***0.38*0.01*1.63*1.59*0.4*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 1 2009*2009-01-01*2009-06-30*358*atencion.cliente.gescooperativo@cajarural.com*A*Bajo / Medio*1.41*1.12**15515.79*892*0.0*17264313*false*1112.6932***0.74*0.02*0.6*1.47*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 2 2010*2010-07-01*2010-12-31*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.05*0.54**22788.01*1434*0.0*25126863*false*1102.6354***0.75*0.03*-2.73*1.95*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 3 2010*2010-07-01*2010-09-30*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.2*0.45**20268.08*1499*0.0*22975539*false*1133.5825***0.37*0.01*1.54*1.76*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 1 2010*2010-01-01*2010-06-30*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.63*0.37**17533.05*1030*0.0*19573674*false*1116.3871***0.74*0.02*-1.86*2.84*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 1 2010*2010-01-01*2010-03-31*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.48*0.34**18045.96*1069*0.0*20527561*false*1137.5155***0.37*0.01*0.55*1.02*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 3 2011*2011-07-01*2011-09-30*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.24*1.01**18513.87*1257*0.0*20950292*false*1131.5997***0.37*0.01*1.34*4.42*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 1 2011*2011-01-01*2011-06-30*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.38*0.86**19689.39*1293*0.0*21984986*false*1116.5905***0.74*0.02*0.38*1.37*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 1 2011*2011-01-01*2011-03-31*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.09*0.65**19520.74*1341*0.0*21715148*false*1112.4142***0.37*0.01*0.89*1.9*0.38*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 2 2010*2010-07-01*2010-12-31*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.05*0.54**22788.01*1434*0.0*25126863*false*1102.6354***0.75*0.03*-2.73*1.95*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 3 2012*2012-07-01*2012-09-30*358*atencion.cliente.gescooperativo@cajarural.com*Ba1 (MOODY'S)*Bajo / Medio*0.3*0.15**30115.71*1401*0.0*34345611*false*1140.455*0.38**0.38*0.01*3.14*5.77*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Semester 1 2012*2012-01-01*2012-06-30*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.34*0.36**26062.32*1468*0.0*28817048*false*1105.6977*0.74**0.74*0.02*-4.31*5.76*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA FIJA 3, FI*RURAL RENTA FIJA 3 FI*80405319*Trimester 1 2012*2012-01-01*2012-03-31*358*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Bajo / Medio*0.26*0.37**25175.53*1334*0.0*29091159*false*1155.5331*0.37**0.37*0.01*1.42*3.36*0.39*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
