fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 2 2009*2009-07-01*2009-12-31*156*lloydsinvestment@lloydstsb.es*AA-*Medio*0.0*0.3**2106341.94*688*0.0*31352405*false*14.8848***0.4*0.05*0.32*1.5*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 3 2009*2009-07-01*2009-09-30*156*lloydsinvestment@lloydstsb.es*AA-*Medio*0.0*0.29**1501420.26*459*0.0*22276392*false*14.8369***0.2*0.03*2.15*1.92*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 1 2009*2009-01-01*2009-06-30*156*lloydsinvestment@lloydstsb.es*AA- (FITCH)*Medio*0.0*0.98**1222095.48*373*0.0*17750689*false*14.5248***0.4*0.05*1.55*2.34*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 2 2010*2010-07-01*2010-12-31*156*lloydsinvestment@lloydsbankinternational.es*n.d.*Medio*0.18*0.51**1099749.43*369*0.0*16105085*false*14.6443***0.4*0.05*-2.51*2.57*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 3 2010*2010-07-01*2010-09-30*156*lloydsinvestment@lloydstsb.es*AA- (Fitch)*Medio*0.1*0.4**1261447.27*409*0.0*18948454*false*15.0212***0.2*0.03*1.96*1.78*0.24*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 1 2010*2010-01-01*2010-06-30*156*lloydsinvestment@lloydstsb.es*AA-*Medio*0.0*0.31**1330699.23*438*0.0*19605280*false*14.7331***0.4*0.05*-2.41*3.55*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 1 2010*2010-01-01*2010-03-31*156*lloydsinvestment@lloydstsb.es*AA-*Medio*0.0*0.28**1943705.88*620*0.0*29343700*false*15.0968***0.2*0.02*1.42*1.31*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 2 2011*2011-07-01*2011-12-31*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.0*0.98**896677.95*399*0.0*13616544*false*15.1855*0.4**0.4*0.05*0.71*4.56*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 3 2011*2011-07-01*2011-09-30*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.0*1.07**943789.28*406*0.0*14230826*false*15.0784***0.2*0.03*1.13*4.75*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 1 2011*2011-01-01*2011-06-30*156*lloydsinvestment@lloydsbankinternational.es*n.d.*Medio*0.0*0.85**1122169.79*484*0.0*16731678*false*14.9101***0.4*0.05*0.39*1.63*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 1 2011*2011-01-01*2011-03-31*156*lloydsinvestment@lloydsbankinternational.es*n.d.*Medio*0.04*0.62**1112722.96*425*0.0*16527123*false*14.8529***0.2*0.02*1.42*2.0*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 3 2012*2012-07-01*2012-09-30*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.0*0.13**1104369.89*579*0.0*17155751*false*15.5344*0.2**0.2*0.03*3.36*6.59*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 1 2012*2012-01-01*2012-06-30*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.36*0.34**1119789.07*544*0.0*16830208*false*15.0298*0.4**0.4*0.05*-3.21*5.53*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 1 2012*2012-01-01*2012-03-31*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.39*0.34**1294742.77*534*0.0*20104988*false*15.5282*0.2**0.2*0.02*2.26*2.77*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 2 2011*2011-07-01*2011-12-31*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.0*0.98**896677.95*399*0.0*13616544*false*15.1855*0.4**0.4*0.05*0.71*4.56*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL SOLBANK FONDO 1, F.I.*79124772*Trimester 3 2013*2013-07-01*2013-09-30*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.04*0.09**1159321.99*649*0.0*19728370*false*17.0172*0.2**0.2*0.03*2.47*2.32*0.24*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 1 2013*2013-01-01*2013-06-30*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.38*0.08**1110153.35*631*0.0*18435673*false*16.6064*0.4**0.4*0.05*1.15*3.75*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Trimester 1 2013*2013-01-01*2013-03-31*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.2*0.07**1078865.6*599*0.0*17711577*false*16.4169*0.2**0.2*0.02*2.44*3.13*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*LLOYDS FONDO 1, F.I.*79124772*Semester 2 2012*2012-07-01*2012-12-31*156*lloydsinvestment@lloydsbankinternational.es*N.D.*Medio*0.0*0.1**1113986.84*578*0.0*17852674*false*16.0259*0.4**0.4*0.05*3.16*2.78*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE BASE*79124772*Semester 2 2014*2014-07-01*2014-12-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.06**2603166.63*1791*[]*46906000*false*18.0188*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE PLUS*79124772*Semester 2 2014*2014-07-01*2014-12-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.06**1027882.39*103*[]*18522000*false*18.0195*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE PREMIER*79124772*Semester 2 2014*2014-07-01*2014-12-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.06**104546.45*1*[]*1884000*false*18.0208*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, F.I.*79124772*Trimester 3 2014*2014-07-01*2014-09-30*156*bsinversion@bancsabadell.com*BB (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.08**4002131.78*1929**72106000*false*18.017*0.2*0.0*0.2*0.03*0.86*1.77*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, F.I.*79124772*Semester 1 2014*2014-01-01*2014-06-30*156*bsinversion@bancsabadell.com*BB (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.26**3399708.18*1837**60732000*false*17.8638*0.39*0.0*0.39*0.05*1.28*1.98*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, F.I.*79124772*Trimester 1 2014*2014-01-01*2014-03-31*156*bsinversion@bancsabadell.com*BB (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.43**1032254.55*461**18207000*false*17.6382*0.2*0.0*0.2*0.02*2.21*2.53*0.24*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - BASE*79124772*Trimester 3 2015*2015-07-01*2015-09-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.15*0.0**365271.76*335*[]*6533000*false*17.8863*0.2*0.0*0.2*0.01*2.8*5.64*0.22*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - PLUS*79124772*Trimester 3 2015*2015-07-01*2015-09-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.15*0.0**560508.62*55*[]*10038000*false*17.9081*0.16*0.0*0.16*0.01*2.84*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-79124772_da"" decimals=""2"" unitref=""pure"">5.64</iic-com-fon:volatilidadvalorliquidativo>]"*0.18*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - PREMIER*79124772*Trimester 3 2015*2015-07-01*2015-09-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.15*0.0**82972.48*1*[]*1489000*false*17.9496*0.09*0.0*0.09*0.01*2.92*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-79124772_da"" decimals=""2"" unitref=""pure"">5.64</iic-com-fon:volatilidadvalorliquidativo>]"*0.11*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - CARTERA*79124772*Trimester 3 2015*2015-07-01*2015-09-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.15*0.0**1032708.93*662*[]*18508000*false*17.9222*0.18*0.0*0.18*0.01*2.82*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-79124772_da"" decimals=""2"" unitref=""pure"">5.64</iic-com-fon:volatilidadvalorliquidativo>]"*0.2*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - BASE*79124772*Semester 1 2015*2015-01-01*2015-06-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**445894.45*364*[]*7758000*false*17.3991*0.4*0.0*0.4*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - PLUS*79124772*Semester 1 2015*2015-01-01*2015-06-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**727802.34*81*[]*12674000*false*17.4137*0.32*0.0*0.32*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - PREMIER*79124772*Semester 1 2015*2015-01-01*2015-06-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**82972.48*1*[]*1447000*false*17.4409*0.17*0.0*0.17*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA, FI - CARTERA*79124772*Semester 1 2015*2015-01-01*2015-06-30*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**1521529.52*1266*[]*26521000*false*17.4307*0.23*0.0*0.23*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE BASE*79124772*Trimester 1 2015*2015-01-01*2015-03-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.03**685554.58*508*[]*12794000*false*18.6625*0.2*0.0*0.2*0.01*3.57*0.0*0.21*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE PLUS*79124772*Trimester 1 2015*2015-01-01*2015-03-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.03**893419.73*94*[]*16681000*false*18.6712*0.16*0.0*0.16*0.01*3.62*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">.00</iic-com-fon:volatilidadvalorliquidativo>]"*0.18*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE PREMIER*79124772*Trimester 1 2015*2015-01-01*2015-03-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.03**104546.45*1*[]*1954000*false*18.6864*0.09*0.0*0.09*0.01*3.69*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">.00</iic-com-fon:volatilidadvalorliquidativo>]"*0.1*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE CARTERA*79124772*Trimester 1 2015*2015-01-01*2015-03-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.03**1537884.45*1267*[]*28748000*false*18.693*0.04*0.0*0.04*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">3.57</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">3.62</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">3.69</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">.00</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">.21</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">.18</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12015_V-79124772_da"" decimals=""2"" unitref=""pure"">.10</iic-com:ratiototalgastos>]"*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS ESPAÑA, FI*SABADELL BONOS ESPAÑA CLASE BASE*79124772*Semester 2 2014*2014-07-01*2014-12-31*156*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.06**2603166.63*1791*[]*46906000*false*18.0188*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
