fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2017 S2*2017-07-01*2017-12-31*3 en una escala del 1 al 7*0.0*0.0**2414183.03*133*0.0*24110429*false*9.987*0.35*0.03*0.38*0.04*-0.02*0.77*0.41*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2017 T3*2017-07-01*2017-09-30*3 en una escala del 1 al 7*0.0*0.0**2035247.41*108*0.0*20329769*false*9.9888*0.18*0.03*0.21*0.02*0.5*0.76*0.4*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE B*2017 T3*2017-07-01*2017-09-30*3 en una escala del 1 al 7*0.0*0.0**666717.93*2*0.0*6668913*false*10.0026*0.11*0.03*0.14*0.02*0.56*0.76*0.34*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE C*2017 T3*2017-07-01*2017-09-30*3 en una escala del 1 al 7*0.0*0.0**5248164.9*126*0.0*52525226*false*10.0083*0.08*0.03*0.11*0.02*0.6*0.76*0.31*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2017 S1*2017-01-01*2017-06-30*3 en una escala del 1 al 7*0.0*0.0**1557175.66*91*0.0*15476758*false*9.939*0.23*0.04*0.27*0.03*0.36*0.73*0.41*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE B*2017 S1*2017-01-01*2017-06-30*3 en una escala del 1 al 7*0.0*0.0**656218.38*2*0.0*6527018*false*9.9464*0.07*0.02*0.09*0.01*0.46*0.78*0.29*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE C*2017 S1*2017-01-01*2017-06-30*3 en una escala del 1 al 7*0.0*0.0**4712214.84*110*0.0*46879804*false*9.9486*0.1*0.04*0.14*0.03*0.46*0.73*0.31*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SGA*2017 T1*2017-01-01*2017-03-31*3 en una escala del 1 al 7*0.0*0.0**181344.68*6*0.0*1795840*false*9.9029*0.01*0.0*0.01*0.0*[]*[]*0.53*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SGB*2017 T1*2017-01-01*2017-03-31*3 en una escala del 1 al 7*0.0*0.0**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*[]*[]*0.52*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SGC*2017 T1*2017-01-01*2017-03-31*3 en una escala del 1 al 7*0.0*0.0**174036.22*8*0.0*1723474*false*9.903*0.0*0.0*0.0*0.0*[]*[]*"[<iic-com:ratiototalgastos contextref=""FIM_T12017_V-87742458_da"" decimals=""2"" unitref=""pure"">0.53</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12017_V-87742458_da"" decimals=""2"" unitref=""pure"">0.52</iic-com:ratiototalgastos>]"*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2018 S2*2018-07-01*2018-12-31*3 en una escala del 1 al 7*0.17*0.0**2268945.61*135*0.0*22051035*false*9.7186*0.35*0.0*0.35*0.04*-1.0*1.03*0.39*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE B*2018 S2*2018-07-01*2018-12-31*3 en una escala del 1 al 7*0.17*0.0**759417.11*1*0.0*7413537*false*9.7621*0.23*0.0*0.23*0.04*-0.94*1.03*0.33*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE C*2018 S2*2018-07-01*2018-12-31*3 en una escala del 1 al 7*0.17*0.0**3579930.92*100*0.0*35030697*false*9.7853*0.16*0.0*0.16*0.04*-0.9*1.03*0.29*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2018 T3*2018-07-01*2018-09-30*3 en una escala del 1 al 7*0.0*0.0**2601961.95*155*0.0*25542630*false*9.8167*0.18*0.0*0.18*0.02*-0.5*0.74*0.4*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE B*2018 T3*2018-07-01*2018-09-30*3 en una escala del 1 al 7*0.0*0.0**1755562.61*2*0.0*17300060*false*9.8544*0.11*0.0*0.11*0.02*-0.44*0.75*0.33*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE C*2018 T3*2018-07-01*2018-09-30*3 en una escala del 1 al 7*0.0*0.0**3745157.01*102*0.0*36980861*false*9.8743*0.08*0.0*0.08*0.02*-0.4*0.75*0.3*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2018 S1*2018-01-01*2018-06-30*3 en una escala del 1 al 7*0.04*0.0**2804029.28*159*0.0*27664582*false*9.866*0.35*0.0*0.35*0.04*-0.71*0.82*0.4*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE B*2018 S1*2018-01-01*2018-06-30*3 en una escala del 1 al 7*0.04*0.0**2313464.29*2*0.0*22897990*false*9.8977*0.22*0.0*0.22*0.04*-0.64*0.81*0.34*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE C*2018 S1*2018-01-01*2018-06-30*3 en una escala del 1 al 7*0.04*0.0**4518500.66*115*0.0*44797244*false*9.9142*0.15*0.0*0.15*0.04*-0.61*0.81*0.3*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE A*2018 T1*2018-01-01*2018-03-31*3 en una escala del 1 al 7*0.07*0.0**2807601.34*154*0.0*27896784*false*9.9362*0.17*0.0*0.17*0.02*-0.51*0.9*0.39*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE B*2018 T1*2018-01-01*2018-03-31*3 en una escala del 1 al 7*0.07*0.0**2285512.12*3*0.0*22767982*false*9.9619*0.11*0.0*0.11*0.02*-0.45*0.89*0.33*True
SIGMA SELECCION RETORNO ABSOLUTO, FI*SIGMA SELEC RETORN ABS CLASE C*2018 T1*2018-01-01*2018-03-31*3 en una escala del 1 al 7*0.07*0.0**4679761.52*116*0.0*46680501*false*9.975*0.08*0.0*0.08*0.02*-0.41*0.89*0.29*True
