fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Semester 2 2009*2009-07-01*2009-12-31*2379*avivagestion@avivainversiones.es*AA- (IBCA)*alto*0.48*-0.01**2488155.6*106*0.0*43048538*false*17.3014***0.23*0.05*4.68*14.44*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Trimester 3 2009*2009-07-01*2009-09-30*2379*N/D*ND*alto*0.27*0.36**2443465.54*106*0.0*40385010*false*16.5278***0.11*0.02*17.61*14.17*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Semester 1 2009*2009-01-01*2009-06-30*2379*N/D*ND*medio*0.54*0.72**2408765.69*106*0.0*33848413*false*14.0526***0.22*0.04*19.36*17.58*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Semester 2 2010*2010-07-01*2010-12-31*2379*avivasgiic@aviva.es*AA- (IBCA)*alto*0.19*0.18**2582155.7*109*0.0*43454881*false*16.8289***0.23*0.05*0.26*15.66*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Trimester 3 2010*2010-07-01*2010-09-30*2379*avivagestion@avivainversiones.es*AA-(IBCA)*alto*0.21*0.01**2567187.06*111*0.0*43092126*false*16.7857***0.11*0.02*12.31*17.05*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Semester 1 2010*2010-01-01*2010-06-30*2379*avivagestion@avivainversiones.es*AA- (IBCA)*alto*0.71*-0.11**2504272.39*113*0.0*37428910*false*14.946***0.22*0.04*-11.81*33.44*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Trimester 1 2010*2010-01-01*2010-03-31*2379*avivagestion@avivainversiones.es*AA- (IBCA)*alto*0.61*0.34**2534652.92*110*0.0*42954833*false*16.947***0.11*0.02*-2.05*15.61*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Trimester 3 2011*2011-07-01*2011-09-30*2379*avivasgiic@aviva.es*A+ (IBCA)*alto*0.0*0.72**2720508.55*255*0.0*42651271*false*15.6777***0.11*0.02*-13.99*28.49*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Semester 1 2011*2011-01-01*2011-06-30*2379*avivasgiic@aviva.es*AA- (IBCA)*alto*0.43*0.45**2632260.73*245*0.0*47978682*false*18.2272***0.22*0.04*-0.52*13.31*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA ESPABOLSA, FI*AVIVA ESPABOLSA FI*82899972*Trimester 1 2011*2011-01-01*2011-03-31*2379*avivasgiic@aviva.es*AA- (IBCA)*alto*0.35*0.28**2539783.44*126*0.0*46534008*false*18.322***0.11*0.02*8.87*14.72*0.14*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
