fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2009*2009-07-01*2009-12-31*64*N/D*AA   (S&P)*Agresivo*0.25*0.18**1212032.34*756*0.0*40419157*false*33.3482***0.76*0.05*-1.71*5.67*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2009*2009-07-01*2009-09-30*64*N/D*AA   (S&P)*Agresivo*0.2*0.16**1226589.17*752*0.0*41614514*false*33.927***0.38*0.03*10.76*8.85*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2009*2009-01-01*2009-06-30*64**AA   (S&P)*Agresivo*0.0*0.54**1214284.08*744*0.0*37196369*false*30.6323***0.74*0.05*12.66*15.74*0.4*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2010*2010-07-01*2010-12-31*64*N/D*AA   (S&P)*Agresivo*0.14*0.28**1185698.64*764*0.0*41673628*false*35.1469***0.76*0.05*4.41*6.64*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2010*2010-07-01*2010-09-30*64*N/D*AA   (S&P)*Agresivo*0.0*0.25**1208771.02*777*0.0*40690110*false*33.6624***0.38*0.03*2.14*4.96*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2010*2010-01-01*2010-06-30*64*N/D*AA   (S&P)*Agresivo*0.12*0.21**1223617.59*792*0.0*40327652*false*32.9577***0.74*0.05*-3.59*6.12*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 1 2010*2010-01-01*2010-03-31*64*N/D*AA   (S&P)*Agresivo*0.07*0.18**1217307.04*779*0.0*41615494*false*34.1865***0.37*0.02*2.51*4.72*0.4*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2011*2011-07-01*2011-09-30*64*N/D*AA   (S&P)*Agresivo*0.11*0.49**1086065.75*739*0.0*36674519*false*33.7682***0.38*0.03*-1.55*8.37*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2011*2011-01-01*2011-06-30*64*N/D*AA   (S&P)*Agresivo*0.23*0.44**1156934.79*753*0.0*39682070*false*34.2993***0.74*0.05*-2.0*3.34*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 1 2011*2011-01-01*2011-03-31*64*N/D*AA   (S&P)*Agresivo*0.14*0.38**1188019.76*764*0.0*41580647*false*35.0***0.37*0.02*-0.42*3.57*0.4*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2010*2010-07-01*2010-12-31*64*N/D*AA   (S&P)*Agresivo*0.14*0.28**1185698.64*764*0.0*41673628*false*35.1469***0.76*0.05*4.41*6.64*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2012*2012-07-01*2012-12-31*64*N/D*A+ (S&P)*Agresivo*0.37*0.01**986508.35*667*0.0*33890287*false*34.3538*0.75*0.0*0.75*0.05*-2.34*4.56*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2012*2012-07-01*2012-09-30*64*N/D*AA- (S&P)*Agresivo*0.12*0.0**1013988.23*676*0.0*35669591*false*35.1775*0.38*0.0*0.38*0.03*0.46*3.79*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2012*2012-01-01*2012-06-30*64*N/D*AA-  (S&P)*Agresivo*0.48*0.08**1035966.13*680*0.0*36276334*false*35.0169*0.75*0.0*0.75*0.05*1.94*4.26*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 1 2012*2012-01-01*2012-03-31*64*N/D*AA-  (S&P)*Agresivo*0.12*0.09**1055113.19*702*0.0*36241951*false*34.3489*0.37*0.0*0.37*0.02*-1.07*3.38*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2013*2013-07-01*2013-12-31*64*informacion@merchbanc.es*A+ (S&P)*5, en una escala del 1 al 7*0.43*0.02**1044035.19*724*0.0*40153286*false*38.4597*0.76*0.0*0.76*0.05*0.4*3.46*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2013*2013-07-01*2013-09-30*64*informacion@merchbanc.es*A+ (S&P)*5, en una escala del 1 al 7*0.22*0.02**1047416.47*696*0.0*40121908*false*38.3056*0.38*0.0*0.38*0.03*4.74*5.04*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2013*2013-01-01*2013-06-30*64*informacion@merchbanc.es*A+ (S&P)*5, en una escala del 1 al 7*0.5*0.01**1014532.35*694*0.0*37103260*false*36.5718*0.74*0.0*0.74*0.05*0.12*5.26*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 1 2013*2013-01-01*2013-03-31*64*N/D*A+ (S&P)*5, en una escala del 1 al 7*0.2*-0.03**1010244.65*687*0.0*36901967*false*36.5278*0.37*0.0*0.37*0.02*6.33*4.14*0.4*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2014*2014-07-01*2014-09-30*64*informacion@merchbanc.es*A+ (S&P)*4, en una escala del 1 al 7*0.23*0.01**1061858.96*773*0.0*41569039*false*39.1474*0.38*0.0*0.38*0.03*0.97*6.07*0.42*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2014*2014-01-01*2014-06-30*64*informacion@merchbanc.es*A+ (S&P)*4, en una escala del 1 al 7*0.09*0.05**1061620.34*771*0.0*41160021*false*38.7709*0.74*0.0*0.74*0.05*-0.91*3.93*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 1 2014*2014-01-01*2014-03-31*64*informacion@merchbanc.es*A+ (S&P)*5, en una escala del 1 al 7*0.07*0.05**1050317.25*755*0.0*41094655*false*39.1259*0.37*0.0*0.37*0.02*1.73*4.88*0.4*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2013*2013-07-01*2013-12-31*64*informacion@merchbanc.es*A+ (S&P)*5, en una escala del 1 al 7*0.43*0.02**1044035.19*724*0.0*40153286*false*38.4597*0.76*0.0*0.76*0.05*0.4*3.46*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2015*2015-07-01*2015-09-30*64*informacion@merchbanc.es*A+ (S&P)*4, en una escala del 1 al 7*0.02*-0.07**834720.33*786*0.0*32388223*false*38.8013*0.38*0.0*0.38*0.03*-5.08*13.27*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 1 2015*2015-01-01*2015-06-30*64*informacion@merchbanc.es*A+ (S&P)*4, en una escala del 1 al 7*0.0*-0.03**858421.78*787*0.0*35090635*false*40.8781*0.75*0.0*0.75*0.05*-2.2*8.37*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 1 2015*2015-01-01*2015-03-31*64*informacion@merchbanc.es*A+ (S&P)*4, en una escala del 1 al 7*0.0*-0.01**862430.11*777*0.0*36045988*false*41.7958*0.37*0.0*0.37*0.02*5.78*8.13*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2014*2014-07-01*2014-12-31*64*informacion@merchbanc.es*A+ (S&P)*4, en una escala del 1 al 7*0.55*0.02**1068485.95*777*0.0*42217178*false*39.5112*0.76*0.0*0.76*0.05*0.93*9.02*0.42*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Semester 2 2016*2016-07-01*2016-12-31*64*informacion@merchbanc.es*A (S&P)*4, en una escala del 1 al 7*0.05*-0.19**750782.22*730*0.0*31523161*false*41.9871*0.75*0.0*0.75*0.05*3.91*7.36*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
MERCH-UNIVERSAL, FI*MERCH-UNIVERSAL F.I.*58379926*Trimester 3 2016*2016-07-01*2016-09-30*64*informacion@merchbanc.es*A (S&P)*4, en una escala del 1 al 7*0.02*-0.14**754397.96*726*0.0*30484447*false*40.409*0.38*0.0*0.38*0.03*4.32*7.28*0.41*ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.*BANCO INVERSIS, S.A.*ES0182105033
