fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Semester 2 2009*2009-07-01*2009-12-31*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.13*0.18**11951.45*136*0.0*3853080*false*322.3943***1.13*0.1*5.33*11.78*0.65*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Trimester 3 2009*2009-07-01*2009-09-30*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.0*0.16**11758.31*136*0.0*3598984*false*306.0802***0.57*0.05*11.14*12.7*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Semester 1 2009*2009-01-01*2009-06-30*1929*atencion.cliente.gescooperativo@cajarural.com*A*Alto*0.12*0.68**12380.65*132*0.0*3409508*false*275.3901***1.12*0.1*7.85*17.2*0.63*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Semester 2 2010*2010-07-01*2010-12-31*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.0*0.23**12957.25*131*0.0*4622325*false*356.7365***1.13*0.1*8.69*11.14*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Trimester 3 2010*2010-07-01*2010-09-30*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.0*0.18**12589.7*135*0.0*4132325*false*328.2307***0.57*0.05*1.21*15.69*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Semester 1 2010*2010-01-01*2010-06-30*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.0*0.22**13286.88*167*0.0*4309056*false*324.3091***1.12*0.1*-5.45*17.87*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Trimester 1 2010*2010-01-01*2010-03-31*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.0*0.21**13103.33*155*0.0*4494676*false*343.0179***0.55*0.05*6.4*11.78*0.63*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Semester 2 2011*2011-07-01*2011-12-31*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.0*0.48**9851.52*123*0.0*3594947*false*364.913*1.14**1.14*0.1*12.38*18.52*0.65*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Trimester 3 2011*2011-07-01*2011-09-30*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.01*0.47**11108.01*129*0.0*3606776*false*324.7006***0.57*0.05*-5.68*26.18*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL RENTA VARIABLE INTERNACIONAL, FI*RURAL R.VARIABLE INTERNACIONAL*82420100*Semester 1 2011*2011-01-01*2011-06-30*1929*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Alto*0.09*0.42**11611.37*132*0.0*3997167*false*344.2459***1.12*0.1*-1.85*11.59*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
