fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 2 2009*2009-07-01*2009-12-31*2940*www.caja-ingenieros.es*n.d.*Bajo*0.82*0.7**3822703.75*876*0.0*24754498*false*6.4757***0.84*0.1*0.51*1.11*0.59*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Trimester 3 2009*2009-07-01*2009-09-30*2940*www.caja-ingenieros.es*n.d.*Bajo*0.42*0.7**2707827.91*651*0.0*17445418*false*6.4426***0.36*0.05*1.0*1.02*0.48*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 1 2009*2009-01-01*2009-06-30*2940*WWW.CAJA-INGENIEROS.ES*n.d.*Bajo*0.39*2.62**2595042.11*614*0.0*16552129*false*6.3784***0.62*0.09*2.03*2.05*0.49*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Trimester 3 2010*2010-07-01*2010-09-30*2940*www.caja-ingenieros.es*n.d.*Bajo*0.44*0.26**7556323.77*1786*0.0*50298859*false*6.6565***0.42*0.05*0.91*1.63*0.51*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 1 2010*2010-01-01*2010-06-30*2940*www.caja-ingenieros.es*n.d.*Bajo*0.35*0.25**6988463.63*1607*0.0*46095704*false*6.596***0.75*0.1*0.88*2.93*0.5*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Trimester 1 2010*2010-01-01*2010-03-31*2940*www.caja-ingenieros.es*n.d.*Bajo*0.33*0.25**5620461.88*1154*0.0*36749581*false*6.5385***0.32*0.07*0.97*1.53*0.46*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 2 2009*2009-07-01*2009-12-31*2940*www.caja-ingenieros.es*n.d.*Bajo*0.82*0.7**3822703.75*876*0.0*24754498*false*6.4757***0.84*0.1*0.51*1.11*0.59*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 2 2011*2011-07-01*2011-12-31*2940*www.caja-ingenieros.es*n.d.*Bajo*1.56*1.01**3992716.54*1233*0.0*25436850*false*6.3708*0.66**0.66*0.1*0.3*2.52*0.75*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Trimester 3 2011*2011-07-01*2011-09-30*2940*www.caja-ingenieros.es*n.d.*Bajo*0.62*1.01**5156200.56*1513*0.0*32752516*false*6.3521***0.33*0.05*-3.5*3.57*0.54*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 1 2011*2011-01-01*2011-06-30*2940*www.caja-ingenieros.es*n.d.*Bajo*1.25*0.46**5795716.01*1683*0.0*38150629*false*6.5826***0.63*0.1*-0.59*1.53*0.48*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Trimester 1 2011*2011-01-01*2011-03-31*2940*www.caja-ingenieros.es*n.d.*Bajo*0.43*0.49**6841263.74*1865*0.0*45300681*false*6.6217***0.31*0.05*-0.74*2.1*0.44*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CAJA INGENIEROS GESTION ALTERNATIVA*63484489*Trimester 3 2012*2012-07-01*2012-09-30*2940*atencionalsocio@caja-ingenieros.es*ND*Bajo*0.11*0.2**3238185.54*1120*0.0*21428613*false*6.6175*0.34*0.0*0.34*0.05*2.29*1.76*0.62*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CAJA INGENIEROS GESTION ALTERNATIVA*63484489*Semester 1 2012*2012-01-01*2012-06-30*2940*atencionalsocio@caja-ingenieros.es*ND*Bajo*1.25*0.32**3295798.96*1077*0.0*21321712*false*6.4694*0.67*0.0*0.67*0.1*1.2*1.7*0.75*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Trimester 1 2012*2012-01-01*2012-03-31*2940*www.caja-ingenieros.es*n.d.*Bajo*0.36*0.92**3661798.62*1212*0.0*23408726*false*6.3927*0.32**0.32*0.05*0.34*2.61*0.55*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*C.I. GESTION ALTERNATIVA FI*63484489*Semester 2 2011*2011-07-01*2011-12-31*2940*www.caja-ingenieros.es*n.d.*Bajo*1.56*1.01**3992716.54*1233*0.0*25436850*false*6.3708*0.66**0.66*0.1*0.3*2.52*0.75*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 3 2013*2013-07-01*2013-09-30*2940*atencionalsocio@caja-ingenieros.es*ND*Bajo*0.34*0.0**3425960.26*1039*0.0*21860746*false*6.3809*0.34*0.0*0.34*0.05*-1.2*1.32*0.55*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 1 2013*2013-01-01*2013-06-30*2940*atencionalsocio@caja-ingenieros.es*ND*Bajo*0.55*0.01**3223588.12*1122*0.0*20818387*false*6.4581*0.67*0.0*0.67*0.1*-2.65*2.42*0.49*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 1 2013*2013-01-01*2013-03-31*2940*atencionalsocio@caja-ingenieros.es*ND*Bajo*0.22*0.01**2962253.63*1073*0.0*19651489*false*6.634*0.33*0.0*0.33*0.05*0.56*1.57*0.63*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 2 2012*2012-07-01*2012-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Bajo*0.22*0.2**3154556.02*1190*0.0*20811502*false*6.5973*0.67*0.0*0.67*0.1*-0.31*1.37*0.71*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 2 2014*2014-07-01*2014-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.46*0.0**1659166.53*512*0.0*10306850*false*6.2121*0.68*0.0*0.68*0.1*-0.67*4.09*0.62*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 3 2014*2014-07-01*2014-09-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.17*0.0**2179626.34*583*0.0*13631021*false*6.2538*0.34*0.0*0.34*0.05*-1.31*2.49*0.65*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 1 2014*2014-01-01*2014-06-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.81*0.0**2289334.28*624*0.0*14506425*false*6.3365*0.67*0.0*0.67*0.1*-0.6*1.75*0.63*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 1 2014*2014-01-01*2014-03-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.37*0.0**2640828.12*690*0.0*16834217*false*6.3746*0.34*0.0*0.34*0.05*-0.13*1.77*0.57*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 2 2015*2015-07-01*2015-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.34*0.0**2035574.47*700*0.0*12533768*false*6.1574*0.68*0.0*0.68*0.1*0.59*2.27*0.62*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 3 2015*2015-07-01*2015-09-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.12*0.0**2131214.29*718*0.0*13045355*false*6.1211*0.34*0.0*0.34*0.05*-3.73*5.5*0.62*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 1 2015*2015-01-01*2015-06-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.79*0.0**2067379.89*663*0.0*13145384*false*6.3585*0.68*0.0*0.68*0.1*-1.26*3.03*0.62*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 1 2015*2015-01-01*2015-03-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.48*0.0**1714589.61*526*0.0*11041292*false*6.4396*0.34*0.08*0.42*0.05*3.66*2.96*0.64*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 2 2016*2016-07-01*2016-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*1.01*0.0**1560163.56*580*0.0*9399450*false*6.0247*0.68*0.0*0.68*0.1*0.14*2.17*0.54*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 3 2016*2016-07-01*2016-09-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.3*0.0**1742953.81*623*0.0*10486579*false*6.0166*0.34*0.0*0.34*0.05*-0.03*1.82*0.62*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 1 2016*2016-01-01*2016-06-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*1.38*0.0**1816939.86*666*0.0*10935321*false*6.0185*0.67*0.0*0.67*0.1*1.07*1.74*0.58*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 1 2016*2016-01-01*2016-03-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*1.39*0.0**1994431.5*698*0.0*11876969*false*5.9551*0.34*0.0*0.34*0.05*-3.29*4.0*0.6*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 3 2017*2017-07-01*2017-09-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.21*0.0**2305758.39*1130*0.0*14150730*false*6.1371*0.34*0.07*0.41*0.05*0.78*1.6*0.61*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 1 2017*2017-01-01*2017-06-30*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.95*0.0**1979192.49*954*0.0*12052764*false*6.0897*0.67*0.09*0.76*0.1*0.31*1.6*0.58*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Trimester 1 2017*2017-01-01*2017-03-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.62*0.0**1731298.95*734*0.0*10510405*false*6.0708*0.33*0.07*0.4*0.05*0.77*1.73*0.56*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA, FI*63484489*Semester 2 2016*2016-07-01*2016-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*1.01*0.0**1560163.56*580*0.0*9399450*false*6.0247*0.68*0.0*0.68*0.1*0.14*2.17*0.54*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA A, FI*63484489*Semester 2 2018*2018-07-01*2018-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.92*0.0**2490266.39*1462*0.0*14171298*false*5.6907*0.68*0.0*0.68*0.1*[]*[]*[]*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
CAJA INGENIEROS GESTION ALTERNATIVA, FI*CI GESTION ALTERNATIVA I, FI*63484489*Semester 2 2018*2018-07-01*2018-12-31*2940*atencionalsocio@caja-ingenieros.es*ND*Valor 3, en una escala del 1 al 7.*0.92*0.0**40962.86*1*0.0*234664*false*5.7287*0.4*0.0*0.4*0.05*[]*[]*[]*CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.*CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO*
