fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 2 2009*2009-07-01*2009-12-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.58*0.17**6056114.38*3276*0.0*74492005*false*12.3003***1.13*0.1*3.86*17.15*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 3 2009*2009-07-01*2009-09-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.35*0.22**5974942.09*3271*0.0*70764848*false*11.84***0.57*0.05*16.77*15.5*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 1 2009*2009-01-01*2009-06-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*1.62*0.76**5728283.71*3219*0.0*58098078*false*10.14***1.12*0.1*25.94*21.2*0.69
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 1 2010*2010-01-01*2010-06-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*1.25*0.02**5340134.8*3015*0.0*54149370*false*10.1401***1.12*0.1*-12.85*36.65*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 1 2010*2010-01-01*2010-03-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.55*0.0**5787856.35*3205*0.0*67341075*false*11.6349***0.56*0.05*-5.41*17.92*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 2 2009*2009-07-01*2009-12-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.58*0.17**6056114.38*3276*0.0*74492005*false*12.3003***1.13*0.1*3.86*17.15*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 3 2009*2009-07-01*2009-09-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.35*0.22**5974942.09*3271*0.0*70764848*false*11.84***0.57*0.05*16.77*15.5*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 3 2011*2011-07-01*2011-09-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.68*0.2**7400475.1*3471*0.0*70988713*false*9.6007***1.34*0.12*-20.1*30.92*1.58
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 1 2011*2011-01-01*2011-06-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*1.1*0.07**4451496.71*2522*0.0*53440578*false*12.0051***1.12*0.1*-0.15*13.76*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 1 2011*2011-01-01*2011-03-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.65*0.01**4498065.48*2629*0.0*54081490*false*12.0233***0.55*0.05*8.51*17.14*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 2 2010*2010-07-01*2010-12-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.74*0.0**4742446.11*2763*0.0*52546306*false*11.08***1.13*0.1*-2.39*17.62*0.64
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 2 2012*2012-07-01*2012-12-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.6*0.0**6814986.56*3055*0.0*75933784*false*11.1422*1.13**1.13*0.1*9.57*10.66*0.65
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 3 2012*2012-07-01*2012-09-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.3*0.0**6756677.55*3114*0.0*68711375*false*10.1694*0.57**0.57*0.05*8.29*30.02*0.65
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 1 2012*2012-01-01*2012-06-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.85*0.07**7137556.27*3217*0.0*67028771*false*9.391*1.12**1.12*0.1*-7.55*27.33*0.67
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 1 2012*2012-01-01*2012-03-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.45*0.09**7013837.87*3294*0.0*71244316*false*10.1577*0.56**0.56*0.05*4.66*16.89*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 2 2013*2013-07-01*2013-12-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*7 (escala 1 a 7)*0.49*0.0**9323644.9*3918*0.0*141474447*false*15.1737*1.13**1.13*0.1*11.02*13.64*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 3 2013*2013-07-01*2013-09-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*7 (escala 1 a 7)*0.23*0.0**8116929.69*3352*0.0*110938925*false*13.6676*0.57**0.57*0.05*19.16*15.77*0.65
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 1 2013*2013-01-01*2013-06-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*7 (escala 1 a 7)*0.79*0.01**7977497.47*3299*0.0*91498978*false*11.4696*1.12**1.12*0.1*-0.05*16.82*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 1 2013*2013-01-01*2013-03-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*7 (escala 1 a 7)*0.49*0.01**7674600.02*3264*0.0*88067020*false*11.4751*0.55**0.55*0.05*2.99*16.36*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*FONCAIXA I BOLSA ESPAÑA SELECC*82619065*Semester 2 2014*2014-07-01*2014-12-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*7 (escala 1 a 7)*0.34*0.0**12473699.33*5699*0.0*202190472*false*16.2093*1.13**1.13*0.1*-3.27*23.61*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 3 2014*2014-07-01*2014-09-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*7 (escala 1 a 7)*0.13*0.0**12501699.4*5685*0.0*209493773*false*16.7572*0.57**0.57*0.05*-1.95*14.91*0.63
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Semester 1 2014*2014-01-01*2014-06-30*2098*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*7 (escala 1 a 7)*0.63*0.0**12072244.27*5463*0.0*206324269*false*17.0908*1.12**1.12*0.1*4.94*11.28*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*BARCLAYS BOLSA ESPAÑA SELECCIO*82619065*Trimester 1 2014*2014-01-01*2014-03-31*2098*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*7 (escala 1 a 7)*0.45*0.01**11410504.18*4982*0.0*185828268*false*16.2857*0.55**0.55*0.05*7.33*16.08*0.61
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*FONCAIXA BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 2 2015*2015-07-01*2015-12-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*1.21*0.01**9131224.86*4441*0.0*136231271*false*14.9193*1.14*0.0*1.14*0.1*3.35*18.43*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*FONCAIXA BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2015*2015-07-01*2015-09-30*2098*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*0.59*0.01**10252020.74*4826*0.0*148002168*false*14.4364*0.57*0.0*0.57*0.05*-16.74*28.63*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*FONCAIXA I BOLSA ESPAÑA SELECCION, FI*82619065*Semester 1 2015*2015-01-01*2015-06-30*2098*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*0.15*0.02**11133807.7*5094*0.0*193050412*false*17.3391*1.12*0.0*1.12*0.1*-6.49*17.87*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*FONCAIXA I BOLSA ESPAÑA SELECCION, FI*82619065*Trimester 1 2015*2015-01-01*2015-03-31*2098*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*0.12*0.03**11840004.5*5421*0.0*219551616*false*18.5432*0.55*0.0*0.55*0.05*14.4*17.97*0.61
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 2 2016*2016-07-01*2016-12-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.48*-0.12**6872215.41*3777*0.0*104172127*false*15.1584*1.13*0.0*1.13*0.1*9.53*13.34*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2016*2016-07-01*2016-09-30*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*0.15*0.01**7287020.33*3949*0.0*100852802*false*13.8401*0.57*0.0*0.57*0.05*9.02*18.69*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 1 2016*2016-01-01*2016-06-30*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*1.17*0.01**7293507.69*4008*0.0*92589024*false*12.6947*1.12*0.0*1.12*0.1*-8.87*35.44*0.61
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*FONCAIXA BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 1 2016*2016-01-01*2016-03-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*7 - Muy alto*0.73*0.01**8341058.0*4151*0.0*116196152*false*13.9306*0.56*0.0*0.56*0.05*-6.63*31.19*0.61
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 1 2016*2016-01-01*2016-12-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*1.6*26.16*[]
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 1 2016*2016-01-01*2016-12-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*"[<iic-com:rentabilidadiic contextref=""FIM_e22017_V82619065_dpy"" decimals=""2"" unitref=""pure"">1.60</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_e22017_V82619065_dpy"" decimals=""2"" unitref=""pure"">26.16</iic-com-fon:volatilidadvalorliquidativo>]"*[]
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2017*2017-07-01*2017-09-30*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.13*-0.36**8546887.99*4695*0.0*145933322*false*17.0744*0.57*0.0*0.57*0.05*-0.81*10.56*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2017*2017-07-01*2017-09-30*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.13*-0.36**2339217.78*180*0.0*24230673*false*10.3585*0.15*0.0*0.15*0.01*-0.35*10.56*0.16
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 1 2017*2017-01-01*2017-06-30*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.84*-0.35**8257218.23*4477*0.0*142131899*false*17.213*1.12*0.0*1.12*0.1*[]*[]*[]
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Semester 1 2017*2017-01-01*2017-06-30*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.84*-0.35**2067359.07*164*0.0*21490101*false*10.395*0.19*0.0*0.19*0.02*[]*[]*[]
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 1 2017*2017-01-01*2017-03-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.39*-0.34**6831468.54*3735*0.0*114664724*false*16.7848*0.56*0.0*0.56*0.05*10.73*10.95*0.61
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 1 2017*2017-01-01*2017-03-31*2098*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*6 - Alto*0.39*-0.34**363606.78*38*0.0*3669289*false*10.0914*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12017_V82619065_da"" decimals=""2"" unitref=""pure"">10.73</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12017_V82619065_da"" decimals=""2"" unitref=""pure"">10.95</iic-com-fon:volatilidadvalorliquidativo>]"*0.01
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2018*2018-07-01*2018-09-30*2098*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*6 - Alto*0.26*-0.36**7764874.47*4376*0.0*131078231*false*16.8809*0.57*0.0*0.57*0.05*-2.22*9.42*0.62
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2018*2018-07-01*2018-09-30*2098*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*6 - Alto*0.26*-0.36**4624934.45*409*0.0*48233375*false*10.429*0.15*0.0*0.15*0.01*-1.77*9.42*0.16
CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*CAIXABANK BOLSA ALL CAPS ESPAÑA, FI*82619065*Trimester 3 2018*2018-07-01*2018-09-30*2098*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*6 - Alto*0.26*-0.36**100.0*1*0.0*942*false*9.428*0.29*0.0*0.29*0.0*-1.9*9.42*0.29
