fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
FONDITEL ALBATROS, FI*Fonditel Albatros*83676551*Semester 2 2009*2009-07-01*2009-12-31*2812*gestion@fonditel.es*n.d.*Alto*0.83*0.3**20633611.22*485*0.0*166914800*false *8.0895***0.69*0.06*2.69*5.54*0.38*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*Fonditel Albatros*83676551*Trimester 3 2009*2009-07-01*2009-09-30*2812*gestion@fonditel.es*n.d.*Alto*0.31*0.28**20211454.43*503*0.0*159220433*false *7.8777***0.34*0.03*3.34*4.4*0.37*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*Fonditel Albatros*83676551*Semester 1 2009*2009-01-01*2009-06-30*2812*gestion@fonditel.es*n.d.*Alto*0.75*0.92**19338597.12*514*0.0*147427119*false*7.6235***0.67*0.05*1.95*4.88*0.39*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*FONDITEL ALBATROS FI CLASE A*83676551*Semester 2 2010*2010-07-01*2010-12-31*2812*gestion@fonditel.es*n.d.*Alto*0.84*0.43**6523571.23*366*0.0*52945075*false *8.116*[]*[]*0.59*0.05*[]*[]*[]*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*FONDITEL ALBATROS FI CLASE B*83676551*Semester 2 2010*2010-07-01*2010-12-31*2812*gestion@fonditel.es*n.d.*Alto*0.84*0.43**15727365.72*4*0.0*128268626*false *8.1558*[]*[]*0.16*0.05*[]*[]*[]*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*FONDITEL ALBATROS FI CLASE A*83676551*Trimester 3 2010*2010-07-01*2010-09-30*2812*gestion@fonditel.es*n.d.*Alto*0.38*0.36**6485896.42*397*0.0*51775325*false *7.9828*[]*[]*0.22*0.02*[]*[]*0.25*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*FONDITEL ALBATROS FI CLASE B*83676551*Trimester 3 2010*2010-07-01*2010-09-30*2812*gestion@fonditel.es*n.d.*Alto*0.38*0.36**15148644.87*4*0.0*121208783*false *8.0013*[]*[]*0.07*0.03*[]*[]*"[<iic-com:ratiototalgastos contextref=""FIM_T32010_V-83676551_da"" decimals=""2"" unitref=""pure"">0.25</iic-com:ratiototalgastos>]"*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*Fonditel Albatros*83676551*Semester 1 2010*2010-01-01*2010-06-30*2812*gestion@fonditel.es*n.d.*Alto*1.37*0.25**20980064.06*421*0.0*158919005*false *7.5748***0.67*0.05*-5.26*10.29*0.37*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*Fonditel Albatros*83676551*Trimester 1 2010*2010-01-01*2010-03-31*2812*gestion@fonditel.es*n.d.*Alto*0.89*0.11**20953648.44*463*0.0*167522466*false *7.9949***0.33*0.03*-1.17*5.93*0.36*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
FONDITEL ALBATROS, FI*FONDITEL ALBATROS FI CLASE A*83676551*Semester 2 2011*2011-07-01*2011-12-31*2812*gestion@fonditel.es*n.d.*Alto*0.48*0.93**6886737.05*310*0.0*53408949*false *7.7553*0.68*-0.17*0.51*0.06*[]*[]*[]*FONDITEL GESTION, SGIIC, SA*BANCO INVERSIS, S.A.*
