fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2009*2009-07-01*2009-12-31*4013*info@duxinversores.com*A1*Muy Alto*1.46*0.49***0.0**false****0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2009*2009-07-01*2009-09-30*4013*info@duxinversores.com*A1*Muy Alto***************
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2009*2009-01-01*2009-06-30*4013*info@duxinversores.com*P-1*Muy Alto*1.85*1.28***0.0**false****0.74*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2010*2010-07-01*2010-12-31*4013*info@duxinversores.com*A1*Muy Alto*0.47*0.73***0.0**false****0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2010*2010-07-01*2010-09-30*4013*info@duxinversores.com*A1*Muy Alto*0.28*0.62***0.0**false****0.13*0.03*5.23*9.48*0.16
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2010*2010-01-01*2010-06-30*4013*info@duxinversores.com*A1*Muy Alto*1.03*0.41***0.0**false****0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2010*2010-01-01*2010-03-31*4013*info@duxinversores.com*A1*Muy Alto*0.44*0.4***0.0**false****0.12*0.03*-0.14*10.59*0.16
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2011*2011-07-01*2011-12-31*4013*info@duxinversores.com*A2  (MOODYS)*Muy Alto*0.07*1.27***0.0**false**0.25**0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2011*2011-07-01*2011-09-30*4013*info@duxinversores.com*A2  (MOODYS)*Muy Alto*0.05*1.36***0.0**false****0.13*0.03*-13.22*17.9*0.16
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2011*2011-01-01*2011-06-30*4013*info@duxinversores.com*A2  (MOODYS)*Muy Alto*0.55*1.01***0.0**false****0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2011*2011-01-01*2011-03-31*4013*info@duxinversores.com*A2  (MOODYS)*Muy Alto*0.47*0.83***0.0**false****0.12*0.03*1.25*7.92*0.16
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2012*2012-07-01*2012-12-31*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.48*0.14***0.0**false**0.25**0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2012*2012-07-01*2012-09-30*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.4*0.15***0.0**false**0.13**0.13*0.03*3.0*7.22*0.16
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2012*2012-01-01*2012-06-30*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.41*0.5***0.0**false**0.25**0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2012*2012-01-01*2012-03-31*4013*info@duxinversores.com*A2  (MOODYS)*Muy Alto*0.33*0.61***0.0**false**0.12**0.12*0.03*7.39*7.02*0.16
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2013*2013-07-01*2013-12-31*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.12*0.14***0.0**false**0.25**0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2013*2013-07-01*2013-09-30*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.07*0.12***0.0**false**0.13**0.13*0.03*6.51*5.78*0.17
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2013*2013-01-01*2013-06-30*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.0*0.11***0.0**false**0.25**0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2013*2013-01-01*2013-03-31*4013*info@duxinversores.com*Ba1 (MOODYS)*Muy Alto*0.0*0.11***0.0**false**0.13**0.13*0.03*5.4*5.41*0.17
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2014*2014-07-01*2014-12-31*4013*info@duxinversores.com*Baa3(MOODYS)*6, en una escala del 1 al 7*0.0*0.04***0.0**false**0.45**0.45*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2014*2014-07-01*2014-09-30*4013*info@duxinversores.com*Baa3(MOODYS)*6, en una escala del 1 al 7*0.0*0.07***0.0**false**0.14**0.14*0.03*1.2*8.21*0.18
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2014*2014-01-01*2014-06-30*4013*info@duxinversores.com*Baa3(MOODYS)*6, en una escala del 1 al 7*0.45*0.21***0.0**false**0.25**0.25*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2014*2014-01-01*2014-03-31*4013*info@duxinversores.com*Ba1 (MOODYS)*6, en una escala del 1 al 7*0.41*0.21***0.0**false**0.12**0.12*0.03*3.21*8.97*0.17
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2015*2015-07-01*2015-12-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.01*0.0***0.0**false**0.63**0.63*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2015*2015-07-01*2015-09-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.32**0.32*0.03*-7.92*17.83*0.36
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2015*2015-01-01*2015-06-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.08*0.0***0.0**false**0.62**0.62*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2015*2015-01-01*2015-03-31*4013*info@duxinversores.com*Baa3(MOODYS)*6, en una escala del 1 al 7*0.18*0.0***0.0**false**0.31**0.31*0.03*10.47*10.01*0.35
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2016*2016-07-01*2016-12-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.63**0.63*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2016*2016-07-01*2016-09-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.31**0.31*0.03*3.35*8.67*0.37
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2016*2016-01-01*2016-06-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.62**0.62*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2016*2016-01-01*2016-03-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.31**0.31*0.03*-6.48*18.26*0.36
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2017*2017-07-01*2017-12-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.15*0.0***0.0**false**0.63**0.63*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2017*2017-07-01*2017-09-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.02*0.0***0.0**false**0.32**0.32*0.03*2.1*7.38*0.36
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2017*2017-01-01*2017-06-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.23*0.0***0.0**false**0.62**0.62*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2017*2017-01-01*2017-03-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.31**0.31*0.03*4.2*5.73*0.36
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 2 2018*2018-07-01*2018-12-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.63**0.63*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 3 2018*2018-07-01*2018-09-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.32**0.32*0.03*-0.11*5.55*0.36
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Semester 1 2018*2018-01-01*2018-06-30*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.62**0.62*0.06***
ABANDO EQUITIES, FI*ABANDO EQUITIES, FI*85439560*Trimester 1 2018*2018-01-01*2018-03-31*4013*info@duxinversores.com*Baa1(MOODYS)*6, en una escala del 1 al 7*0.0*0.0***0.0**false**0.31**0.31*0.03*-1.77*9.2*0.36
