fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2011 S2*2011-07-01*2011-12-31*ALTO*1.34*0.7**4637908.09*119*0.0*3944312*false*0.8505*0.67**0.67*0.06*7.43*27.32*0.58
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2011 T3*2011-07-01*2011-09-30*ALTO*0.9*0.31**4007991.43*117*0.0*3172950*false*0.7917***0.33*0.03*-20.29*35.26*0.48
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2011 S1*2011-01-01*2011-06-30*ALTO*0.0*0.05**300000.0*1*0.0*297933*false*0.9931***0.34*0.03*-0.18*16.29*0.52
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2011 T1*2011-01-01*2011-03-31*ALTO*0.0*0.01**300000.0*1*0.0*298460*false*0.9949***0.01*0.0***0.02
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2012 S2*2012-07-01*2012-12-31*ALTO*0.64*0.19**4860281.59*121*0.0*4623402*false*0.9513*0.68**0.68*0.06*3.49*10.95*0.4
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2012 T3*2012-07-01*2012-09-30*ALTO*0.27*0.31**4716079.45*120*0.0*4335125*false*0.9192*0.34**0.34*0.03*6.3*15.72*0.4
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2012 S1*2012-01-01*2012-06-30*ALTO*0.71*0.37**4637908.09*119*0.0*4010460*false*0.8647*0.67**0.67*0.06*-4.47*18.56*0.4
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2012 T1*2012-01-01*2012-03-31*ALTO*0.3*0.51**4637908.09*119*0.0*4198278*false*0.9052*0.34**0.34*0.03*6.44*13.35*0.41
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2013 S2*2013-07-01*2013-12-31*ALTO*0.41*0.05**5398589.69*126*0.0*6317875*false*1.1703*0.68**0.68*0.06*8.23*11.1*0.39
ACACIA REINVERPLUS EUROPA FI*ACACIA REINVERPLUS EUROPA FI*2013 T3*2013-07-01*2013-09-30*ALTO*0.21*0.04**4855307.05*120*0.0*5249737*false*1.0812*0.34**0.34*0.03*10.73*12.49*0.4
