fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2009 S2*2009-07-01*2009-12-31*Medio*1.16*0.04**33156.85*1322*0.0*19279378*false*581.4599***0.93*0.1*0.57*9.84*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2009 T3*2009-07-01*2009-09-30*Medio*0.69*0.13**34379.34*1359*0.0*19877107*false*578.1701***0.47*0.05*10.65*9.52*0.54*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2009 S1*2009-01-01*2009-06-30*MEDIO*4.05*1.27**36246.39*1412*0.0*18938696*false*522.4988***0.92*0.1*9.34*12.97*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 S2*2010-07-01*2010-12-31*Medio alto*0.58*0.1**27385.76*1131*0.0*14681863*false*536.1131***0.93*0.1*-2.75*10.3*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 T3*2010-07-01*2010-09-30*Medio alto*0.24*0.03**29882.34*1196*0.0*16472573*false*551.2478***0.47*0.05*5.96*11.88*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 S1*2010-01-01*2010-06-30*Medio*0.98*0.01**31442.6*1239*0.0*16357858*false*520.2451***0.92*0.1*-7.68*22.99*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 T1*2010-01-01*2010-03-31*Medio*0.6*0.02**32099.98*1280*0.0*18088475*false*563.5042***0.46*0.05*-3.09*10.66*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2011 T3*2011-07-01*2011-09-30*Medio alto*0.23*1.1**23857.39*994*0.0*11755185*false*492.7273***0.47*0.05*-10.83*19.75*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2011 S1*2011-01-01*2011-06-30*Medio alto*0.77*0.56**25145.15*1044*0.0*13895185*false*552.5989***0.92*0.1*-0.77*9.15*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2011 T1*2011-01-01*2011-03-31*Medio alto*0.49*0.27**26093.5*1079*0.0*14531159*false*556.8881***0.46*0.05*3.88*9.87*0.51*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2012 S2*2012-07-01*2012-12-31*5, de una*1.02*0.11**18553.35*779*0.0*9501218*false*512.1027*0.93*0.0*0.93*0.1*5.04*8.97*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2012 T3*2012-07-01*2012-09-30*5, de una*0.25*0.12**19666.48*836*0.0*9587973*false*487.5285*0.47*0.0*0.47*0.05*5.43*17.07*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2012 S1*2012-01-01*2012-06-30*Medio alto*0.77*0.25**20735.17*885*0.0*9588353*false*462.4198*0.92*0.0*0.92*0.1*-6.82*15.86*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2012 T1*2012-01-01*2012-03-31*Medio alto*0.45*0.3**22016.21*928*0.0*10925438*false*496.2452*0.46*0.0*0.46*0.05*-0.33*10.74*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Novagalicia Mix, F.I.*2013 T3*2013-07-01*2013-09-30*5, de una escala del 1 al 7*1.29*0.08**23939.35*1026*0.0*13153772*false*549.4624*0.47*0.0*0.47*0.05***0.51*False
ABANCA RENTA VARIABLE MIXTA, FI*Novagalicia Mix, F.I.*2013 S1*2013-01-01*2013-06-30*5, de una escala del 1 al 7*1.45*0.11**15674.98*678*0.0*8129865*false*518.6523*0.92*0.0*0.92*0.1*0.88*10.37*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Novagalicia Mix, F.I.*2013 T1*2013-01-01*2013-03-31*5, de una*0.92*0.09**17602.93*727*0.0*9050368*false*514.1399*0.46*0.0*0.46*0.05*0.4*10.81*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Mix, F.I.*2014 T3*2014-07-01*2014-09-30*5, de una escala del 1 al 7*0.95*0.39**19623.04*867*0.0*11664482*false*594.428*0.47*0.0*0.47*0.05*-0.48*3.79*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Mix, F.I.*2014 S1*2014-01-01*2014-06-30*5, de una escala del 1 al 7*2.12*0.02**20679.34*898*0.0*12351595*false*597.2915*0.92*0.0*0.92*0.1*1.74*5.06*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Novagalicia Mix, F.I.*2014 T1*2014-01-01*2014-03-31*5, de una escala del 1 al 7*0.68*0.04**21540.21*929*0.0*12646086*false*587.0921*0.46*0.0*0.46*0.05*2.25*6.1*0.52*False
