fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 2 2009*2009-07-01*2009-12-31*416*bsinversion@bancsabadell.com*A*Elevado*0.72*0.36**1182152.96*2192**12198000*false*10.3183***0.71*0.05*0.81*8.08*0.4*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 3 2009*2009-07-01*2009-09-30*416*bsinversion@bancsabadell.com*A*Elevado*0.0*0.35**1237039.26*1721**12661000*false*10.2351***0.35*0.03*-0.29*9.65*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 1 2009*2009-01-01*2009-06-30*416*bsinversion@bancsabadell.com*A*Elevado*0.69*1.03**1316646.93*1780*0.0*13515000*false*10.2648***0.7*0.05*-3.69*9.28*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 2 2010*2010-07-01*2010-12-31*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.0*0.54**1395890.68*3414**15646000*false*11.2088***0.71*0.05*-0.49*6.19*0.37*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 3 2010*2010-07-01*2010-09-30*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.0*0.47**1412923.19*3590**15915000*false*11.2639***0.35*0.03*-3.63*6.17*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 1 2010*2010-01-01*2010-06-30*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.41*0.35**1683144.33*3659**19672000*false*11.6876***0.69*0.05*8.35*6.33*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 1 2010*2010-01-01*2010-03-31*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.45*0.33**1231800.38*2233**13287000*false*10.7866***0.34*0.02*4.54*7.13*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 2 2011*2011-07-01*2011-12-31*416*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Elevado*0.73*1.12**799558.3*522**9323000*false*11.6606*0.71*0.0*0.71*0.05*2.96*6.73*0.4*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 3 2011*2011-07-01*2011-09-30*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.51*1.02**817047.02*545**9254000*false*11.3257***0.35*0.03*5.35*6.37*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 1 2011*2011-01-01*2011-06-30*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.29*0.88**893561.12*591**9606000*false*10.7507***0.7*0.05*-0.07*6.38*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 1 2011*2011-01-01*2011-03-31*416*bsinversion@bancsabadell.com*A (Standard & Poor's)*Elevado*0.24*0.67**1190501.55*3281**12808000*false*10.7583***0.35*0.02*-4.02*6.19*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 3 2012*2012-07-01*2012-09-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Elevado*0.19*0.26**1300381.98*2340**15832000*false*12.1746*0.35*0.0*0.35*0.03*-0.3*6.54*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 1 2012*2012-01-01*2012-06-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Elevado*0.12*0.4**1164444.09*2429**14219000*false*12.2113*0.69*0.0*0.69*0.05*6.38*6.58*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 1 2012*2012-01-01*2012-03-31*416*bsinversion@bancsabadell.com*BBB- (Standard & Poor's)*Elevado*0.45*0.43**773793.11*496**8883000*false*11.4793*0.35*0.0*0.35*0.02*-1.55*6.92*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Semester 2 2011*2011-07-01*2011-12-31*416*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Elevado*0.73*1.12**799558.3*522**9323000*false*11.6606*0.71*0.0*0.71*0.05*2.96*6.73*0.4*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Semester 2 2013*2013-07-01*2013-12-31*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*4, en una escala del 1 al 7*0.32*0.14**776296.38*581**8755000*false*11.2784*0.71*0.0*0.71*0.05*-2.84*5.13*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Trimester 3 2013*2013-07-01*2013-09-30*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.16**842940.37*625**9785000*false*11.608*0.35*0.0*0.35*0.03***0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Semester 1 2013*2013-01-01*2013-06-30*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Elevado*0.43*0.13**1002970.51*657**11765000*false*11.7302*0.7*0.0*0.7*0.05*-2.9*5.74*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BS BONOS INTERNACIONAL, F.I.*80645740*Trimester 1 2013*2013-01-01*2013-03-31*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Elevado*0.45*0.11**1271657.96*2331**15363000*false*12.0809*0.35*0.0*0.35*0.02*0.99*5.99*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Trimester 3 2014*2014-07-01*2014-09-30*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.08**878378.29*624**11009000*false*12.5328*0.35*0.0*0.35*0.03*5.26*3.74*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Semester 1 2014*2014-01-01*2014-06-30*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.25**788711.95*559**9391000*false*11.9066*0.69*0.0*0.69*0.05*2.56*3.78*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Trimester 1 2014*2014-01-01*2014-03-31*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*4, en una escala del 1 al 7*0.11*0.23**754503.61*564**8759000*false*11.6089*0.35*0.0*0.35*0.02*2.93*4.34*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, F.I.*80645740*Semester 2 2013*2013-07-01*2013-12-31*416*bsinversion@bancsabadell.com*BB (Standard & Poor's)*4, en una escala del 1 al 7*0.32*0.14**776296.38*581**8755000*false*11.2784*0.71*0.0*0.71*0.05*-2.84*5.13*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, FI - BASE*80645740*Trimester 3 2015*2015-07-01*2015-09-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.09*0.0**839597.22*817*[]*11247000*false*13.3955*0.35*0.0*0.35*0.03*0.25*8.49*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, FI - PLUS*80645740*Trimester 3 2015*2015-07-01*2015-09-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.09*0.0**316274.37*22*[]*4253000*false*13.4457*0.23*0.0*0.23*0.03*0.38*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-80645740_da"" decimals=""2"" unitref=""pure"">8.49</iic-com-fon:volatilidadvalorliquidativo>]"*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, FI - PREMIER*80645740*Trimester 3 2015*2015-07-01*2015-09-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.09*0.0**69670.71*1*[]*940000*false*13.4867*0.15*0.0*0.15*0.03*0.46*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-80645740_da"" decimals=""2"" unitref=""pure"">8.49</iic-com-fon:volatilidadvalorliquidativo>]"*0.18*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, FI - CARTERA*80645740*Trimester 3 2015*2015-07-01*2015-09-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.09*0.0**0.0*0*[]*0*false*13.5005*0.0*0.0*0.0*0.0*0.32*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-80645740_da"" decimals=""2"" unitref=""pure"">8.49</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL BONOS INTERNACIONAL, FI*SABADELL BONOS INTERNACIONAL, FI - BASE*80645740*Semester 1 2015*2015-01-01*2015-06-30*416*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*4, en una escala del 1 al 7*0.0*0.01**870740.88*821*[]*11635000*false*13.3617*0.69*0.0*0.69*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
