fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2011*2011-07-01*2011-12-31*4335*info@acacia-inversion.com*A1*MEDIO/ALTO*0.34*0.89***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2011*2011-07-01*2011-09-30*4335*info@acacia-inversion.com*A1*MEDIO/ALTO*0.12*1.13***0.0**false****0.25*0.03*-6.02*9.98*0.32
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2011*2011-01-01*2011-06-30*4335*info@acacia-inversion.com*A1*MEDIO/ALTO*0.0*0.75***0.0**false****0.25*0.03***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2011*2011-01-01*2011-03-31*4335*info@acacia-inversion.com*A1*MEDIO/ALTO*0.0*0.0***0.0**false****0.01*0.0***0.01
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2012*2012-07-01*2012-12-31*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.31*0.17***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2012*2012-07-01*2012-09-30*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.14*0.25***0.0**false**0.25**0.25*0.03*3.69*5.83*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2012*2012-01-01*2012-06-30*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.44*0.36***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2012*2012-01-01*2012-03-31*4335*info@acacia-inversion.com*A1*MEDIO/ALTO*0.21*0.47***0.0**false**0.25**0.25*0.03*3.15*4.73*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2013*2013-07-01*2013-09-30*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.13*0.03***0.0**false**0.25**0.25*0.03*3.22*3.86*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2013*2013-01-01*2013-06-30*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.35*0.09***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2013*2013-01-01*2013-03-31*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.18*0.07***0.0**false**0.25**0.25*0.03*1.46*3.74*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2012*2012-07-01*2012-12-31*4335*info@acacia-inversion.com*Ba1*MEDIO/ALTO*0.31*0.17***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2014*2014-07-01*2014-12-31*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.16*0.04***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2014*2014-07-01*2014-09-30*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.07*0.07***0.0**false**0.25**0.25*0.03*0.58*3.82*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2014*2014-01-01*2014-06-30*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.31*0.13***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2014*2014-01-01*2014-03-31*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.25*0.06***0.0**false**0.25**0.25*0.03*0.73*4.48*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2015*2015-07-01*2015-09-30*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.21*0.08***0.0**false**0.25**0.25*0.03*-2.71*8.03*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2015*2015-01-01*2015-06-30*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.22*0.02***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2015*2015-01-01*2015-03-31*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.12*0.0***0.0**false**0.25**0.25*0.03*5.49*4.95*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2014*2014-07-01*2014-12-31*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.16*0.04***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2016*2016-07-01*2016-12-31*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.18*0.0***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2016*2016-07-01*2016-09-30*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.14*0.0***0.0**false**0.25**0.25*0.03*1.1*3.16*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2016*2016-01-01*2016-06-30*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.5*0.06***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2016*2016-01-01*2016-03-31*4335*info@acacia-inversion.com*Baa3(MOODYS)*MEDIO/ALTO*0.27*0.12***0.0**false**0.25**0.25*0.03*-1.92*7.55*0.3
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 2 2017*2017-07-01*2017-12-31*4335*info@acacia-inversion.com*Baa1(MOODYS)*MEDIO/ALTO*0.2*0.01***0.0**false**0.5**0.5*0.05***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 3 2017*2017-07-01*2017-09-30*4335*info@acacia-inversion.com*Baa1(MOODYS)*MEDIO/ALTO*0.21*0.01***0.0**false**0.25**0.25*0.03*0.7*2.13*0.29
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Semester 1 2017*2017-01-01*2017-06-30*4335*info@acacia-inversion.com*Baa1(MOODYS)*MEDIO/ALTO*0.2*0.0***0.0**false**0.5**0.5*0.06***
ACACIA BONOMIX FI*ACACIA BONOMIX FI*95644183*Trimester 1 2017*2017-01-01*2017-03-31*4335*info@acacia-inversion.com*Baa1(MOODYS)*MEDIO/ALTO*0.0*0.0***0.0**false**0.25**0.25*0.03*1.28*2.15*0.34
