fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2011*2011-07-01*2011-12-31*4337*info@acacia-inversion.com*A1*MUY ALTO*0.12*0.79***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2011*2011-07-01*2011-09-30*4337*info@acacia-inversion.com*A1*MUY ALTO*0.1*0.44***0.0**false****0.41*0.03*-20.33*28.9*0.55
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2011*2011-01-01*2011-06-30*4337*info@acacia-inversion.com*A1*MUY ALTO*0.0*0.05***0.0**false****0.42*0.03***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2011*2011-01-01*2011-03-31*4337*info@acacia-inversion.com*A1*MUY ALTO*0.0*0.0***0.0**false****0.01*0.0***0.03
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2012*2012-07-01*2012-12-31*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.25*0.09***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2012*2012-07-01*2012-09-30*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.11*0.14***0.0**false**0.41**0.41*0.03*3.64*13.55*0.5
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2012*2012-01-01*2012-06-30*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.28*0.37***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2012*2012-01-01*2012-03-31*4337*info@acacia-inversion.com*A1*MUY ALTO*0.08*0.56***0.0**false**0.41**0.41*0.03*15.51*11.21*0.48
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2013*2013-07-01*2013-12-31*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.15*0.02***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2013*2013-07-01*2013-09-30*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.05*0.02***0.0**false**0.42**0.42*0.03*5.47*10.15*0.48
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2013*2013-01-01*2013-06-30*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.12*0.1***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2013*2013-01-01*2013-03-31*4337*info@acacia-inversion.com*Ba1*MUY ALTO*0.13*0.03***0.0**false**0.41**0.41*0.03*8.18*12.4*0.47
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2014*2014-07-01*2014-12-31*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.09*0.0***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2014*2014-07-01*2014-09-30*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.05*0.02***0.0**false**0.42**0.42*0.03*7.61*11.16*0.48
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2014*2014-01-01*2014-06-30*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.08*0.04***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2014*2014-01-01*2014-03-31*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.11*0.04***0.0**false**0.41**0.41*0.03*2.82*12.72*0.47
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2015*2015-07-01*2015-09-30*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.36*0.03***0.0**false**0.42**0.42*0.03*-11.61*27.26*0.5
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2015*2015-01-01*2015-06-30*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.44*0.0***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2015*2015-01-01*2015-03-31*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.34*0.0***0.0**false**0.41**0.41*0.03*15.44*15.75*0.48
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2014*2014-07-01*2014-12-31*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.09*0.0***0.0**false**0.83**0.83*0.06***
