fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
FIDEFONDO, FI*FIDEFONDO, F.I.*2009 S2*2009-07-01*2009-12-31*Bajo*1.09*0.34**13550.51*2879**22522000*false*1662.1069***0.48*0.05*-0.18*0.83*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2009 T3*2009-07-01*2009-09-30*Bajo*0.0*0.35**13811.49*2856**22997000*false*1665.0429***0.24*0.03*0.9*0.88*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2009 S1*2009-01-01*2009-06-30*Bajo*0.44*1.03**13903.1*2749*0.0*22943000*false*1650.2019***0.47*0.05*0.48*0.95*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2010 S2*2010-07-01*2010-12-31*Bajo*0.45*0.54**10238.45*2824**16725000*false*1633.5194***0.48*0.05*-1.02*1.84*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2010 T3*2010-07-01*2010-09-30*Bajo*0.02*0.44**10688.09*2831**17639000*false*1650.3268***0.24*0.03*1.27*1.7*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2010 S1*2010-01-01*2010-06-30*Bajo*0.7*0.36**10923.05*2847**17800000*false*1629.5995***0.47*0.05*-2.34*1.68*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2010 T1*2010-01-01*2010-03-31*Bajo*0.62*0.31**12771.99*2869**21312000*false*1668.6647***0.23*0.02*0.4*0.81*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2011 S2*2011-07-01*2011-12-31*Bajo*0.67*1.13**9526.93*2864**16023000*false*1681.8972*0.48*0.0*0.48*0.05*1.0*2.64*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2011 T3*2011-07-01*2011-09-30*Bajo*0.2*1.12**9627.5*2875**16032000*false*1665.2163***0.24*0.03*0.06*2.22*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2011 S1*2011-01-01*2011-06-30*Bajo*0.29*0.81**9582.69*2791**15948000*false*1664.2798***0.47*0.05*0.39*1.33*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2011 T1*2011-01-01*2011-03-31*Bajo*0.15*0.64**9706.7*2800**16092000*false*1657.7991***0.23*0.02*1.49*1.94*0.26*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2012 S2*2012-07-01*2012-12-31*Bajo*0.47*0.16**9274.31*2825**16055000*false*1731.1465*0.48*0.0*0.48*0.05*1.15*3.32*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2012 T3*2012-07-01*2012-09-30*Bajo*0.2*0.2**9258.43*2831**15846000*false*1711.5481*0.24*0.0*0.24*0.03*1.78*3.57*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2012 S1*2012-01-01*2012-06-30*Bajo*0.56*0.29**9299.1*2840**15638000*false*1681.6402*0.47*0.0*0.47*0.05*-1.56*3.23*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2012 T1*2012-01-01*2012-03-31*Bajo*0.07*0.29**9505.11*2857**16237000*false*1708.2387*0.24*0.0*0.24*0.02*1.57*2.66*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2013 S2*2013-07-01*2013-12-31*3, en una escala del 1 al 7*1.29*0.11**9285.92*2797**16543000*false*1781.5495*0.48*0.0*0.48*0.05*0.46*1.41*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2013 T3*2013-07-01*2013-09-30*Bajo*0.32*0.1**9204.07*2802**16323000*false*1773.4672*0.24*0.0*0.24*0.03*1.2*1.61*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2013 S1*2013-01-01*2013-06-30*Bajo*0.74*0.09**9166.11*2810**16064000*false*1752.5026*0.47*0.0*0.47*0.05*0.2*2.82*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2013 T1*2013-01-01*2013-03-31*Bajo*0.36*0.08**9189.73*2816**16073000*false*1749.0164*0.23*0.0*0.23*0.02*1.03*3.31*0.26*False
FIDEFONDO, FI*FIDEFONDO CLASE BASE*2014 S2*2014-07-01*2014-12-31*3, en una escala del 1 al 7*0.48*0.01**8059.02*2764*[]*14572000*false*1808.1264*0.0*0.0*0.0*0.0*[]*[]*1.1*True
FIDEFONDO, FI*FIDEFONDO CLASE PLUS*2014 S2*2014-07-01*2014-12-31*3, en una escala del 1 al 7*0.48*0.01**1171.49*9*[]*2119000*false*1808.7509*0.0*0.0*0.0*0.0*[]*[]*0.08*True
FIDEFONDO, FI*FIDEFONDO CLASE PREMIER*2014 S2*2014-07-01*2014-12-31*3, en una escala del 1 al 7*0.48*0.01**0.0*0*[]*0*false*1809.4277*0.0*0.0*0.0*0.0*[]*[]*"[<iic-com:ratiototalgastos contextref=""FIM_S22014_V-80475213_daq"" decimals=""2"" unitref=""pure"">1.10</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S22014_V-80475213_daq"" decimals=""2"" unitref=""pure"">.08</iic-com:ratiototalgastos>]"*True
FIDEFONDO, FI*FIDEFONDO, F.I.*2014 T3*2014-07-01*2014-09-30*3, en una escala del 1 al 7*0.27*0.03**9553.73*2762**17305000*false*1811.3127*0.24*0.0*0.24*0.03*0.03*0.98*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2014 S1*2014-01-01*2014-06-30*3, en una escala del 1 al 7*0.64*0.2**9664.57*2772**17500000*false*1810.6968*0.47*0.0*0.47*0.05*0.33*1.11*0.27*False
FIDEFONDO, FI*FIDEFONDO, F.I.*2014 T1*2014-01-01*2014-03-31*3, en una escala del 1 al 7*0.12*0.18**9260.06*2782**16713000*false*1804.7959*0.23*0.0*0.23*0.02*1.3*1.34*0.27*False
FIDEFONDO, FI*FIDEFONDO, FI - BASE*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.3*0.0**7468.29*2790*[]*13470000*false*1803.6147*0.23*0.0*0.23*0.03*0.32*0.86*0.26*True
FIDEFONDO, FI*FIDEFONDO, FI - PLUS*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.3*0.0**1041.83*7*[]*1884000*false*1808.3555*0.15*0.0*0.15*0.03*0.4*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-80475213_da"" decimals=""2"" unitref=""pure"">.86</iic-com-fon:volatilidadvalorliquidativo>]"*0.18*True
