fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GESTIFONSA PATRIMONIO FI*87672606*Semester 2 2016*2016-07-01*2016-12-31*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.04**300000.0*1*0.0*299057*false*0.9969*0.02**0.02*0.0***0.32*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GESTIFONSA PATRIMONIO FI*87672606*Trimester 3 2017*2017-07-01*2017-09-30*5099*fondos@gestifonsa.es*n.d.*alto*3.08*0.05**4396200.7*107*0.0*4662448*false*1.0606*0.25**0.25*0.02*1.91*6.31*0.45*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GESTIFONSA PATRIMONIO FI*87672606*Semester 1 2017*2017-01-01*2017-06-30*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.06**309389.92*2*0.0*321975*false*1.0407*0.5**0.5*0.05*0.09*6.97*0.9*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GESTIFONSA PATRIMONIO FI*87672606*Trimester 1 2017*2017-01-01*2017-03-31*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.07**300000.0*1*0.0*311910*false*1.0397*0.25**0.25*0.02*4.3*4.79*0.83*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GESTIFONSA PATRIMONIO FI*87672606*Semester 2 2016*2016-07-01*2016-12-31*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.04**300000.0*1*0.0*299057*false*0.9969*0.02**0.02*0.0***0.32*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GEST. RENT. VARIB. GLB. CL A*87672606*Semester 2 2018*2018-07-01*2018-12-31*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.02**427887.61*107*0.0*421917*false*0.986*0.51*[]*0.51*0.05*[]*[]*[]*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GEST. RENT. VARIB. GLB. CL B*87672606*Semester 2 2018*2018-07-01*2018-12-31*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.02**245777.0*3*0.0*242954*false*0.9885*0.38*[]*0.38*0.05*[]*[]*[]*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GEST. PATRIMONIO CL. MINORISTA*87672606*Trimester 3 2018*2018-07-01*2018-09-30*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.03**398217.19*109*0.0*440611*false*1.1065*0.25*[]*0.25*0.03*2.71*7.97*0.42*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GEST. PATRIMONIO CL. CARTERA*87672606*Trimester 3 2018*2018-07-01*2018-09-30*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.03**245777.0*3*0.0*272451*false*1.1085*0.19*[]*0.19*0.03*2.77*7.96*0.37*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
GESTIFONSA RENTA VARIABLE GLOBAL, FI*GEST. PATRIMONIO CL. MINORISTA*87672606*Semester 1 2018*2018-01-01*2018-06-30*5099*fondos@gestifonsa.es*n.d.*alto*0.0*0.03**366620.95*107*0.0*394951*false*1.0773*0.47*[]*0.47*0.03*[]*[]*[]*GESTIFONSA, S.G.I.I.C., S.A.*BANCO CAMINOS, S.A.*
