fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2009 S2*2009-07-01*2009-12-31*Bajo*0.0*0.45**1334194.81*437*0.0*138504673*false*103.8114***0.13*0.03*0.1*0.06*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2009 T3*2009-07-01*2009-09-30*Bajo*0.09*0.47**1528127.45*493*0.0*158479985*false*103.7086***0.06*0.01*0.2*0.14*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2009 S1*2009-01-01*2009-06-30*Bajo*0.0*1.77**1640617.17*533*0.0*169802280*false*103.499***0.12*0.02*0.3*0.21*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2010 S2*2010-07-01*2010-12-31*Bajo*0.0*0.04**585354.46*246*0.0*61017446*false*104.2402***0.13*0.03*-0.05*0.45*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2010 T3*2010-07-01*2010-09-30*Bajo*0.0*0.07**658735.11*282*0.0*68700643*false*104.2918***0.06*0.01*0.36*0.19*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2010 S1*2010-01-01*2010-06-30*Bajo*0.0*0.02**780686.83*323*0.0*81130004*false*103.9213***0.12*0.02*0.0*0.16*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2010 T1*2010-01-01*2010-03-31*Bajo*0.0*0.03**1120379.33*379*0.0*116434980*false*103.9246***0.06*0.01*0.11*0.06*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2011 T3*2011-07-01*2011-09-30*MUY BAJO*0.0*1.03**407703.53*190*0.0*43042444*false*105.5729***0.06*0.01*0.33*0.21*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MONET.EURO DEUDA(II),FI*2011 S1*2011-01-01*2011-06-30*Bajo*0.0*0.38**454548.38*211*0.0*47831465*false*105.2285***0.12*0.02*0.21*0.19*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANCAJA LIQ DEUDA PUBLICA, FI*2011 T1*2011-01-01*2011-03-31*Bajo*0.0*0.15**504406.34*223*0.0*52964320*false*105.0033***0.06*0.01*0.73*0.3*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2012 S2*2012-07-01*2012-12-31*MUY BAJO*1.05*0.06**259906.4*164*0.0*28435892*false*109.4082*0.13*0.0*0.13*0.03*0.76*0.59*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2012 T3*2012-07-01*2012-09-30*MUY BAJO*0.22*0.09**313152.77*180*0.0*34003193*false*108.5834*0.06*0.0*0.06*0.01*0.81*0.71*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2012 S1*2012-01-01*2012-06-30*MUY BAJO*0.0*0.29**334236.15*182*0.0*35999105*false*107.7056*0.12*0.0*0.12*0.02*0.1*0.6*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2012 T1*2012-01-01*2012-03-31*MUY BAJO*0.09*0.29**326838.25*168*0.0*35165638*false*107.5934*0.06*0.0*0.06*0.01*1.06*0.53*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2013 S2*2013-07-01*2013-12-31*1, en una escala del 1 al 7*0.1*0.01**276999.08*194*0.0*30660613*false*110.6885*0.13*0.0*0.13*0.03*0.09*0.27*0.09*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2013 T3*2013-07-01*2013-09-30*MUY BAJO*0.0*0.01**231858.78*169*0.0*25640520*false*110.5868*0.06*0.0*0.06*0.01*0.33*0.34*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2013 S1*2013-01-01*2013-06-30*MUY BAJO*0.24*0.01**217159.48*169*0.0*23935166*false*110.2193*0.12*0.0*0.12*0.02*0.22*0.51*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2013 T1*2013-01-01*2013-03-31*MUY BAJO*0.09*0.01**251132.56*167*0.0*27619031*false*109.9779*0.06*0.0*0.06*0.01*0.52*0.57*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2014 S2*2014-07-01*2014-12-31*1, en una escala del 1 al 7*0.01*0.04**250860.25*204*0.0*27939360*false*111.3742*0.13*0.0*0.13*0.03*-0.01*0.15*0.07*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2014 T3*2014-07-01*2014-09-30*1, en una escala del 1 al 7*0.01*0.06**265387.13*206*0.0*29561393*false*111.3897*0.06*0.0*0.06*0.01*0.12*0.19*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2014 T1*2014-01-01*2014-03-31*1, en una escala del 1 al 7*0.0*0.01**254072.29*197*0.0*28217268*false*111.06*0.06*0.0*0.06*0.01*0.34*0.24*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2015 T3*2015-07-01*2015-09-30*1, en una escala del 1 al 7*0.0*0.0**270228.15*210*0.0*30124305*false*111.4773*0.06*0.0*0.06*0.01*0.02*0.1*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2015 S1*2015-01-01*2015-06-30*1, en una escala del 1 al 7*0.0*0.0**277600.26*208*0.0*30939354*false*111.4529*0.12*0.0*0.12*0.02*-0.03*0.12*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2015 T1*2015-01-01*2015-03-31*1, en una escala del 1 al 7*0.0*0.01**232277.1*188*0.0*25894577*false*111.4814*0.06*0.0*0.06*0.01*0.1*0.13*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2016 T3*2016-07-01*2016-09-30*1, en una escala del 1 al 7*0.0*0.0**261797.5*223*0.0*29145052*false*111.3267*0.06*0.0*0.06*0.01*-0.04*0.05*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2016 S1*2016-01-01*2016-06-30*1, en una escala del 1 al 7*0.0*0.0**278874.01*228*0.0*31058924*false*111.3726*0.12*0.0*0.12*0.02*-0.04*0.06*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2016 T1*2016-01-01*2016-03-31*1, en una escala del 1 al 7*0.0*0.0**289340.98*226*0.0*32236520*false*111.4136*0.06*0.0*0.06*0.01*-0.04*0.06*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2015 S2*2015-07-01*2015-12-31*1, en una escala del 1 al 7*0.0*0.0**270584.8*217*0.0*30157705*false*111.4538*0.13*0.0*0.13*0.03*-0.02*0.08*0.08*False
BANKIA RENTA FIJA EURO CP, FI*C. UNIVERSAL BANKIA MONETARIO EURO DEUDA II, FI*2017 T3*2017-07-01*2017-09-30*1, en una escala del 1 al 7*0.3*0.0**245458.21*205*0.0*27268836*false*111.0936*0.06*0.0*0.06*0.01*-0.07*0.11*0.08*True
BANKIA RENTA FIJA EURO CP, FI*C. CARTERA BANKIA MONETARIO EURO DEUDA II, F.I.*2017 T3*2017-07-01*2017-09-30*1, en una escala del 1 al 7*0.3*0.0**76.03*1*0.0*7605*false*100.0238*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T32017_V-98055783_da"" decimals=""2"" unitref=""pure"">-0.07</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32017_V-98055783_da"" decimals=""2"" unitref=""pure"">0.11</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T32017_V-98055783_da"" decimals=""2"" unitref=""pure"">0.08</iic-com:ratiototalgastos>]"*True
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2017 S1*2017-01-01*2017-06-30*1, en una escala del 1 al 7*0.0*0.0**268853.86*227*0.0*29889371*false*111.1733*0.12*0.0*0.12*0.02*-0.04*0.09*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2017 T1*2017-01-01*2017-03-31*1, en una escala del 1 al 7*0.0*0.0**276037.3*220*0.0*30698936*false*111.213*0.06*0.0*0.06*0.01*-0.09*0.08*0.08*False
BANKIA RENTA FIJA EURO CP, FI*BANKIA MON. EURO DEUDA (II)*2016 S2*2016-07-01*2016-12-31*1, en una escala del 1 al 7*0.0*0.0**284002.2*226*0.0*31611916*false*111.3087*0.13*0.0*0.13*0.03*-0.02*0.06*0.08*False
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA UNIVERSAL, FI*2018 T3*2018-07-01*2018-09-30*1, en una escala del 1 al 7*0.0*0.0**909647.41*4712*0.0*100516767*false*110.5008*0.06*0.0*0.06*0.01*-0.12*0.47*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA CARTERA, FI*2018 T3*2018-07-01*2018-09-30*1, en una escala del 1 al 7*0.0*0.0**122750.29*1577*0.0*12247312*false*99.7742*0.0*0.0*0.0*0.0*-0.04*0.47*-0.01*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA UNIVERSAL, FI*2018 S1*2018-01-01*2018-06-30*1, en una escala del 1 al 7*0.0*0.0**962490.67*4783*0.0*106483037*false*110.6328*0.12*0.0*0.12*0.02*-0.22*0.47*0.07*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA CARTERA, FI*2018 S1*2018-01-01*2018-06-30*1, en una escala del 1 al 7*0.0*0.0**600959.67*3008*0.0*59986472*false*99.8178*0.0*0.0*0.0*0.0*-0.16*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12018_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.47</iic-com-fon:volatilidadvalorliquidativo>]"*0.01*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA UNIVERSAL, FI*2018 T1*2018-01-01*2018-03-31*1, en una escala del 1 al 7*0.0*0.0**787966.88*4856*0.0*87362992*false*110.8714*0.06*0.0*0.06*0.01*-0.12*0.36*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA CARTERA, FI*2018 T1*2018-01-01*2018-03-31*1, en una escala del 1 al 7*0.0*0.0**18287.65*300*0.0*1828303*false*99.9747*0.0*0.0*0.0*0.0*-0.04*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-98055783_da"" decimals=""2"" unitref=""pure"">0.36</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA UNIVERSAL, FI*2017 S2*2017-07-01*2017-12-31*1, en una escala del 1 al 7*0.0*0.0**841891.37*5041*0.0*93450194*false*111.0003*0.13*0.0*0.13*0.03*-0.08*0.13*0.07*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA CARTERA, FI*2017 S2*2017-07-01*2017-12-31*1, en una escala del 1 al 7*0.0*0.0**26199.87*182*0.0*2620383*false*100.0151*0.0*0.0*0.0*0.0*-0.01*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S22017_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.13</iic-com-fon:volatilidadvalorliquidativo>]"*0.01*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP UNIVERSAL, FI*2019 S2*2019-07-01*2019-12-31*1, en una escala del 1 al 7*0.0*-0.25**3045199.57*9360*0.0*335042906*false*110.0233*0.13*0.0*0.13*0.03*-0.14*0.13*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP CARTERA, FI*2019 S2*2019-07-01*2019-12-31*1, en una escala del 1 al 7*0.0*-0.25**338808.64*2617*0.0*33785422*false*99.7183*0.0*0.0*0.0*0.0*-0.06*0.13*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP INTERNA, FI*2019 S2*2019-07-01*2019-12-31*1, en una escala del 1 al 7*0.0*-0.25**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S22019_V-98055783_daq"" decimals=""2"" unitref=""pure"">-0.14</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S22019_V-98055783_daq"" decimals=""2"" unitref=""pure"">-0.06</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S22019_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.13</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S22019_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.13</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP UNIVERSAL, FI*2019 T3*2019-07-01*2019-09-30*1, en una escala del 1 al 7*0.0*0.0**2593525.88*8063*0.0*285748457*false*110.1776*0.06*0.0*0.06*0.01*[]*[]*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP CARTERA, FI*2019 T3*2019-07-01*2019-09-30*1, en una escala del 1 al 7*0.0*0.0**573622.09*2847*0.0*57237503*false*99.7826*0.0*0.0*0.0*0.0*[]*[]*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP INTERNA, FI*2019 T3*2019-07-01*2019-09-30*1, en una escala del 1 al 7*0.0*0.0**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*[]*[]*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP UNIVERSAL, FI*2019 S1*2019-01-01*2019-06-30*1, en una escala del 1 al 7*0.0*0.0**2353221.9*7671*0.0*259438714*false*110.2483*0.12*0.0*0.12*0.02*[]*[]*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP CARTERA, FI*2019 S1*2019-01-01*2019-06-30*1, en una escala del 1 al 7*0.0*0.0**419728.16*1885*0.0*41876824*false*99.7713*0.0*0.0*0.0*0.0*[]*[]*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP INTERNA, FI*2019 S1*2019-01-01*2019-06-30*1, en una escala del 1 al 7*0.0*0.0**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*[]*[]*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA UNIVERSAL, FI*2019 T1*2019-01-01*2019-03-31*1, en una escala del 1 al 7*0.0*0.0**2058854.63*6919*0.0*227142726*false*110.3248*0.06*0.0*0.06*0.01*-0.02*0.09*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA MONETARIO EURO DEUDA CARTERA, FI*2019 T1*2019-01-01*2019-03-31*1, en una escala del 1 al 7*0.0*0.0**312512.67*1651*0.0*31177702*false*99.7646*0.0*0.0*0.0*0.0*0.05*0.09*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP UNIVERSAL, FI*2020 S2*2020-07-01*2020-12-31*1, en una escala del 1 al 7*0.0*-0.4**5627395.61*14723*0.0*619136757*false*110.0219*0.13*0.0*0.13*0.03*0.18*0.27*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP CARTERA, FI*2020 S2*2020-07-01*2020-12-31*1, en una escala del 1 al 7*0.0*-0.4**741109.34*3474*0.0*74123533*false*100.017*0.0*0.0*0.0*0.0*0.26*0.27*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP INTERNA, FI*2020 S2*2020-07-01*2020-12-31*1, en una escala del 1 al 7*0.0*-0.4**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S22020_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.18</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S22020_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.26</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S22020_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.27</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S22020_V-98055783_daq"" decimals=""2"" unitref=""pure"">0.27</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP UNIVERSAL, FI*2020 T3*2020-07-01*2020-09-30*1, en una escala del 1 al 7*0.0*-0.31**4819630.14*13238*0.0*529304313*false*109.8226*0.06*0.0*0.06*0.01*0.36*0.33*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP CARTERA, FI*2020 T3*2020-07-01*2020-09-30*1, en una escala del 1 al 7*0.0*-0.31**591062.38*3307*0.0*58964620*false*99.7604*0.0*0.0*0.0*0.0*0.44*0.33*0.0*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP INTERNA, FI*2020 T3*2020-07-01*2020-09-30*1, en una escala del 1 al 7*0.0*-0.31**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T32020_V-98055783_da"" decimals=""2"" unitref=""pure"">0.36</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_T32020_V-98055783_da"" decimals=""2"" unitref=""pure"">0.44</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32020_V-98055783_da"" decimals=""2"" unitref=""pure"">0.33</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32020_V-98055783_da"" decimals=""2"" unitref=""pure"">0.33</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T32020_V-98055783_da"" decimals=""2"" unitref=""pure"">0.08</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32020_V-98055783_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:ratiototalgastos>]"*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP UNIVERSAL, FI*2020 S1*2020-01-01*2020-06-30*1, en una escala del 1 al 7*0.0*-0.25**4358236.45*12027*0.0*476913534*false*109.4281*0.12*0.0*0.12*0.02*0.54*0.46*0.08*True
BANKIA RENTA FIJA EURO CP, FI*PT. BANKIA RENTA FIJA EURO CP CARTERA, FI*2020 S1*2020-01-01*2020-06-30*1, en una escala del 1 al 7*0.0*-0.25**475762.11*3062*0.0*47256023*false*99.327*0.0*0.0*0.0*0.0*0.62*0.46*0.0*True
