fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2009 S2*2009-07-01*2009-12-31*Medio*0.77*0.36**3032661.36*2**19322000*false*6.3712***0.0*0.05*4.15*11.84*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2009 T3*2009-07-01*2009-09-30*Medio*0.57*0.36**2635281.53*1**16120000*false*6.1171***0.0*0.03****False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2009 S1*2009-01-01*2009-06-30*Medio*0.23*1.26**2699394.4*1*0.0*14698000*false*5.4451***0.0*0.05*7.48*11.67*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2010 S2*2010-07-01*2010-12-31*Medio*0.72*0.56**2937773.17*3**20326000*false*6.9187***0.0*0.05*3.38*12.05*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2010 T3*2010-07-01*2010-09-30*Medio*0.31*0.47**2937443.71*2**19659000*false*6.6926***0.0*0.03*4.8*12.17*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2010 S1*2010-01-01*2010-06-30*Medio*1.85*0.34**2971134.69*2**18973000*false*6.3859***0.0*0.05*-4.6*11.88*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2010 T1*2010-01-01*2010-03-31*Medio*1.03*0.33**3023472.26*2**20238000*false*6.6938***0.0*0.02*5.06*10.37*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2011 T3*2011-07-01*2011-09-30*Medio*0.19*1.09**2737220.92*3**16466000*false*6.0157***0.0*0.03*-13.15*13.88*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2011 S1*2011-01-01*2011-06-30*Medio*0.6*0.86**2890092.91*3**20019000*false*6.9267***0.0*0.05*0.05*10.05*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2011 T1*2011-01-01*2011-03-31*Medio*0.53*0.66**3010606.31*3**20843000*false*6.9232***0.0*0.02*0.07*12.23*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2012 T3*2012-07-01*2012-09-30*5, en una escala del 1 al 7*0.64*0.26**2789299.71*2**19102000*false*6.8482*0.0*0.0*0.0*0.03***0.09*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2012 S1*2012-01-01*2012-06-30*Medio*1.49*0.39**2926217.6*2**18946000*false*6.4746*0.0*0.0*0.0*0.05*-4.16*16.18*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2012 T1*2012-01-01*2012-03-31*Medio*0.34*0.4**2405011.96*2**16248000*false*6.756*0.0*0.0*0.0*0.02*6.55*15.78*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2011 S2*2011-07-01*2011-12-31*Medio*0.36*1.18**2539575.66*2**16103000*false*6.3408*0.0*0.0*0.0*0.05*5.4*15.67*0.04*False
INVERSABADELL 70, FI*SABADELL MIX 70, F.I.*2013 S2*2013-07-01*2013-12-31*5, en una escala del 1 al 7*1.73*0.12**3672752.0*2**30657000*false*8.3472*0.0*0.0*0.0*0.05*4.89*8.7*0.03*False
INVERSABADELL 70, FI*SABADELL MIX 70, F.I.*2013 T3*2013-07-01*2013-09-30*5, en una escala del 1 al 7*0.8*0.12**2846274.26*2**22651000*false*7.9582*0.0*0.0*0.0*0.03*5.36*8.38*0.03*False
INVERSABADELL 70, FI*SABADELL MIX 70, F.I.*2013 S1*2013-01-01*2013-06-30*5, en una escala del 1 al 7*1.98*0.08**2764344.89*2**20880000*false*7.5535*0.0*0.0*0.0*0.05*0.61*8.68*0.03*False
INVERSABADELL 70, FI*SABADELL BS MIX 70, F.I.*2013 T1*2013-01-01*2013-03-31*5, en una escala del 1 al 7*0.98*0.08**2714706.54*2**20382000*false*7.5079*0.0*0.0*0.0*0.02*3.86*8.85*0.03*False
INVERSABADELL 70, FI*INVERSABADELL 70, F.I.*2014 S2*2014-07-01*2014-12-31*5, en una escala del 1 al 7*2.16*0.02**5547899.76*2**47887000*false*8.6315*0.0*0.0*0.0*0.05*-0.25*9.56*0.03*False
INVERSABADELL 70, FI*SABADELL MIX 70, F.I.*2014 T3*2014-07-01*2014-09-30*5, en una escala del 1 al 7*0.92*0.05**5873768.92*2**50827000*false*8.6532*0.0*0.0*0.0*0.03*0.26*8.35*0.03*False
