fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2009 T3*2009-07-01*2009-09-30*Muy bajo*0.0*0.23**9546154.86*2612*0.0*80204102*false*8.4017***0.35*0.04*1.37*1.34*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2009 S1*2009-01-01*2009-06-30*Muy bajo*0.0*0.89**6168587.72*1823*0.0*51127894*false*8.2884***0.69*0.07*1.24*1.6*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2010 S2*2010-07-01*2010-12-31*Muy bajo*0.0*0.44**9186050.26*2798*0.0*76418016*false*8.3189***0.71*0.08*-1.47*1.7*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2010 T3*2010-07-01*2010-09-30*Muy bajo*0.0*0.34**11355022.74*3296*0.0*95875201*false*8.4434***0.35*0.04*0.52*0.88*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2010 S1*2010-01-01*2010-06-30*Muy bajo*0.0*0.29**12488607.56*3608*0.0*104900341*false*8.3997***0.69*0.07*-0.83*1.7*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2010 T1*2010-01-01*2010-03-31*Muy bajo*0.0*0.24**14373715.44*3948*0.0*121741323*false*8.4697***0.34*0.04*0.67*0.72*0.38*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2011 T3*2011-07-01*2011-09-30*Muy bajo*0.0*0.95**6286326.8*2135*0.0*54224134*false*8.6257***0.35*0.04*1.75*1.85*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2011 S1*2011-01-01*2011-06-30*Muy bajo*0.29*0.79**6912997.47*2154*0.0*58605393*false*8.4776***0.7*0.07*0.48*1.15*0.39*False
LIBERBANK AHORRO, FI*ASTURFONDO AHORRO FI*2011 T1*2011-01-01*2011-03-31*Muy bajo*0.0*0.58**7442105.59*2331*0.0*62788929*false*8.437***0.35*0.04*1.42*1.54*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2012 T3*2012-07-01*2012-09-30*Muy bajo*0.07*0.16**7535665.74*2605*0.0*67255572*false*8.925*0.35**0.35*0.04*1.44*1.19*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2012 S1*2012-01-01*2012-06-30*Muy bajo*1.21*0.23**7726711.04*2701*0.0*67982561*false*8.7984*0.73**0.73*0.08*-0.69*1.12*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2012 T1*2012-01-01*2012-03-31*Muy bajo*0.64*0.22**7074086.53*2392*0.0*62675394*false*8.8599*0.35**0.35*0.04*1.89*0.85*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2011 S2*2011-07-01*2011-12-31*Muy bajo*0.26*0.91**6304203.52*2166*0.0*54819761*false*8.6957*0.71**0.71*0.08*0.81*2.0*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2013 S2*2013-07-01*2013-12-31*Muy bajo*0.97*0.09**6826847.8*2553*0.0*64160786*false*9.3983*0.71**0.71*0.08*1.61*0.98*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2013 T3*2013-07-01*2013-09-30*Muy bajo*0.43*0.07**6396652.01*2434*0.0*59164450*false*9.2493*0.35**0.35*0.04*0.6*1.36*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2013 S1*2013-01-01*2013-06-30*Muy bajo*1.36*0.09**6368203.95*2451*0.0*58548284*false*9.1938*0.69**0.69*0.07*0.35*2.09*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2013 T1*2013-01-01*2013-03-31*Muy bajo*0.83*0.07**6961635.73*2558*0.0*63781546*false*9.1619*0.35**0.35*0.04*1.02*1.27*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2014 T3*2014-07-01*2014-09-30*Muy bajo*1.14*0.03**28288266.83*9450*0.0*275404719*false*9.7357*0.35**0.35*0.04*0.2*7.94*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2014 S1*2014-01-01*2014-06-30*Muy bajo*0.7*0.17**23645954.39*8026*0.0*229754618*false*9.7164*0.69**0.69*0.07*1.12*1.22*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2014 T1*2014-01-01*2014-03-31*Muy bajo*0.3*0.17**13765917.4*5228*0.0*132277207*false*9.609*0.34**0.34*0.04*2.24*1.1*0.38*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2015 T3*2015-07-01*2015-09-30*Muy bajo*0.26*-0.01**33326595.73*9623*0.0*324953008*false*9.7506*0.26**0.26*0.04*3.83*4.13*1.56*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2015 S1*2015-01-01*2015-06-30*Muy bajo*0.0*0.0**34452194.22*10049*0.0*335401368*false*9.7353*0.53**0.53*0.07*-2.13*2.13*0.3*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2015 T1*2015-01-01*2015-03-31*Muy bajo*0.0*0.0**34417140.0*10329*0.0*342357189*false*9.9473*0.27**0.27*0.04*1.94*1.65*0.31*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2014 S2*2014-07-01*2014-12-31*Muy bajo*2.14*0.03**30726131.87*9862*0.0*299830720*false*9.7582*0.7**0.7*0.08*0.23*1.61*0.39*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2016 T3*2016-07-01*2016-09-30*3, en una escala del 1 al 7*0.05*0.0**32775417.23*8765*0.0*323847057*false*9.8808*0.24**0.24*0.03*0.21*0.64*0.27*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2016 S1*2016-01-01*2016-06-30*Muy bajo*1.18*0.0**32396420.2*8765*0.0*319447365*false*9.8606*0.51**0.51*0.07*0.35*0.92*0.29*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2016 T1*2016-01-01*2016-03-31*Muy bajo*0.61*0.0**33173451.87*8959*0.0*325956444*false*9.8258*0.26**0.26*0.04*0.36*1.96*0.3*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2015 S2*2015-07-01*2015-12-31*Muy bajo*0.55*-0.01**32573137.3*9356*0.0*318910518*false*9.7906*0.53**0.53*0.08*0.41*2.03*0.3*False
LIBERBANK AHORRO, FI*AHORRO A*2017 T3*2017-07-01*2017-09-30*3, en una escala del 1 al 7*0.03*-0.36**21449543.02*6926*0.0*210970577*false*9.8357*0.24*0.0*0.24*0.03*0.14*0.87*0.27*True
LIBERBANK AHORRO, FI*AHORRO C*2017 T3*2017-07-01*2017-09-30*3, en una escala del 1 al 7*0.03*-0.36**1197.89*2*0.0*11783*false*9.8365*0.23*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32017_V-81608549_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.23*0.02*0.15*0.86*0.26*True
LIBERBANK AHORRO, FI*LIBERBANK AHORRO A*2017 S1*2017-01-01*2017-06-30*3, en una escala del 1 al 7*0.0*-0.35**25146906.88*7537*0.0*246991681*false*9.822*0.47*0.0*0.47*0.05*-0.54*0.99*0.26*True
LIBERBANK AHORRO, FI*LIBERBANK AHORRO C*2017 S1*2017-01-01*2017-06-30*3, en una escala del 1 al 7*0.0*-0.35**1197.89*2*0.0*11766*false*9.8221*0.04*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12017_V-81608549_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.04*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12017_V-81608549_daq"" decimals=""2"" unitref=""pure"">-0.54</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12017_V-81608549_daq"" decimals=""2"" unitref=""pure"">0.99</iic-com-fon:volatilidadvalorliquidativo>]"*0.05*True
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2017 T1*2017-01-01*2017-03-31*3, en una escala del 1 al 7*0.0*-0.34**30198257.37*8222*0.0*298224835*false*9.8756*0.23**0.23*0.02*-0.08*0.78*0.26*False
LIBERBANK AHORRO, FI*LIBERBANK AHORRO FI*2016 S2*2016-07-01*2016-12-31*3, en una escala del 1 al 7*0.11*-0.09**31949806.74*8577*0.0*315782145*false*9.8837*0.48**0.48*0.05*0.03*0.86*0.27*False
LIBERBANK AHORRO, FI*CLASE A AHORRO*2018 S2*2018-07-01*2018-12-31*3, en una escala del 1 al 7*0.16*-0.25**10965912.03*4118*0.0*104640648*false*9.5424*0.48*[]*0.48*0.05*-1.75*1.9*0.27*True
LIBERBANK AHORRO, FI*CLASE C AHORRO*2018 S2*2018-07-01*2018-12-31*3, en una escala del 1 al 7*0.16*-0.25**945677.67*2036*0.0*9068866*false*9.5898*0.24*[]*0.24*0.05*-1.63*1.9*0.15*True
LIBERBANK AHORRO, FI*CLASE P AHORRO*2018 S2*2018-07-01*2018-12-31*3, en una escala del 1 al 7*0.16*-0.25**2.05*2*0.0*20*false*9.6331*0.0*[]*0.0*0.0*-1.45*2.0*"[<iic-com:ratiototalgastos contextref=""FIM_S22018_V-81608549_daq"" decimals=""2"" unitref=""pure"">0.27</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S22018_V-81608549_daq"" decimals=""2"" unitref=""pure"">0.15</iic-com:ratiototalgastos>]"*True
LIBERBANK AHORRO, FI*CLASE A AHORRO*2018 T3*2018-07-01*2018-09-30*3, en una escala del 1 al 7*0.0*-0.17**11805004.93*4382*0.0*114649267*false*9.7119*0.24*[]*0.24*0.03*-0.08*0.87*0.27*True
LIBERBANK AHORRO, FI*CLASE C AHORRO*2018 T3*2018-07-01*2018-09-30*3, en una escala del 1 al 7*0.0*-0.17**992839.47*2119*0.0*9678607*false*9.7484*0.12*[]*0.12*0.03*0.04*0.85*0.15*True
LIBERBANK AHORRO, FI*CLASE P AHORRO*2018 T3*2018-07-01*2018-09-30*3, en una escala del 1 al 7*0.0*-0.17**2.05*2*0.0*20*false*9.7748*0.0*[]*0.0*0.0*0.15*1.04*"[<iic-com:ratiototalgastos contextref=""FIM_T32018_V-81608549_da"" decimals=""2"" unitref=""pure"">0.27</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32018_V-81608549_da"" decimals=""2"" unitref=""pure"">0.15</iic-com:ratiototalgastos>]"*True
LIBERBANK AHORRO, FI*AHORRO A FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.0*-0.3**12894722.52*4706*0.0*125334994*false*9.7199*0.47*[]*0.47*0.05*[]*[]*0.26*True
LIBERBANK AHORRO, FI*AHORRO C FI*2018 S1*2018-01-01*2018-06-30*3, en una escala del 1 al 7*0.0*-0.3**961243.94*1846*0.0*9366929*false*9.7446*0.23*[]*0.23*0.05*[]*[]*0.14*True
