fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2009 S2*2009-07-01*2009-12-31*Moderado*0.81*0.32**7769929.55*4689**65322000*false*8.407***0.45*0.05*-0.09*3.04*0.26*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2009 T3*2009-07-01*2009-09-30*Moderado*0.0*0.32**5920628.35*3502**49822000*false*8.4149***0.23*0.03*3.85*3.33*0.26*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2009 S1*2009-01-01*2009-06-30*Moderado*0.0*1.1**5734651.8*3531*0.0*46470000*false*8.1034***0.24*0.05*3.61*2.78*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2010 S2*2010-07-01*2010-12-31*Moderado*0.16*0.57**4866692.03*4192**39458000*false*8.1078***0.45*0.05*-2.18*2.69*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2010 T3*2010-07-01*2010-09-30*Moderado*0.09*0.47**5346716.97*4449**44317000*false*8.2886***0.23*0.03*2.06*2.69*0.26*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2010 S1*2010-01-01*2010-06-30*Moderado*0.88*0.35**5631557.7*4560**45734000*false*8.121***0.45*0.05*-4.25*2.89*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2010 T1*2010-01-01*2010-03-31*Moderado*0.55*0.34**7836001.71*4693**66462000*false*8.4816***0.22*0.02*0.89*2.58*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2011 S2*2011-07-01*2011-12-31*Moderado*0.58*1.18**3290628.41*3451**26964000*false*8.1942*0.45*0.0*0.45*0.05*-0.05*3.46*0.26*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2011 T3*2011-07-01*2011-09-30*Moderado*0.25*1.12**3412369.88*3690**27976000*false*8.1984***0.23*0.03*-0.36*2.64*0.26*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2011 S1*2011-01-01*2011-06-30*Moderado*0.55*0.84**3715380.16*3777**30571000*false*8.2281***0.45*0.05*0.78*2.02*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2011 T1*2011-01-01*2011-03-31*Moderado*0.4*0.63**3977537.2*3899**32474000*false*8.1644***0.22*0.02*0.7*2.55*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2012 T3*2012-07-01*2012-09-30*Moderado*0.0*0.26**2947139.99*3012**25792000*false*8.7516*0.23*0.0*0.23*0.03*3.88*3.6*0.26*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2012 S1*2012-01-01*2012-06-30*Moderado*0.19*0.39**2963306.1*3131**24964000*false*8.4243*0.45*0.0*0.45*0.05*-1.25*3.77*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2012 T1*2012-01-01*2012-03-31*Moderado*0.21*0.41**3013238.83*2976**25705000*false*8.5306*0.22*0.0*0.22*0.02*4.11*3.58*0.25*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2013 S2*2013-07-01*2013-12-31*3, en una escala del 1 al 7*0.09*0.15**3617519.42*1439**33688000*false*9.3125*0.45*0.0*0.45*0.05*0.98*2.6*0.26*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2013 T3*2013-07-01*2013-09-30*3, en una escala del 1 al 7*0.0*0.15**3864237.92*5032**35638000*false*9.2226*0.23*0.0*0.23*0.03***0.26*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2013 S1*2013-01-01*2013-06-30*Moderado*0.34*0.09**2811042.51*3390**25603000*false*9.1082*0.45*0.0*0.45*0.05*0.0*2.67*0.25*False
SABADELL BONOS EURO, FI*SABADELL BS BONOS EURO, F.I.*2013 T1*2013-01-01*2013-03-31*Moderado*0.41*0.07**2705460.56*3032**24642000*false*9.1081*0.22*0.0*0.22*0.02*1.02*2.54*0.25*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2014 S2*2014-07-01*2014-12-31*3, en una escala del 1 al 7*0.0*0.01**14524084.79*4980**151555000*false*10.4347*0.45*0.0*0.45*0.05*2.18*2.4*0.25*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2014 T3*2014-07-01*2014-09-30*3, en una escala del 1 al 7*0.0*0.07**11652578.41*4127**118995000*false*10.2119*0.23*0.0*0.23*0.03*1.71*2.49*0.25*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2014 S1*2014-01-01*2014-06-30*3, en una escala del 1 al 7*0.41*0.25**8604899.27*3177**86391000*false*10.0397*0.45*0.0*0.45*0.05*2.76*2.56*0.25*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, F.I.*2014 T1*2014-01-01*2014-03-31*3, en una escala del 1 al 7*0.0*0.24**5326125.48*2070**52039000*false*9.7705*0.22*0.0*0.22*0.02*4.92*2.8*0.25*False
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - BASE*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.34*0.0**6779846.87*3375*[]*69491000*false*10.2496*0.3*0.0*0.3*0.03*2.07*5.54*0.33*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - PLUS*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.34*0.0**2590039.36*189*[]*26619000*false*10.2774*0.18*0.0*0.18*0.03*2.2*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-62245691_da"" decimals=""2"" unitref=""pure"">5.54</iic-com-fon:volatilidadvalorliquidativo>]"*0.2*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - PREMIER*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.34*0.0**6980269.0*2*[]*71856000*false*10.2942*0.1*0.0*0.1*0.03*2.28*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-62245691_da"" decimals=""2"" unitref=""pure"">5.54</iic-com-fon:volatilidadvalorliquidativo>]"*0.13*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - CARTERA*2015 T3*2015-07-01*2015-09-30*3, en una escala del 1 al 7*0.34*0.0**10780601.41*19815*[]*110650000*false*10.2638*0.24*0.0*0.24*0.03*2.14*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-62245691_da"" decimals=""2"" unitref=""pure"">5.54</iic-com-fon:volatilidadvalorliquidativo>]"*0.27*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - BASE*2015 S1*2015-01-01*2015-06-30*3, en una escala del 1 al 7*0.0*0.01**8003402.45*3757*[]*80369000*false*10.0418*0.52*0.0*0.52*0.05*-6.94*[]*0.33*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - PLUS*2015 S1*2015-01-01*2015-06-30*3, en una escala del 1 al 7*0.0*0.01**3722694.69*234*[]*37436000*false*10.0562*0.2*0.0*0.2*0.03*-6.82*[]*0.2*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - PREMIER*2015 S1*2015-01-01*2015-06-30*3, en una escala del 1 al 7*0.0*0.01**10378840.0*2*[]*104464000*false*10.0651*0.09*0.0*0.09*0.02*-6.75*[]*0.11*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO, FI - CARTERA*2015 S1*2015-01-01*2015-06-30*3, en una escala del 1 al 7*0.0*0.01**18340987.52*19805*[]*184314000*false*10.0493*0.21*0.0*0.21*0.02*-6.88*[]*0.23*True
SABADELL BONOS EURO, FI*SABADELL BONOS EURO CLASE BASE*2015 T1*2015-01-01*2015-03-31*3, en una escala del 1 al 7*0.0*0.02**14202097.17*5901*[]*153252000*false*10.7908*0.23*0.0*0.23*0.02*[]*[]*0.26*True
