fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2009 S2*2009-07-01*2009-12-31*Muy elevado*0.0*0.38**4427094.42*7122**52858000*false*11.9396***0.88*0.05*3.48*28.72*0.47*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2009 T3*2009-07-01*2009-09-30*Muy elevado*0.11*0.35**3747660.93*5839**43239000*false*11.5376***0.44*0.03****False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2009 S1*2009-01-01*2009-06-30*Muy elevado*0.05*2.16**3643313.37*5825*0.0*34386000*false*9.44***0.87*0.05*21.56*28.52*0.47*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2010 S2*2010-07-01*2010-12-31*Muy elevado*0.35*0.62**3943628.19*7060**45485000*false*11.5339***0.88*0.05*1.74*23.85*0.46*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2010 T3*2010-07-01*2010-09-30*Muy elevado*0.22*0.48**3825919.6*7385**43374000*false*11.3368***0.44*0.03*8.02*24.55*0.47*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2010 S1*2010-01-01*2010-06-30*Muy elevado*0.05*0.34**4048912.93*7522**42494000*false*10.4952***0.87*0.05*-11.21*24.58*0.46*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2010 T1*2010-01-01*2010-03-31*Muy elevado*0.0*0.32**4490144.71*7659**53077000*false*11.8207***0.43*0.02*-1.0*22.35*0.46*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2011 S2*2011-07-01*2011-12-31*Muy elevado*0.24*1.21**4989583.95*6544**46482000*false*9.3159*0.88*0.0*0.88*0.05*6.01*31.81*0.48*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2011 T3*2011-07-01*2011-09-30*Muy elevado*0.07*1.04**5996760.45*6879**52700000*false*8.788***0.44*0.03*-25.75*26.89*0.51*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2011 S1*2011-01-01*2011-06-30*Muy elevado*0.0*0.86**5070005.06*7148**60006000*false*11.8355***0.87*0.05*-1.45*18.18*0.46*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2011 T1*2011-01-01*2011-03-31*Muy elevado*0.0*0.65**4878024.28*7157**58586000*false*12.0101***0.43*0.02*4.13*23.74*0.46*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2012 T3*2012-07-01*2012-09-30*Muy elevado*0.7*0.26**4162594.0*6133**41094000*false*9.8722*0.44*0.0*0.44*0.03*7.83*26.6*0.56*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2012 S1*2012-01-01*2012-06-30*Muy elevado*1.1*0.41**3372771.57*5431**30878000*false*9.1552*0.87*0.0*0.87*0.05*-8.73*33.28*0.47*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2012 T1*2012-01-01*2012-03-31*Muy elevado*0.32*0.43**4391530.91*6173**44049000*false*10.0304*0.44*0.0*0.44*0.02*7.67*32.08*0.46*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2013 S2*2013-07-01*2013-12-31*7, en una escala del 1 al 7*1.57*0.16**7678216.76*11009**101362000*false*13.2012*0.88*0.0*0.88*0.05*7.73*15.26*0.47*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2013 T3*2013-07-01*2013-09-30*7, en una escala del 1 al 7*0.84*0.15**5238039.09*8325**64189000*false*12.2544*0.44*0.0*0.44*0.03*11.17*15.52*0.47*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2013 S1*2013-01-01*2013-06-30*7, en una escala del 1 al 7*2.55*0.14**4977418.75*7093**54865000*false*11.0228*0.87*0.0*0.87*0.05*1.59*17.06*0.46*False
SABADELL EUROACCION, FI*SABADELL BS EUROACCIÓN, F.I.*2013 T1*2013-01-01*2013-03-31*Muy elevado*0.94*0.11**4183165.51*6112**45389000*false*10.8504*0.43*0.0*0.43*0.02*2.51*19.2*0.46*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2014 S2*2014-07-01*2014-12-31*6, en una escala del 1 al 7*3.13*0.05**8747713.95*17627**112950000*false*12.9119*0.88*0.0*0.88*0.05*-2.59*15.97*0.47*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2014 T3*2014-07-01*2014-09-30*6, en una escala del 1 al 7*0.94*0.08**11098396.64*18875**147113000*false*13.2554*0.44*0.0*0.44*0.03*-2.49*13.52*0.47*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2014 S1*2014-01-01*2014-06-30*6, en una escala del 1 al 7*3.48*0.26**9746244.46*17570**132491000*false*13.594*0.87*0.0*0.87*0.05*-1.65*13.43*0.46*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2014 T1*2014-01-01*2014-03-31*7, en una escala del 1 al 7*0.81*0.24**10707359.7*14869**148005000*false*13.8227*0.43*0.0*0.43*0.02*4.71*14.94*0.46*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - BASE*2015 T3*2015-07-01*2015-09-30*6, en una escala del 1 al 7*0.52*0.0**6900658.5*7177*[]*93747000*false*13.5852*0.44*0.0*0.44*0.03*-6.79*28.42*0.46*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PLUS*2015 T3*2015-07-01*2015-09-30*6, en una escala del 1 al 7*0.52*0.0**1936043.55*221*[]*26336000*false*13.6031*0.31*0.0*0.31*0.03*-6.67*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-63584478_da"" decimals=""2"" unitref=""pure"">28.42</iic-com-fon:volatilidadvalorliquidativo>]"*0.35*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PREMIER*2015 T3*2015-07-01*2015-09-30*6, en una escala del 1 al 7*0.52*0.0**4180519.98*5*[]*56938000*false*13.6199*0.2*0.0*0.2*0.02*-6.56*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-63584478_da"" decimals=""2"" unitref=""pure"">28.42</iic-com-fon:volatilidadvalorliquidativo>]"*0.24*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - CARTERA*2015 T3*2015-07-01*2015-09-30*6, en una escala del 1 al 7*0.52*0.0**6589011.88*20184*[]*89573000*false*13.5942*0.38*0.0*0.38*0.03*-6.73*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-63584478_da"" decimals=""2"" unitref=""pure"">28.42</iic-com-fon:volatilidadvalorliquidativo>]"*0.41*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - BASE*2015 S1*2015-01-01*2015-06-30*6, en una escala del 1 al 7*1.37*0.01**9503582.32*6880*[]*138506000*false*14.574*0.87*0.0*0.87*0.05*[]*[]*[]*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PLUS*2015 S1*2015-01-01*2015-06-30*6, en una escala del 1 al 7*1.37*0.01**1114244.37*90*[]*16240000*false*14.5749*0.01*0.0*0.01*0.0*[]*[]*[]*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PREMIER*2015 S1*2015-01-01*2015-06-30*6, en una escala del 1 al 7*1.37*0.01**0.0*0*[]*0*false*14.5763*0.0*0.0*0.0*0.0*[]*[]*[]*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - CARTERA*2015 S1*2015-01-01*2015-06-30*6, en una escala del 1 al 7*1.37*0.01**7909009.63*20175*[]*115270000*false*14.5745*0.02*0.0*0.02*0.0*[]*[]*[]*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, F.I.*2015 T1*2015-01-01*2015-03-31*6, en una escala del 1 al 7*1.07*0.01**12900303.4*24785**196830000*false*15.2578*0.43*0.0*0.43*0.02*18.17*16.48*0.49*False
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - BASE*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.0*0.0**6775711.3*7223*[]*94461000*false*13.9411*0.44*0.0*0.44*0.03*8.61*22.16*0.47*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PLUS*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.0*0.0**2695881.25*582*[]*37826000*false*14.0311*0.31*0.0*0.31*0.03*8.74*22.16*0.34*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PREMIER*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.0*0.0**5876475.51*6*[]*82925000*false*14.1113*0.2*0.0*0.2*0.03*8.87*22.16*0.23*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - CARTERA*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.0*0.0**5498929.85*19091*[]*76940000*false*13.9918*0.38*0.0*0.38*0.03*8.67*22.16*0.4*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PYME*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.0*0.0**23503.0*12*[]*334000*false*14.194*0.37*0.0*0.37*0.02*8.67*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>]"*0.4*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - EMPRESA*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.0*0.0**0.0*0*[]*0*false*14.2187*0.0*0.0*0.0*0.0*8.74*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32016_V-63584478_da"" decimals=""2"" unitref=""pure"">22.16</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - BASE*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.32*0.0**7165450.37*7361*[]*91980000*false*12.8366*0.87*0.0*0.87*0.05*-4.34*25.26*0.46*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PLUS*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.32*0.0**2930518.37*451*[]*37813000*false*12.9031*0.62*0.0*0.62*0.05*-4.21*25.27*0.34*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PREMIER*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.32*0.0**6701435.12*7*[]*86866000*false*12.9622*0.4*0.0*0.4*0.05*-4.11*25.26*0.22*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - CARTERA*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.32*0.0**5798809.27*14527*[]*74660000*false*12.8751*0.75*0.0*0.75*0.05*-4.24*25.27*0.4*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PYME*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.32*0.0**7502.63*3*[]*98000*false*13.0612*0.03*0.0*0.03*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.34</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.21</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.11</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.24</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.26</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.27</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.26</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.27</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.46</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.34</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.22</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.40</iic-com:ratiototalgastos>]"*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - EMPRESA*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.32*0.0**0.0*0*[]*0*false*13.0756*0.0*0.0*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.34</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.21</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.11</iic-com:rentabilidadiic>, <iic-com:rentabilidadiic contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">-4.24</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.26</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.27</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.26</iic-com-fon:volatilidadvalorliquidativo>, <iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">25.27</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.46</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.34</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.22</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12016_V-63584478_daq"" decimals=""2"" unitref=""pure"">.40</iic-com:ratiototalgastos>]"*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - BASE*2016 T1*2016-01-01*2016-03-31*6, en una escala del 1 al 7*1.43*0.0**7583807.68*7619*[]*101769000*false*13.4192*0.44*0.0*0.44*0.02*-8.08*0.0*0.46*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PLUS*2016 T1*2016-01-01*2016-03-31*6, en una escala del 1 al 7*1.43*0.0**3055428.69*591*[]*41157000*false*13.4702*0.31*0.0*0.31*0.02*-7.97*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12016_V-63584478_da"" decimals=""2"" unitref=""pure"">.00</iic-com-fon:volatilidadvalorliquidativo>]"*0.34*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - PREMIER*2016 T1*2016-01-01*2016-03-31*6, en una escala del 1 al 7*1.43*0.0**6885308.8*7*[]*93073000*false*13.5177*0.2*0.0*0.2*0.02*-7.86*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12016_V-63584478_da"" decimals=""2"" unitref=""pure"">.00</iic-com-fon:volatilidadvalorliquidativo>]"*0.23*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - CARTERA*2016 T1*2016-01-01*2016-03-31*6, en una escala del 1 al 7*1.43*0.0**6490015.69*19351*[]*87260000*false*13.4453*0.37*0.0*0.37*0.02*-8.02*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12016_V-63584478_da"" decimals=""2"" unitref=""pure"">.00</iic-com-fon:volatilidadvalorliquidativo>]"*0.4*True
SABADELL EUROACCION, FI*SABADELL EUROACCIÓN, FI - BASE*2015 S2*2015-07-01*2015-12-31*6, en una escala del 1 al 7*1.6*0.0**7783734.77*7732*[]*113636000*false*14.5991*0.88*0.0*0.88*0.05*7.46*[]*0.47*True
