fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MERCHFONDO, FI*MERCHFONDO F.I.*2009 S2*2009-07-01*2009-12-31*Agresivo*0.36*0.0**1154144.41*985*0.0*27444818*false*23.7794***1.67*0.05*1.33*14.82*0.49*False
MERCHFONDO, FI*MERCHFONDO F.I.*2009 T3*2009-07-01*2009-09-30*Agresivo*0.07*0.0**1256139.99*1011*0.0*29477095*false*23.4664***1.2*0.03*10.16*14.83*1.23*False
MERCHFONDO, FI*MERCHFONDO F.I.*2009 S1*2009-01-01*2009-06-30*Agresivo*0.05*0.22**1290244.88*1028*0.0*27483911*false*21.3013***2.33*0.05*17.68*24.24*1.75*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 S2*2010-07-01*2010-12-31*Agresivo*0.71*0.01**1166454.04*967*0.0*34230821*false*29.3461***2.6*0.05*18.23*16.42*1.88*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 T3*2010-07-01*2010-09-30*Agresivo*0.33*0.0**1177376.8*983*0.0*29223470*false*24.8208***0.71*0.03*6.85*20.52*0.74*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 S1*2010-01-01*2010-06-30*Agresivo*0.41*0.08**1196732.48*991*0.0*27800597*false*23.2304***0.67*0.05*-10.19*25.45*-0.34*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 T1*2010-01-01*2010-03-31*Agresivo*0.24*0.1**1164367.14*976*0.0*30116890*false*25.8655***1.11*0.02*8.77*14.92*1.15*False
MERCHFONDO, FI*MERCHFONDO F.I.*2011 T3*2011-07-01*2011-09-30*Agresivo*0.61*0.16**1207062.83*970*0.0*26618415*false*22.0522***0.34*0.03*-21.19*37.91*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2011 S1*2011-01-01*2011-06-30*Agresivo*0.92*0.07**1192545.23*985*0.0*33368242*false*27.9807***0.67*0.05*-4.39*16.28*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2011 T1*2011-01-01*2011-03-31*Agresivo*0.47*0.03**1194947.9*985*0.0*34970295*false*29.2651***0.33*0.02*-0.28*16.09*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 S2*2012-07-01*2012-12-31*Agresivo*0.87*0.02**1039191.04*923*0.0*38306164*false*36.8615*0.68*1.7*2.38*0.05*9.04*18.51*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 T3*2012-07-01*2012-09-30*Agresivo*0.48*0.0**1092542.67*915*0.0*36933501*false*33.8051*0.34*0.92*1.26*0.03*10.55*18.18*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 S1*2012-01-01*2012-06-30*Agresivo*1.13*0.05**1116185.83*928*0.0*34131606*false*30.5788*0.67*0.36*1.03*0.05*5.63*39.79*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 T1*2012-01-01*2012-03-31*Agresivo*0.35*0.0**1154181.06*956*0.0*33412118*false*28.9488*0.33*0.0*0.33*0.02*25.31*20.84*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2013 S2*2013-07-01*2013-12-31*7, en una escala del 1 al 7*0.93*0.0**1203667.09*1134*0.0*62114782*false*51.6046*0.68*1.73*2.41*0.05*11.07*14.16*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2013 T3*2013-07-01*2013-09-30*7, en una escala del 1 al 7*0.48*0.0**1162439.74*1091*0.0*54006939*false*46.46*0.34*0.78*1.12*0.03*9.5*15.04*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2013 S1*2013-01-01*2013-06-30*Agresivo*0.61*0.03**1122805.08*1030*0.0*47637884*false*42.4276*0.67*1.21*1.88*0.05*6.76*19.12*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2013 T1*2013-01-01*2013-03-31*Agresivo*0.37*0.03**1079494.31*993*0.0*42901373*false*39.7421*0.33*0.65*0.98*0.02*7.81*10.34*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2014 T3*2014-07-01*2014-09-30*6, en una escala del 1 al 7*0.21*0.01**1301851.44*1230*0.0*78014786*false*59.926*0.34*0.79*1.13*0.03*9.26*15.8*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2014 S1*2014-01-01*2014-06-30*6, en una escala del 1 al 7*0.77*0.03**1249389.22*1196*0.0*68527920*false*54.8491*0.67*0.52*1.19*0.05*1.06*16.95*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2014 T1*2014-01-01*2014-03-31*7, en una escala del 1 al 7*0.23*0.03**1263834.25*1216*0.0*68595018*false*54.2753*0.33*0.44*0.77*0.02*5.18*10.38*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2015 T3*2015-07-01*2015-09-30*6, en una escala del 1 al 7*0.55*0.0**1195202.63*1306*0.0*65128149*false*54.4913*0.34*-0.31*0.03*0.03*-17.3*30.61*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2015 S1*2015-01-01*2015-06-30*6, en una escala del 1 al 7*0.69*-0.01**1255554.38*1337*0.0*82730858*false*65.8919*0.67*0.28*0.95*0.05*1.29*19.23*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2015 T1*2015-01-01*2015-03-31*6, en una escala del 1 al 7*0.29*-0.01**1293352.46*1394*0.0*84138570*false*65.0546*0.33*0.17*0.5*0.02*2.07*19.44*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2014 S2*2014-07-01*2014-12-31*6, en una escala del 1 al 7*0.54*0.01**1421561.96*1393*0.0*90601157*false*63.7335*0.68*1.35*2.03*0.05*6.35*19.38*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2016 S2*2016-07-01*2016-12-31*6, en una escala del 1 al 7*1.08*-0.1**1025135.14*1183*0.0*73266493*false*71.4701*0.68*1.13*1.81*0.05*21.19*25.94*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.47*-0.01**1065392.4*1181*0.0*62832138*false*58.9756*0.34*0.0*0.34*0.03*21.76*21.9*0.37*False
