fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI*2009 S2*2009-07-01*2009-12-31*Medio*0.06*0.26**1156176.46*670*0.0*152606226*false*131.9922***0.42*0.03*0.88*1.96*0.15*False
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI*2009 T3*2009-07-01*2009-09-30*Medio*0.0*0.23**953167.07*691*0.0*124711670*false*130.8393***0.29*0.01*2.85*2.31*0.3*False
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI*2009 S1*2009-01-01*2009-06-30*Medio*0.11*0.89**920496.22*702*0.0*117100213*false*127.2142***0.2*0.02*-0.45*2.68*0.12*False
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2010 S2*2010-07-01*2010-12-31*Medio*0.16*0.45**1235702.03*855*0.0*161923350*false*131.04*[]*[]*0.09*0.02*-2.74*2.35*-0.08*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2010 S2*2010-07-01*2010-12-31*Medio*0.16*0.45**0.07*1*0.0*10*false*131.15*[]*[]*0.0*0.0*-3.38*9.82*"[<iic-com:ratiototalgastos contextref=""FIM_S22010_V-81525545_daq"" decimals=""2"" unitref=""pure"">-0.08</iic-com:ratiototalgastos>]"*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2010 T3*2010-07-01*2010-09-30*Medio*0.16*0.35**1333633.15*726*0.0*179686551*false*134.73*[]*[]*0.02*0.01*1.33*2.12*0.19*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2010 T3*2010-07-01*2010-09-30*Medio*0.16*0.35**0.07*1*0.0*10*false*135.74*[]*[]*0.0*0.0*0.6*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32010_V-81525545_da"" decimals=""2"" unitref=""pure"">0.19</iic-com:ratiototalgastos>]"*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2010 S1*2010-01-01*2010-06-30*Medio*0.0*0.26**1256365.15*646*0.0*167062954*false*132.97*[]*[]*0.17*0.02*-0.97*2.12*-0.03*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2010 S1*2010-01-01*2010-06-30*Medio*0.0*0.26**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_S12010_V-81525545_daq"" decimals=""2"" unitref=""pure"">-0.97</iic-com:rentabilidadiic>]"*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_S12010_V-81525545_daq"" decimals=""2"" unitref=""pure"">-0.03</iic-com:ratiototalgastos>]"*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI*2010 T1*2010-01-01*2010-03-31*Medio*0.33*0.24**1156653.18*676*0.0*155310187*false*134.2755***0.22*0.01*1.73*1.06*0.23*False
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2011 T3*2011-07-01*2011-09-30*Medio*0.12*1.0**1176754.6*980*0.0*155875554*false*132.46*[]*[]*0.06*0.01*1.32*4.5*0.11*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2011 T3*2011-07-01*2011-09-30*Medio*0.12*1.0**0.07*1*0.0*10*false*132.66*[]*[]*0.0*0.0*1.76*5.21*"[<iic-com:ratiototalgastos contextref=""FIM_T32011_V-81525545_da"" decimals=""2"" unitref=""pure"">0.11</iic-com:ratiototalgastos>]"*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2011 S1*2011-01-01*2011-06-30*Medio*0.28*0.78**1192382.22*963*0.0*155888470*false*130.74*[]*[]*0.12*0.02*0.04*2.22*0.08*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2011 S1*2011-01-01*2011-06-30*Medio*0.28*0.78**0.07*1*0.0*10*false*130.34*[]*[]*0.0*0.0*0.0*4.33*"[<iic-com:ratiototalgastos contextref=""FIM_S12011_V-81525545_daq"" decimals=""2"" unitref=""pure"">0.08</iic-com:ratiototalgastos>]"*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2011 T1*2011-01-01*2011-03-31*Medio*0.29*0.57**1320274.18*907*0.0*172537356*false*130.68*[]*[]*0.06*0.01*-0.27*2.7*0.07*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2011 T1*2011-01-01*2011-03-31*Medio*0.29*0.57**0.07*1*0.0*10*false*130.34*[]*[]*0.0*0.0*-0.62*3.55*"[<iic-com:ratiototalgastos contextref=""FIM_T12011_V-81525545_da"" decimals=""2"" unitref=""pure"">0.07</iic-com:ratiototalgastos>]"*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2012 T3*2012-07-01*2012-09-30*4 en una escala de 1 a 7.*0.24*0.12**1149596.74*872*0.0*163107649*false*141.88*0.06*0.36*0.42*0.01*4.04*2.27*0.08*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2012 T3*2012-07-01*2012-09-30*4 en una escala de 1 a 7.*0.24*0.12**60.29*4*0.0*8572*false*142.17*0.23*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32012_V-81525545_da"" decimals=""2"" unitref=""pure"">0.36</iic-com:comisiongestioncobradaresultados>]"*0.23*0.0*4.24*2.47*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2012 S1*2012-01-01*2012-06-30*Medio*0.16*0.22**1159359.28*484*0.0*158111171*false*136.38*0.12*0.22*0.34*0.03*-1.17*2.25*0.08*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2012 S1*2012-01-01*2012-06-30*Medio*0.16*0.22**60.7*5*0.0*8279*false*136.39*0.44*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12012_V-81525545_da"" decimals=""2"" unitref=""pure"">0.22</iic-com:comisiongestioncobradaresultados>]"*0.44*0.0*-1.44*2.45*0.22*True
MUTUAFONDO LP, FI*-A- MUTUAFONDO LARGO PLAZO FI*2012 T1*2012-01-01*2012-03-31*Medio*0.19*0.2**1189815.15*483*0.0*164179043*false*137.99*0.06*0.35*0.41*0.01*4.1*1.86*0.08*True
MUTUAFONDO LP, FI*-D- MUTUAFONDO LARGO PLAZO FI*2012 T1*2012-01-01*2012-03-31*Medio*0.19*0.2**2.35*2*0.0*325*false*138.38*0.28*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12012_V-81525545_da"" decimals=""2"" unitref=""pure"">0.35</iic-com:comisiongestioncobradaresultados>]"*0.28*0.0*4.25*2.02*0.28*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -A-*2011 S2*2011-07-01*2011-12-31*Medio*0.12*0.93**985049.85*455*0.0*130576589*false*132.56*0.13*0.03*0.16*0.03*0.07*3.65*0.08*True
MUTUAFONDO LP, FI*MUTUAFONDO LARGO PLAZO FI -D-*2011 S2*2011-07-01*2011-12-31*Medio*0.12*0.93**2.35*2*0.0*312*false*132.75*0.35*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22011_V-81525545_da"" decimals=""2"" unitref=""pure"">0.03</iic-com:comisiongestioncobradaresultados>]"*0.35*0.0*0.09*3.84*0.21*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2013 S2*2013-07-01*2013-12-31*3,en una escala de 1 a 7.*0.07*0.05**1067983.71*1038*0.0*166855935*false*156.2345*0.13*0.36*0.49*0.0*2.15*1.37*0.06*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2013 S2*2013-07-01*2013-12-31*3,en una escala de 1 a 7.*0.07*0.05**1089.23*15*0.0*170612*false*156.635*0.45*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22013_V-81525545_da"" decimals=""2"" unitref=""pure"">0.36</iic-com:comisiongestioncobradaresultados>]"*0.45*0.01*2.18*1.5*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2013 T3*2013-07-01*2013-09-30*3,en una escala de 1 a 7.*0.01*0.02**982608.67*931*0.0*150281704*false*152.9416*0.06*0.17*0.23*0.01*1.91*1.56*0.08*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2013 T3*2013-07-01*2013-09-30*3,en una escala de 1 a 7.*0.01*0.02**387.49*5*0.0*59399*false*153.2917*0.23*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32013_V-81525545_da"" decimals=""2"" unitref=""pure"">0.17</iic-com:comisiongestioncobradaresultados>]"*0.23*0.0*1.92*1.69*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2013 S1*2013-01-01*2013-06-30*4 en una escala de 1 a 7.*0.2*0.04**1068982.18*914*0.0*160427949*false*150.0754*0.12*0.16*0.28*0.02*0.47*2.58*0.07*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2013 S1*2013-01-01*2013-06-30*4 en una escala de 1 a 7.*0.2*0.04**360.77*5*0.0*54264*false*150.4096*0.45*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12013_V-81525545_da"" decimals=""2"" unitref=""pure"">0.16</iic-com:comisiongestioncobradaresultados>]"*0.45*0.01*0.35*2.81*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2013 T1*2013-01-01*2013-03-31*4 en una escala de 1 a 7.*0.16*0.03**1106232.85*906*0.0*165244284*false*149.3757*0.06*0.11*0.17*0.01*1.25*1.47*0.07*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2013 T1*2013-01-01*2013-03-31*4 en una escala de 1 a 7.*0.16*0.03**287.2*6*0.0*43049*false*149.8893*0.22*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12013_V-81525545_da"" decimals=""2"" unitref=""pure"">0.11</iic-com:comisiongestioncobradaresultados>]"*0.22*0.0*1.2*1.58*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2014 S2*2014-07-01*2014-12-31*3, en una escala de 1 a 7.*0.31*0.0**1081262.13*1667*0.0*183987828*false*170.1602*0.13*0.3*0.43*0.02*1.77*1.5*0.07*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2014 S2*2014-07-01*2014-12-31*3, en una escala de 1 a 7.*0.31*0.0**9042.75*107*0.0*1544412*false*170.7901*0.45*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22014_V-81525545_da"" decimals=""2"" unitref=""pure"">0.30</iic-com:comisiongestioncobradaresultados>]"*0.45*0.01*1.77*1.63*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2014 T3*2014-07-01*2014-09-30*3, en una escala de 1 a 7.*0.18*0.0**1053014.8*1487*0.0*176058311*false*167.1945*0.06*0.15*0.21*0.01*1.64*1.96*0.07*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2014 T3*2014-07-01*2014-09-30*3, en una escala de 1 a 7.*0.18*0.0**7267.95*86*0.0*1219746*false*167.8254*0.23*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32014_V-81525545_da"" decimals=""2"" unitref=""pure"">0.15</iic-com:comisiongestioncobradaresultados>]"*0.23*0.01*1.62*2.15*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2014 S1*2014-01-01*2014-06-30*3, en una escala de 1 a 7.*0.25*0.14**1006641.03*1342*0.0*165588239*false*164.4958*0.12*0.47*0.59*0.02*2.04*1.73*0.07*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2014 S1*2014-01-01*2014-06-30*3, en una escala de 1 a 7.*0.25*0.14**6372.23*74*0.0*1052352*false*165.1467*0.44*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12014_V-81525545_da"" decimals=""2"" unitref=""pure"">0.47</iic-com:comisiongestioncobradaresultados>]"*0.44*0.01*2.05*1.89*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2014 T1*2014-01-01*2014-03-31*3,en una escala de 1 a 7.*0.01*0.14**1211586.75*1208*0.0*195314916*false*161.215*0.06*0.28*0.34*0.01*3.19*1.15*0.07*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2014 T1*2014-01-01*2014-03-31*3,en una escala de 1 a 7.*0.01*0.14**3916.47*45*0.0*633747*false*161.8249*0.22*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12014_V-81525545_da"" decimals=""2"" unitref=""pure"">0.28</iic-com:comisiongestioncobradaresultados>]"*0.22*0.0*3.31*1.26*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2015 S2*2015-07-01*2015-12-31*3, en una escala de 1 a 7.*0.14*0.0**845494.14*659*0.0*142905278*false*169.0198*0.13*-0.04*0.09*0.02*-0.05*3.75*0.09*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2015 S2*2015-07-01*2015-12-31*3, en una escala de 1 a 7.*0.14*0.0**6705.43*62*0.0*1129780*false*168.4872*0.45*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22015_V-81525545_da"" decimals=""2"" unitref=""pure"">-0.04</iic-com:comisiongestioncobradaresultados>]"*0.45*0.01*-0.21*4.03*0.25*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2015 T3*2015-07-01*2015-09-30*3, en una escala de 1 a 7.*0.12*0.0**843833.75*682*0.0*142689043*false*169.0962*0.06*-0.04*0.02*0.01*-0.73*2.52*0.08*True
MUTUAFONDO LP, FI*"*D* MUTUAFONDO LARGO PLAZO FI"*2015 T3*2015-07-01*2015-09-30*3, en una escala de 1 a 7.*0.12*0.0**6925.4*74*0.0*1169295*false*168.8415*0.23*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32015_V-81525545_da"" decimals=""2"" unitref=""pure"">-0.04</iic-com:comisiongestioncobradaresultados>]"*0.23*0.01*-0.93*2.76*0.23*True
MUTUAFONDO LP, FI*"*A* MUTUAFONDO LARGO PLAZO FI"*2015 S1*2015-01-01*2015-06-30*3, en una escala de 1 a 7.*0.12*0.0**867594.26*1756*0.0*147785041*false*170.3389*0.12*0.03*0.15*0.02*-2.34*2.48*0.07*True
