fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES -CR-*88339700*Semester 2 2019*2019-07-01*2019-12-31*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.37*0.42**400091.98*2*0.02*4352918*true*10.8798*0.13*0.0*0.13*0.03*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES -AR-*88339700*Trimester 3 2019*2019-07-01*2019-09-30*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.38*1.32**400091.98*2*0.02*4042780*true*10.1046*0.06*0.0*0.06*0.02*0.86*13.05*0.35*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTE-BR-*88339700*Trimester 3 2019*2019-07-01*2019-09-30*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.38*1.32**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES-CR-*88339700*Trimester 3 2019*2019-07-01*2019-09-30*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.38*1.32**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES -AR-*88339700*Semester 1 2019*2019-01-01*2019-06-30*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.0*-0.09**400091.98*2*0.0*4014763*false*10.0346*0.01*0.0*0.01*0.01*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTE-BR-*88339700*Semester 1 2019*2019-01-01*2019-06-30*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.0*-0.09**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES-CR-*88339700*Semester 1 2019*2019-01-01*2019-06-30*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.0*-0.09**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES -CR-*88339700*Semester 2 2020*2020-07-01*2020-12-31*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.0*-0.51**403117.6*4*0.02*4994122*true*12.3887*0.13*0.0*0.13*0.03*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTE-BR-*88339700*Semester 2 2020*2020-07-01*2020-12-31*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.0*-0.51**8.54*2*0.01*107*true*12.5007*0.0*0.0*0.0*0.0*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
SANTALUCIA RENTA VARIABLE EMERGENTES, FI*SANTALUCIA RENTA VARIABLE EMERGENTES -B-*88339700*Semester 2 2020*2020-07-01*2020-12-31*5375*info@santaluciaam.es*A+*6 en una escala del 1 al 7*0.0*-0.51**57978.71*58*0.0*726488*false*12.5303*0.2*0.0*0.2*0.03*[]*[]*[]*SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
