fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Semester 2 2009*2009-07-01*2009-12-31*441*contacte@banif.es*Aa2*Alto*0.0*0.27**12454332.93*226*0.0*100535584*false*8.0723***0.23*0.07*1.28*2.19*0.13*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Trimester 3 2009*2009-07-01*2009-09-30*441*contacte@banif.es*Aa2*Medio-Alto*0.0*0.31**12581130.82*254*0.0*100278000*false*7.9705***0.28*0.05*3.48*6.6*0.36*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Semester 1 2009*2009-01-01*2009-06-30*441*contacte@banif.es*Aa1*Medio-Alto*0.0*1.21**1417869.54*293*0.0*10921000*false*7.7027***0.55*0.1*-6.0*8.17*0.37*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Semester 2 2010*2010-07-01*2010-12-31*441*contacte@banif.es*Aa2*Alto*0.48*0.49**12331603.64*171*0.0*101863970*false*8.2604***0.05*0.05*-0.02*0.37*0.06*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Trimester 3 2010*2010-07-01*2010-09-30*441*contacte@banif.es*Aa2*Alto*0.31*0.4**12333093.94*179*0.0*101900933*false*8.2624***0.03*0.03*-0.25*1.26*0.05*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Semester 1 2010*2010-01-01*2010-06-30*441*contacte@banif.es*Aa2*Alto*1.31*0.33**12339187.5*190*0.0*102208294*false*8.2832***0.05*0.05*-0.08*0.43*0.05*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Trimester 1 2010*2010-01-01*2010-03-31*441*contacte@banif.es*Aa2*Alto*0.44*0.24**12415377.49*204*0.0*102919077*false*8.2896***0.02*0.02*2.69*1.63*0.07*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Trimester 3 2011*2011-07-01*2011-09-30*441*contacte@banif.es*Aa2*Alto*0.25*1.1**12431362.6*168*0.0*105755534*false*8.5072***0.03*0.03*0.31*0.43*0.05*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Semester 1 2011*2011-01-01*2011-06-30*441*contacte@banif.es*Aa2*Alto*0.75*0.76**12272354.73*161*0.0*104078089*false*8.4807***0.05*0.05*1.37*0.81*0.05*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SPB RF AHORRO, FI*BANIF RF CORTO PLAZO, F.I.*80734171*Trimester 1 2011*2011-01-01*2011-03-31*441*contacte@banif.es*Aa2*Alto*0.51*0.53**12263135.19*163*0.0*102592286*false*8.3659***0.02*0.02*1.28*0.48*0.05*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
