fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Trimester 3 2009*2009-07-01*2009-09-30*1998*comsanassetm@gruposantander.com*Aa2*Medio*0.0*0.2**2708253.94*3899*0.0*226162000*false*83.5084***0.35*0.02*5.1*2.65*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Semester 1 2009*2009-01-01*2009-06-30*1998*comsanassetm@gruposantander.com*Aa1*Medio*1.8*1.1**931496.43*1543*0.0*74014000*false*79.4566***0.69*0.05*6.87*4.23*0.39*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Semester 2 2010*2010-07-01*2010-12-31*1998*informesfondos@gruposantander.com*Aa2*Medio*0.15*0.43**5707830.66*9823*0.0*486212516*false*85.1834***0.71*0.05*-2.44*2.22*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Trimester 3 2010*2010-07-01*2010-09-30*1998*informesfondos@gruposantander.com*Aa2*Medio*0.1*0.32**7940120.72*11942*0.0*693278560*false*87.3134***0.35*0.03*2.02*2.12*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Semester 1 2010*2010-01-01*2010-06-30*1998*informesfondos@gruposantander.com*Aa2*Medio*0.0*0.23**8435927.2*12101*0.0*721979839*false*85.5839***0.69*0.05*-0.63*2.87*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Trimester 1 2010*2010-01-01*2010-03-31*1998*informesfondos@gruposantander.com*Aa2*Medio*0.0*0.18**9107730.94*12019*0.0*784381381*false*86.1226***0.34*0.02*1.9*1.58*0.37*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Trimester 3 2011*2011-07-01*2011-09-30*1998*informesfondos@gruposantander.com*Aa2*Medio*0.37*0.83**3595030.59*6756*0.0*303962557*false*84.5508***0.35*0.03*-1.94*2.95*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Semester 1 2011*2011-01-01*2011-06-30*1998*informesfondos@gruposantander.com*Aa2*Medio*0.97*1.37**4108485.57*7522*0.0*354240459*false*86.2217***0.7*0.05****SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Trimester 1 2011*2011-01-01*2011-03-31*1998*informesfondos@gruposantander.com*Aa2*Medio*0.3*0.73**2516682.7*5233*0.0*215401599*false*85.5895***0.35*0.02*0.48*1.54*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Semester 2 2010*2010-07-01*2010-12-31*1998*informesfondos@gruposantander.com*Aa2*Medio*0.15*0.43**5707830.66*9823*0.0*486212516*false*85.1834***0.71*0.05*-2.44*2.22*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Semester 2 2012*2012-07-01*2012-12-31*1998*informesfondos@gruposantander.com*Baa2*Medio*0.79*0.1**3396184.41*6105*0.0*319458530*false*94.064*0.7**0.7*0.05*2.72*1.24*0.39*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
SANTANDER RENTA FIJA PRIVADA, FI*SANTANDER RENTA FIJA PRIVADA, F.I.*82507195*Trimester 3 2012*2012-07-01*2012-09-30*1998*informesfondos@gruposantander.com*Baa2*Medio*0.27*0.14**3245054.12*5868*0.0*297168058*false*91.5757*0.35**0.35*0.03*3.73*2.65*0.38*SANTANDER ASSET MANAGEMENT, S.A., SGIIC*CACEIS BANK SPAIN S.A.*
