fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 2 2010*2010-07-01*2010-12-31*4279*gestora@renta4.es*NA*Muy Alto*0.0*0.48**30000.0*1*0.0*299524*false*9.9842***0.21*0.02*0.0*0.02*0.0*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 2 2011*2011-07-01*2011-12-31*4279*gestora@renta4.es*NA*Muy Alto*0.03*1.09**1244462.304352*194*0.0*8839751*false*7.1033*1.4*0.0*1.4*0.1*-9.25*21.12*0.42*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 3 2011*2011-07-01*2011-09-30*4279*gestora@renta4.es*NA*Muy Alto*0.01*1.09**1330885.963181*198*0.0*10417705*false*7.8276***1.57*0.07*-21.27*25.93*1.87*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 1 2011*2011-01-01*2011-06-30*4279*gestora@renta4.es*NA*Muy Alto*0.0*0.72**30000.0*1*0.0*298290*false*9.943***0.67*0.07*-0.14*0.05*0.8*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 1 2011*2011-01-01*2011-03-31*4279*gestora@renta4.es*NA*Muy Alto*0.0*0.48**30000.0*1*0.0*298707*false*9.9569***0.33*0.04*-0.27*0.11*0.42*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 2 2012*2012-07-01*2012-12-31*4279*gestora@renta4.es*NA*Muy Alto*0.37*0.34**1204660.998097*207*0.0*10368093*false*8.6066*0.68*1.93*2.61*0.07*20.56*16.14*0.39*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 3 2012*2012-07-01*2012-09-30*4279*gestora@renta4.es*NA*Muy Alto*0.11*0.12**1199772.407729*197*0.0*8564925*false*7.1388*0.34*0.01*0.35*0.03*20.91*33.05*0.39*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 1 2012*2012-01-01*2012-06-30*4279*gestora@renta4.es*NA*Muy Alto*1.29*0.24**1212888.740208*195*0.0*7161306*false*5.9043*0.67*0.0*0.67*0.07*-22.83*30.48*0.39*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 1 2012*2012-01-01*2012-03-31*4279*gestora@renta4.es*NA*Muy Alto*1.09*0.24**1236242.699445*208*0.0*9458125*false*7.6507*0.33*0.65*0.98*0.04*7.71*15.19*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 2 2013*2013-07-01*2013-12-31*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.38**1518782.453623*417*0.0*18172145*false*11.9649*0.68*2.36*3.04*0.07*7.03*9.53*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 3 2013*2013-07-01*2013-09-30*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.32**1354676.793791*308*0.0*15143798*false*11.1789*0.34*1.95*2.29*0.03*24.41*14.34*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 1 2013*2013-01-01*2013-06-30*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*6769733.43*0.38**1321373.865962*252*0.0*11873064*false*8.9854*0.67*0.33*1.0*0.07*0.69*17.81*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 1 2013*2013-01-01*2013-03-31*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*7080231.91*0.38**1263645.601898*258*0.0*11276798*false*8.924*0.33*0.29*0.62*0.04*3.69*19.7*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 2 2014*2014-07-01*2014-12-31*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.58*0.04**2344855.601311*1008*0.0*32336758*false*13.7905*0.68*0.01*0.69*0.08*3.27*25.0*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 3 2014*2014-07-01*2014-09-30*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.51*0.06**2217741.74357*1005*0.0*29614955*false*13.3537*0.34*-0.26*0.08*0.04*-3.0*12.61*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 1 2014*2014-01-01*2014-06-30*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.41**2310314.961322*1118*0.0*31804028*false*13.7661*0.67*1.0*1.67*0.07*1.55*7.63*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 1 2014*2014-01-01*2014-03-31*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.38**1913150.620662*783*0.0*25935833*false*13.5566*0.33*1.08*1.41*0.04*13.3*12.67*0.37*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Semester 2 2015*2015-07-01*2015-12-31*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*1.07*0.06**3003116.230238*1728*0.0*42927104*false*14.2942*0.68*-1.39*-0.71*0.07*-6.68*9.31*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
GLOBAL ALLOCATION, FI*GLOBAL ALLOCATION, FI*86071297*Trimester 3 2015*2015-07-01*2015-09-30*4279*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.81*0.03**3381194.342187*2036*0.0*51793185*false*15.318*0.34*-1.05*-0.71*0.04*-10.27*20.3*0.38*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*ES0116848005
