fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Semester 2 2009*2009-07-01*2009-12-31*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*0.45**42540.2*1422*0.0*19513522*false*458.7078***1.13*0.1*3.32*19.58*0.64*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Trimester 3 2009*2009-07-01*2009-09-30*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*0.51**46906.4*1419*0.0*20825132*false*443.972***0.57*0.05*19.38*18.92*0.62*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Semester 1 2009*2009-01-01*2009-06-30*1822*atencion.cliente.gescooperativo@cajarural.com*A*Medio / Alto*0.03*1.26**41039.99*1386*0.0*15262274*false*371.8879***1.12*0.1*18.19*25.28*0.62*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Semester 2 2010*2010-07-01*2010-12-31*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.07*0.53**40245.62*1382*0.0*17921070*false*445.2924***1.13*0.1*4.05*16.37*0.63*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Trimester 3 2010*2010-07-01*2010-09-30*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*0.45**42428.39*1466*0.0*18158157*false*427.9718***0.57*0.05*7.35*19.74*0.62*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Semester 1 2010*2010-01-01*2010-06-30*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*0.36**44711.08*1557*0.0*17824882*false*398.6681***1.12*0.1*-11.21*33.01*0.62*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Trimester 1 2010*2010-01-01*2010-03-31*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*0.33**41888.53*1558*0.0*18807152*false*448.981***0.56*0.05*-2.12*17.81*0.61*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Semester 2 2011*2011-07-01*2011-12-31*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*0.91**40172.68*1293*0.0*15394047*false*383.197*1.13**1.13*0.1*6.92*31.59*0.63*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Trimester 3 2011*2011-07-01*2011-09-30*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.0*1.0**40325.87*1334*0.0*14452614*false*358.3956***0.57*0.05*-22.33*36.3*0.63*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
RURAL EURO RENTA VARIABLE, FI*RURAL EURO RENTA VARIABLE FI*82310350*Semester 1 2011*2011-01-01*2011-06-30*1822*atencion.cliente.gescooperativo@cajarural.com*A1  (MOODY'S)*Medio / Alto*0.12*0.86**39718.04*1328*0.0*18326152*false*461.4062***1.12*0.1*0.73*16.41*0.62*GESCOOPERATIVO, S.A., S.G.I.I.C.*BANCO COOPERATIVO ESPAÑOL, S.A.*
