fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Trimester 3 2009*2009-07-01*2009-09-30*1961*correo@cajastur.es*A*Alto*0.26*0.24**6318213.24*1896*0.0*45513932*false*7.2036***0.53*0.04*5.7*5.63*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Semester 1 2009*2009-01-01*2009-06-30*1961*correo@cajastur.es*A*Alto*0.78*0.9**5522028.78*1731*0.0*37634566*false*6.8154***1.04*0.07*6.31*7.65*0.68*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Semester 2 2010*2010-07-01*2010-12-31*1961*correo@cajastur.es*A-  (FITCH IBCA)*Alto*0.91*0.43**11788002.0*3120*0.0*86924737*false*7.374***1.06*0.08*0.94*7.06*0.59*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Trimester 3 2010*2010-07-01*2010-09-30*1961*correo@cajastur.es*A*Alto*0.38*0.32**11706814.72*3141*0.0*85524445*false*7.3055***0.53*0.04*1.64*5.04*0.59*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Semester 1 2010*2010-01-01*2010-06-30*1961*correo@cajastur.es*A*Alto*0.4*0.26**11311129.66*3058*0.0*81301871*false*7.1878***1.04*0.07*-1.88*10.33*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Trimester 1 2010*2010-01-01*2010-03-31*1961*correo@cajastur.es*A*Alto*0.0*0.23**10338484.63*2915*0.0*75732658*false*7.3253***0.52*0.04*1.83*4.69*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Trimester 3 2011*2011-07-01*2011-09-30*1961*correo@cajastur.es*BBB+(FITCH IBCA)*Alto*0.75*0.81**12057748.52*3312*0.0*85309559*false*7.0751***0.53*0.04*-6.65*5.4*0.6*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Semester 1 2011*2011-01-01*2011-06-30*1961*correo@cajastur.es*A-  (FITCH IBCA)*Alto*1.08*0.64**12486505.03*3438*0.0*94638490*false*7.5793***1.04*0.07*-0.03*6.3*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Trimester 1 2011*2011-01-01*2011-03-31*1961*correo@cajastur.es*A-  (FITCH IBCA)*Alto*0.41*0.54**12250338.88*3388*0.0*92876643*false*7.5816***0.52*0.04*2.82*7.06*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*ASTURFONDO GLOBAL FI*82480641*Semester 2 2010*2010-07-01*2010-12-31*1961*correo@cajastur.es*A-  (FITCH IBCA)*Alto*0.91*0.43**11788002.0*3120*0.0*86924737*false*7.374***1.06*0.08*0.94*7.06*0.59*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 3 2012*2012-07-01*2012-09-30*1961*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Alto*0.39*0.14**9554058.44*2576*0.0*70048258*false*7.3318*0.53**0.53*0.04*3.28*5.18*0.59*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 1 2012*2012-01-01*2012-06-30*1961*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Alto*1.39*0.2**9956329.21*2745*0.0*70682549*false*7.0993*1.04**1.04*0.07*-0.95*3.1*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 1 2012*2012-01-01*2012-03-31*1961*fondos@liberbankgestion.es*BBB+(FITCH IBCA)*Alto*0.86*0.16**10369573.71*2944*0.0*74322789*false*7.1674*0.52**0.52*0.04*2.35*4.01*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2011*2011-07-01*2011-12-31*1961*fondos@liberbankgestion.es*BBB+(FITCH IBCA)*Alto*1.25*0.8**10904032.05*3106*0.0*76356617*false*7.0026*1.06**1.06*0.08*-1.02*3.24*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2013*2013-07-01*2013-12-31*1961*info@liberbank.es*BB+ (FITCH IBCA)*Alto*0.82*0.07**7533032.54*2109*0.0*60199283*false*7.9914*1.06**1.06*0.08*2.37*4.96*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 3 2013*2013-07-01*2013-09-30*1961*info@liberbank.es*BB+ (FITCH IBCA)*Alto*0.22*0.05**7642596.97*2113*0.0*59661971*false*7.8065*0.53**0.53*0.04*4.89*5.99*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 1 2013*2013-01-01*2013-06-30*1961*info@liberbank.es*BB+ (FITCH IBCA)*Alto*1.29*0.07**7831513.86*2184*0.0*58286673*false*7.4426*1.04**1.04*0.07*-0.64*6.42*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 1 2013*2013-01-01*2013-03-31*1961*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Alto*0.66*0.05**8309609.23*2322*0.0*62246090*false*7.4909*0.52**0.52*0.04*-0.62*4.85*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 3 2014*2014-07-01*2014-09-30*1961*info@liberbank.es*BBB-*Alto*0.62*0.02**11572036.55*3157*0.0*95694942*false*8.2695*0.53**0.53*0.04*-1.75*7.31*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 1 2014*2014-01-01*2014-06-30*1961*info@liberbank.es*BBB-*Alto*0.63*0.13**10541251.64*2954*0.0*88727992*false*8.4172*1.04**1.04*0.07*1.57*4.83*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 1 2014*2014-01-01*2014-03-31*1961*info@liberbank.es*BBB-*Alto*0.46*0.13**8610179.75*2519*0.0*71354887*false*8.2873*0.52**0.52*0.04*3.7*6.62*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2013*2013-07-01*2013-12-31*1961*info@liberbank.es*BB+ (FITCH IBCA)*Alto*0.82*0.07**7533032.54*2109*0.0*60199283*false*7.9914*1.06**1.06*0.08*2.37*4.96*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 3 2015*2015-07-01*2015-09-30*1961*gestora@renta4.es*BBB*Alto*0.43*-0.06**16832401.6*4388*0.0*141478426*false*8.4051*0.53**0.53*0.04*3.57*7.5*2.27*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 1 2015*2015-01-01*2015-06-30*1961*gestora@renta4.es*BBB*Alto*0.0*0.0**15233694.66*3690*0.0*131981206*false*8.6638*1.04**1.04*0.07*-3.66*8.8*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 1 2015*2015-01-01*2015-03-31*1961*info@liberbank.es*BBB*Alto*0.0*0.01**13318612.33*3137*0.0*119777357*false*8.9932*0.52**0.52*0.04*8.65*8.37*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2014*2014-07-01*2014-12-31*1961*info@liberbank.es*BBB-*Alto*1.06*0.02**12968022.75*3167*0.0*107336748*false*8.277*1.06**1.06*0.08*0.09*10.25*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 3 2016*2016-07-01*2016-09-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.52*0.0**23525004.66*5920*0.0*188434301*false*8.01*0.53**0.53*0.04*0.92*4.93*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 1 2016*2016-01-01*2016-06-30*1961*info@liberbank.es*BBB*Alto*1.72*0.0**23491941.92*5897*0.0*186455040*false*7.937*1.04**1.04*0.07*-5.39*14.79*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 1 2016*2016-01-01*2016-03-31*1961*info@liberbank.es*BBB*Alto*0.72*0.0**21985236.18*5420*0.0*184437331*false*8.3891*0.52**0.52*0.04*-2.95*9.79*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2015*2015-07-01*2015-12-31*1961*gestora@renta4.es*BBB*Alto*0.38*-0.03**18841843.17*4899*0.0*162874561*false*8.6443*1.06**1.06*0.08*2.85*7.47*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 3 2017*2017-07-01*2017-09-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.23*-0.36**14523675.35*5232*0.0*121215484*false*8.3461*0.53**0.53*0.04*2.33*5.33*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 1 2017*2017-01-01*2017-06-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.91*-0.35**17527078.88*5544*0.0*142946349*false*8.1557*1.04**1.04*0.07*-1.48*5.53*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Trimester 1 2017*2017-01-01*2017-03-31*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.72*-0.35**20290851.27*5702*0.0*167969624*false*8.2781*0.52**0.52*0.04*2.38*4.81*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2016*2016-07-01*2016-12-31*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*1.35*-0.08**22810346.48*5813*0.0*184432574*false*8.0855*1.06**1.06*0.08*0.94*5.81*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE A GLOBAL*82480641*Trimester 3 2018*2018-07-01*2018-09-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.52*-0.32**13622748.2*4802*0.0*114342307*false*8.3935*0.53*[]*0.53*0.04*1.88*5.46*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE C GLOBAL*82480641*Trimester 3 2018*2018-07-01*2018-09-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.52*-0.32**93411.9*473*0.0*791550*false*8.4738*0.26*[]*0.26*0.04*2.15*5.45*0.3*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE P GLOBAL*82480641*Trimester 3 2018*2018-07-01*2018-09-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.52*-0.32**3.51*3*0.0*30*false*8.5813*0.0*[]*0.0*2.97*2.48*5.52*0.0*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*GLOBAL A FI*82480641*Semester 1 2018*2018-01-01*2018-06-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.44*-0.34**12683713.15*4417*0.0*104497163*false*8.2387*1.04*[]*1.04*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*GLOBAL C FI*82480641*Semester 1 2018*2018-01-01*2018-06-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.44*-0.34**78823.86*414*0.0*653883*false*8.2955*0.52*[]*0.52*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*GLOBAL P FI*82480641*Semester 1 2018*2018-01-01*2018-06-30*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.44*-0.34**3.51*3*0.0*29*false*8.3736*0.0*[]*0.0*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*GLOBAL A FI*82480641*Trimester 1 2018*2018-01-01*2018-03-31*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.22*-0.33**13228677.6*4585*0.0*106968803*false*8.0861*0.52*[]*0.52*0.04*-2.32*10.03*0.56*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*GLOBAL C FI*82480641*Trimester 1 2018*2018-01-01*2018-03-31*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.22*-0.33**32276.42*188*0.0*262104*false*8.1206*0.24*[]*0.24*0.03*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-82480641_da"" decimals=""2"" unitref=""pure"">-2.32</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-82480641_da"" decimals=""2"" unitref=""pure"">10.03</iic-com-fon:volatilidadvalorliquidativo>]"*0.28*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*GLOBAL P FI*82480641*Trimester 1 2018*2018-01-01*2018-03-31*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.22*-0.33**3.51*3*0.0*29*false*8.1745*0.0*[]*0.0*0.04*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-82480641_da"" decimals=""2"" unitref=""pure"">-2.32</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-82480641_da"" decimals=""2"" unitref=""pure"">10.03</iic-com-fon:volatilidadvalorliquidativo>]"*0.04*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*LIBERBANK GLOBAL FI*82480641*Semester 2 2017*2017-07-01*2017-12-31*1961*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.55*-0.35**14029429.26*4883*0.0*116140724*false*8.2784*1.06**1.06*0.08*-0.81*5.65*0.57*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE A GLOBAL*82480641*Trimester 3 2019*2019-07-01*2019-09-30*1961*info@liberbank.es*BBB+(Standard  Poor s)*4, en una escala del 1 al 7*0.86*-0.37**10792047.16*4056*0.0*82557765*false*7.6499*0.53*[]*0.53*0.04*-1.36*7.22*0.58*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE C GLOBAL*82480641*Trimester 3 2019*2019-07-01*2019-09-30*1961*info@liberbank.es*BBB+(Standard  Poor s)*4, en una escala del 1 al 7*0.86*-0.37**185918.8*1605*0.0*1451014*false*7.8046*0.27*[]*0.27*0.04*-1.1*7.23*0.31*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE P GLOBAL*82480641*Trimester 3 2019*2019-07-01*2019-09-30*1961*info@liberbank.es*BBB+(Standard  Poor s)*4, en una escala del 1 al 7*0.86*-0.37**64205.89*4*0.0*509345*false*7.933*0.32*[]*0.32*0.03*-1.15*7.23*0.36*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE A GLOBAL*82480641*Semester 1 2019*2019-01-01*2019-06-30*1961*info@liberbank.es*BBB+(Standard  Poor s)*4, en una escala del 1 al 7*2.02*-0.32**11679776.01*4320*0.0*90585164*false*7.7557*1.04*[]*1.04*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE C GLOBAL*82480641*Semester 1 2019*2019-01-01*2019-06-30*1961*info@liberbank.es*BBB+(Standard  Poor s)*4, en una escala del 1 al 7*2.02*-0.32**254009.28*1815*0.0*2004550*false*7.8916*0.52*[]*0.52*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK GLOBAL, FI*CLASE P GLOBAL*82480641*Semester 1 2019*2019-01-01*2019-06-30*1961*info@liberbank.es*BBB+(Standard  Poor s)*4, en una escala del 1 al 7*2.02*-0.32**64205.89*4*0.0*515256*false*8.0251*0.62*[]*0.62*0.06*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
