fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2009 S2*2009-07-01*2009-12-31*3597*bsinversion@bancsabadell.com*A*Moderado*0.92*0.34**626558.98*161**5986000*false*9.5544***0.48*0.03*1.41*2.25*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2009 T3*2009-07-01*2009-09-30*3597*bsinversion@bancsabadell.com*A*Moderado*0.16*0.32**664301.51*173**6259000*false*9.4218***0.24*0.01*5.19*2.61*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2009 S1*2009-01-01*2009-06-30*3597*bsinversion@bancsabadell.com*A*Moderado*0.26*1.06**746696.63*181*0.0*6688000*false*8.9567***0.47*0.02*2.17*1.73*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2010 S2*2010-07-01*2010-12-31*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.02*0.55**392660.34*140**3795000*false*9.6636***0.48*0.03*0.35*2.55*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2010 T3*2010-07-01*2010-09-30*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.1*0.44**553404.12*145**5329000*false*9.6298***0.24*0.01*2.28*2.39*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2010 S1*2010-01-01*2010-06-30*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.71*0.37**573898.12*149**5403000*false*9.4153***0.47*0.02*-2.95*2.36*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2010 T1*2010-01-01*2010-03-31*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.5*0.35**572042.69*152**5550000*false*9.7019***0.23*0.01*1.55*1.86*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2011 S2*2011-07-01*2011-12-31*3597*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Moderado*0.66*1.17**299606.69*121**2849000*false*9.5104*0.47*0.0*0.47*0.03*0.74*3.92*0.3*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2011 T3*2011-07-01*2011-09-30*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.29*1.07**313285.18*129**2958000*false*9.4403***0.24*0.01*-3.14*3.44*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2011 S1*2011-01-01*2011-06-30*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.78*0.85**340822.43*134**3322000*false*9.7462***0.46*0.02*0.43*1.96*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2011 T1*2011-01-01*2011-03-31*3597*bsinversion@bancsabadell.com*A (Standard & Poor's)*Moderado*0.55*0.62**347533.09*139**3373000*false*9.7042***0.23*0.01*0.42*2.47*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2012 T3*2012-07-01*2012-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.34*0.26**257519.75*111**2552000*false*9.9081*0.24*0.0*0.24*0.01*2.42*3.03*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2012 S1*2012-01-01*2012-06-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.7*0.39**266789.07*113**2581000*false*9.6743*0.46*0.0*0.46*0.02*-2.19*4.15*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2012 T1*2012-01-01*2012-03-31*3597*bsinversion@bancsabadell.com*BBB- (Standard & Poor's)*Moderado*0.41*0.39**285479.6*114**2824000*false*9.8911*0.23*0.0*0.23*0.01*4.0*4.02*0.27*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2011 S2*2011-07-01*2011-12-31*3597*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Moderado*0.66*1.17**299606.69*121**2849000*false*9.5104*0.47*0.0*0.47*0.03*0.74*3.92*0.3*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2013 S2*2013-07-01*2013-12-31*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.0*0.11**1678106.57*150**17649000*false*10.5172*0.47*0.0*0.47*0.02*0.85*1.58*0.26*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2013 T3*2013-07-01*2013-09-30*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.0*0.12**420572.98*107**4386000*false*10.4285*0.24*0.0*0.24*0.01*1.14*1.48*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2013 S1*2013-01-01*2013-06-30*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.51*0.08**331499.65*107**3418000*false*10.3111*0.47*0.0*0.47*0.02*0.75*1.7*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2013 T1*2013-01-01*2013-03-31*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.37*0.06**305890.42*106**3131000*false*10.2349*0.23*0.0*0.23*0.01*1.63*1.88*0.28*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2014 S2*2014-07-01*2014-12-31*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.0*0.01**7972425.9*416**85771000*false*10.7585*0.48*0.0*0.48*0.03*-0.25*1.75*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2014 T3*2014-07-01*2014-09-30*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.0*0.03**6526173.39*348**70390000*false*10.7858*0.24*0.0*0.24*0.01*0.59*1.53*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2014 S1*2014-01-01*2014-06-30*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.22*0.21**4836861.21*296**51862000*false*10.7221*0.47*0.0*0.47*0.02*0.44*1.41*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2014 T1*2014-01-01*2014-03-31*3597*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Moderado*0.01*0.19**3335863.37*218**35609000*false*10.6747*0.23*0.0*0.23*0.01*1.5*1.61*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - BASE*64368483*2015 T 3*2015-07-01*2015-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.58*0.0**20121444.95*7771*[]*216970000*false*10.783*0.38*0.0*0.38*0.01*0.74*4.5*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - PLUS*64368483*2015 T 3*2015-07-01*2015-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.58*0.0**8233860.37*523*[]*89135000*false*10.8254*0.21*0.0*0.21*0.01*0.91*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64368483_da"" decimals=""2"" unitref=""pure"">4.50</iic-com-fon:volatilidadvalorliquidativo>]"*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - PREMIER*64368483*2015 T 3*2015-07-01*2015-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.58*0.0**1140947.67*9*[]*12370000*false*10.8418*0.15*0.0*0.15*0.01*0.97*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64368483_da"" decimals=""2"" unitref=""pure"">4.50</iic-com-fon:volatilidadvalorliquidativo>]"*0.16*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - CARTERA*64368483*2015 T 3*2015-07-01*2015-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.58*0.0**0.0*0*[]*0*false*10.8039*0.0*0.0*0.0*0.0*0.82*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-64368483_da"" decimals=""2"" unitref=""pure"">4.50</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - BASE*64368483*2015 S 1*2015-01-01*2015-06-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**21318170.4*8184*[]*228184000*false*10.7037*0.69*0.0*0.69*0.02*-4.18*[]*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - PLUS*64368483*2015 S 1*2015-01-01*2015-06-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**8509649.97*537*[]*91295000*false*10.7284*0.31*0.0*0.31*0.02*-4.02*[]*0.22*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - PREMIER*64368483*2015 S 1*2015-01-01*2015-06-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**1298305.65*10*[]*13941000*false*10.7378*0.22*0.0*0.22*0.02*-3.97*[]*0.16*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - CARTERA*64368483*2015 S 1*2015-01-01*2015-06-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**0.0*0*[]*0*false*10.716*0.0*0.0*0.0*0.0*-4.1*[]*"[<iic-com:ratiototalgastos contextref=""FIM_S12015_V-64368483_daq"" decimals=""2"" unitref=""pure"">.39</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12015_V-64368483_daq"" decimals=""2"" unitref=""pure"">.22</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_S12015_V-64368483_daq"" decimals=""2"" unitref=""pure"">.16</iic-com:ratiototalgastos>]"*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 CLASE BASE*64368483*2015 T 1*2015-01-01*2015-03-31*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**21349132.8*8053*[]*238481000*false*11.1705*0.31*0.0*0.31*0.01*[]*[]*0.32*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 CLASE PLUS*64368483*2015 T 1*2015-01-01*2015-03-31*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**8259473.9*503*[]*92326000*false*11.1782*0.09*0.0*0.09*0.01*[]*[]*0.1*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 CLASE PREMIER*64368483*2015 T 1*2015-01-01*2015-03-31*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**1123957.87*8*[]*12567000*false*11.1812*0.06*0.0*0.06*0.01*[]*[]*0.07*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 CLASE CARTERA*64368483*2015 T 1*2015-01-01*2015-03-31*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**0.0*0*[]*0*false*11.1746*0.0*0.0*0.0*0.0*[]*[]*"[<iic-com:ratiototalgastos contextref=""FIM_T12015_V-64368483_da"" decimals=""2"" unitref=""pure"">.32</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12015_V-64368483_da"" decimals=""2"" unitref=""pure"">.10</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12015_V-64368483_da"" decimals=""2"" unitref=""pure"">.07</iic-com:ratiototalgastos>]"*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10 PREMIER, F.I.*64368483*2014 S2*2014-07-01*2014-12-31*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Moderado*0.0*0.01**7972425.9*416**85771000*false*10.7585*0.48*0.0*0.48*0.03*-0.25*1.75*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - BASE*64368483*2016 T 3*2016-07-01*2016-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**16358798.05*6617*[]*178646000*false*10.9205*0.38*0.0*0.38*0.01*0.22*1.97*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - PLUS*64368483*2016 T 3*2016-07-01*2016-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**8160670.85*498*[]*90050000*false*11.0347*0.21*0.0*0.21*0.01*0.39*1.97*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - PREMIER*64368483*2016 T 3*2016-07-01*2016-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**1347286.57*11*[]*14926000*false*11.0789*0.15*0.0*0.15*0.01*0.45*1.97*0.17*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 10, FI*INVERSABADELL 10, FI - CARTERA*64368483*2016 T 3*2016-07-01*2016-09-30*3597*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*3, en una escala del 1 al 7*0.0*0.0**0.0*0*[]*0*false*10.9767*0.0*0.0*0.0*0.0*0.31*1.97*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
