fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH TESORERIA F.I.*86345337*Semester 2 2011*2011-07-01*2011-12-31*4418*marchgestion@marchgestion.com*A2 (Moody's)*1, en una escala del 1 al 7.*0.0*0.77**30000.0*1*0.0*301571*false*10.0524*0.02*0.0*0.02*0.0***0.52*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH TESORERIA F.I.*86345337*Semester 2 2012*2012-07-01*2012-12-31*4418*marchgestion@marchgestion.com*Baa3 (Moody's)*1, en una escala del 1 al 7.*0.29*0.13**529930.03*49*0.0*5395860*false*10.1822*0.1*0.17*0.27*0.03*0.6*0.38*0.09*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH TESORERIA F.I.*86345337*Trimester 3 2012*2012-07-01*2012-09-30*4418*marchgestion@marchgestion.com*A2 (Moody's)*1, en una escala del 1 al 7.*0.23*0.15**398017.69*51*0.0*4028486*false*10.1214*0.05*0.06*0.11*0.01*0.88*1.18*0.09*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH TESORERIA F.I.*86345337*Semester 1 2012*2012-01-01*2012-06-30*4418*marchgestion@marchgestion.com*A2 (Moody's)*1, en una escala del 1 al 7.*0.43*0.29**426917.6*48*0.0*4283352*false*10.0332*0.1*0.03*0.13*0.02*-0.48*1.35*0.09*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH TESORERIA F.I.*86345337*Trimester 1 2012*2012-01-01*2012-03-31*4418*marchgestion@marchgestion.com*A2 (Moody's)*1, en una escala del 1 al 7.*0.0*0.3**451847.13*6*0.0*4555221*false*10.0813*0.05*0.08*0.13*0.01*0.29*0.31*0.1*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH PATRIMONIO CORTO PLAZO F.I.*86345337*Semester 2 2013*2013-07-01*2013-12-31*4418*marchgestion@marchgestion.com*Baa3 (Moody's)*2, en una escala del 1 al 7.*0.0*0.15**4627827.6*436*0.0*48393194*false*10.457*0.2*0.0*0.2*0.03*0.99*0.54*0.12*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH PATRIMONIO CORTO PLAZO F.I.*86345337*Semester 1 2013*2013-01-01*2013-06-30*4418*marchgestion@marchgestion.com*Baa3 (Moody's)*1, en una escala del 1 al 7.*0.0*0.17**4587949.19*349*0.0*47217001*false*10.2915*0.16*0.0*0.16*0.02***0.11*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH PATRIMONIO CORTO PLAZO F.I.*86345337*Trimester 1 2013*2013-01-01*2013-03-31*4418*marchgestion@marchgestion.com*Baa3 (Moody's)*1, en una escala del 1 al 7.*0.0*0.17**4783942.99*163*0.0*48950556*false*10.2323*0.05*0.13*0.17*0.01*0.49*0.2*0.07*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH TESORERIA F.I.*86345337*Semester 2 2012*2012-07-01*2012-12-31*4418*marchgestion@marchgestion.com*Baa3 (Moody's)*1, en una escala del 1 al 7.*0.29*0.13**529930.03*49*0.0*5395860*false*10.1822*0.1*0.17*0.27*0.03*0.6*0.38*0.09*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
MARCH PATRIMONIO CORTO PLAZO, FI*MARCH PATRIMONIO CORTO PLAZO F.I.*86345337*Semester 2 2014*2014-07-01*2014-12-31*4418*marchgestion@marchgestion.com*Baa3 (Moody's)*2, en una escala del 1 al 7.*0.0*0.04**5259599.61*464*0.0*56312904*false*10.7067*0.2*0.0*0.2*0.03*0.14*0.32*0.12*MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.*BANCA MARCH, S.A.*
