fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 2 2009*2009-07-01*2009-12-31*3683*attcliente.unigest@unicorp.es*A+  (Standars and Poors)*Muy bajo*0.0*0.67**150073.5*9513*0.0*175848809*false*1171.7512***0.5*0.08*0.08*0.1*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 3 2009*2009-07-01*2009-09-30*3683*attcliente.unigest@unicorp.es*A+  (Standars and Poors)*Muy bajo*0.0*0.58**146647.62*9054*0.0*171700889*false*1170.8399***0.25*0.04*0.48*0.15*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 1 2009*2009-01-01*2009-06-30*3683*attcliente.unigest@unicorp.es*A+  (Standars and Poors)*Muy bajo*0.0*1.01**140207.83*8660*0.0*163382665*false*1165.2892***0.5*0.07*0.44*0.11*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 2 2010*2010-07-01*2010-12-31*3683*attclienteunigest@grupounicaja.es*A+  (Standars and Poors)*Muy bajo*0.0*1.19**115964.94*7775*0.0*137563782*false*1186.2532***0.5*0.08*0.47*0.05*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 3 2010*2010-07-01*2010-09-30*3683*attcliente.unigest@unicorp.es*A+  (Standars and Poors)*Muy bajo*0.0*1.11**123939.1*8164*0.0*146329210*false*1180.6541***0.25*0.04*0.47*0.07*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 1 2010*2010-01-01*2010-06-30*3683*attcliente.unigest@unicorp.es*A+  (Standars and Poors)*Muy bajo*0.0*0.97**133275.83*8641*0.0*156622856*false*1175.1782***0.5*0.07*0.14*0.05*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 1 2010*2010-01-01*2010-03-31*3683*attcliente.unigest@unicorp.es*A+  (Standars and Poors)*Muy bajo*0.0*0.9**141949.07*9032*0.0*166590234*false*1173.5915***0.25*0.04*0.16*0.06*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 2 2011*2011-07-01*2011-12-31*3683*attclienteunigest@grupounicaja.es*A   (Standars and Poors)*Muy bajo*0.0*1.56**119220.39*8079*0.0*144690485*false*1213.6388*0.5**0.5*0.08*0.68*0.55*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 3 2011*2011-07-01*2011-09-30*3683*attclienteunigest@grupounicaja.es*A   (Standars and Poors)*Muy bajo*0.0*1.56**123480.05*8114*0.0*148848076*false*1205.4423***0.25*0.04*0.55*0.42*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 1 2011*2011-01-01*2011-06-30*3683*attclienteunigest@grupounicaja.es*A   (Standars and Poors)*Muy bajo*0.0*1.22**121347.79*7916*0.0*145472668*false*1198.8077***0.5*0.07*0.42*0.08*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 1 2011*2011-01-01*2011-03-31*3683*attclienteunigest@grupounicaja.es*A   (Standars and Poors)*Muy bajo*0.03*1.09**109152.25*7407*0.0*130300485*false*1193.7499***0.25*0.04*0.63*0.08*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 2 2012*2012-07-01*2012-12-31*3683*attclienteunigest@grupounicaja.es*BB+*1 en una escala del 1 al 7*0.0*1.76**102023.29*7125*0.0*127226601*false*1247.0349*0.5**0.5*0.08*0.86*0.15*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 3 2012*2012-07-01*2012-09-30*3683*attclienteunigest@grupounicaja.es*BB+ (Standars and Poors)*1 en una escala del 1 al 7*0.0*2.01**104924.15*7331*0.0*129725438*false*1236.3735*0.25**0.25*0.04*0.94*0.66*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 1 2012*2012-01-01*2012-06-30*3683*attclienteunigest@grupounicaja.es*BB+ (Standars and Poors)*1 en una escala del 1 al 7*0.01*1.58**113097.51*7744*0.0*138529408*false*1224.867*0.5**0.5*0.07*-0.01*0.57*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 1 2012*2012-01-01*2012-03-31*3683*attclienteunigest@grupounicaja.es*A-  (Standars and Poors)*1 en una escala del 1 al 7*0.03*1.42**119900.87*8033*0.0*146881910*false*1225.0279*0.25**0.25*0.04*0.94*0.26*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 2 2013*2013-07-01*2013-12-31*3683*attclienteunigest@grupounicaja.es*BB-*1 en una escala del 1 al 7*0.0*1.0**113981.82*7697*0.0*144589350*false*1268.5299*0.5**0.5*0.08*0.3*0.05*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 3 2013*2013-07-01*2013-09-30*3683*attclienteunigest@grupounicaja.es*BB-*1 en una escala del 1 al 7*0.0*0.99**115014.49*7685*0.0*145467726*false*1264.7774*0.25**0.25*0.04*0.36*0.06*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 1 2013*2013-01-01*2013-06-30*3683*attclienteunigest@grupounicaja.es*BB+*1 en una escala del 1 al 7*0.0*1.06**111829.78*7594*0.0*140933887*false*1260.2537*0.5**0.5*0.07*0.45*0.13*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 1 2013*2013-01-01*2013-03-31*3683*attclienteunigest@grupounicaja.es*BB+*1 en una escala del 1 al 7*0.0*1.15**106573.16*7227*0.0*133706900*false*1254.602*0.25**0.25*0.04*0.61*0.06*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO,FI*29577764*Trimester 3 2014*2014-07-01*2014-09-30*3683*attclienteunigest@grupounicaja.es*BB-*1 en una escala del 1 al 7*0.0*1.0**119906.67*7839*0.0*152830130*false*1274.5758*0.25**0.25*0.04*0.06*0.03*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 1 2014*2014-01-01*2014-06-30*3683*attclienteunigest@grupounicaja.es*BB-*1 en una escala del 1 al 7*0.0*0.99**112539.06*7461*0.0*143347209*false*1273.7552*0.5**0.5*0.07*0.17*0.04*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Trimester 1 2014*2014-01-01*2014-03-31*3683*attclienteunigest@grupounicaja.es*BB-*1 en una escala del 1 al 7*0.0*0.96**116248.7*7699*0.0*147822686*false*1271.6072*0.25**0.25*0.04*0.24*0.05*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND DINERO, F.I.*29577764*Semester 2 2013*2013-07-01*2013-12-31*3683*attclienteunigest@grupounicaja.es*BB-*1 en una escala del 1 al 7*0.0*1.0**113981.82*7697*0.0*144589350*false*1268.5299*0.5**0.5*0.08*0.3*0.05*0.29*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND RENTA FIJA EURO, F.I.*29577764*Trimester 3 2015*2015-07-01*2015-09-30*3683*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*2 en una escala del 1 al 7*0.0*0.38**82409.31*5663*0.0*105129438*false*1275.6986*0.19**0.19*0.01*0.03*0.07*0.2*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND RENTA FIJA EURO, FI*UNIFOND RENTA FIJA EURO, F.I.*29577764*Semester 1 2015*2015-01-01*2015-06-30*3683*attclienteunigest@grupounicaja.es*BB- (Standars and Poors)*2 en una escala del 1 al 7*0.0*0.9**88141.28*6076*0.0*112413270*false*1275.376*0.37**0.37*0.02*-0.07*0.07*0.2*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
