fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MEDIOLANUM FONDCUENTA, FI*FIBANC MEDIOLANUM FONDCUENTA, FI*08976888*Semester 2 2009*2009-07-01*2009-12-31*3713*N/D*ND*Bajo*0.13*0.28**26031.33*4558*0.0*64359936*false*2472.4029***0.5*0.08*0.1*0.11*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*FIBANC FONDINER FI*08976888*Trimester 3 2009*2009-07-01*2009-09-30*3713*N/D*ND*Bajo*0.13*0.27**26897.71*4655*0.0*66432930*false*2469.8356***0.25*0.04*0.29*0.14*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*FIBANC FONDINER FI*08976888*Semester 1 2009*2009-01-01*2009-06-30*3713*mprepiso@fibancmediolanum.es*ND*Bajo*0.0*0.97**27364.91*4659*0.0*67393256*false*2462.7622***0.5*0.07*0.39*0.17*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 2 2010*2010-07-01*2010-12-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.0*0.43**19975.24*3816*0.0*49212056*false*2463.6524***0.5*0.08*-0.14*0.3*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 3 2010*2010-07-01*2010-09-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.0*0.36**21677.75*4017*0.0*53482558*false*2467.1633***0.25*0.04*0.28*0.19*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 1 2010*2010-01-01*2010-06-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.0*0.31**22695.43*4085*0.0*55835323*false*2460.2015***0.5*0.07*-0.55*0.3*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*FIBANC MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 1 2010*2010-01-01*2010-03-31*3713*N/D*ND*Bajo*0.06*0.26**24365.77*4397*0.0*60276799*false*2473.831***0.25*0.04*0.06*0.11*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 3 2011*2011-07-01*2011-09-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.1*1.05**19436.1*3850*0.0*48440647*false*2492.302***0.25*0.04*0.39*0.38*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 1 2011*2011-01-01*2011-06-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.12*0.66**20048.8*3824*0.0*49773860*false*2482.6355***0.5*0.07*0.14*0.16*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 1 2011*2011-01-01*2011-03-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.0*0.49**20220.11*3879*0.0*50128713*false*2479.151***0.25*0.04*0.63*0.18*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 2 2010*2010-07-01*2010-12-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.0*0.43**19975.24*3816*0.0*49212056*false*2463.6524***0.5*0.08*-0.14*0.3*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 3 2012*2012-07-01*2012-09-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.2*0.28**20310.81*3847*0.0*51710424*false*2545.9556*0.25*0.0*0.25*0.04*1.32*0.89*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 1 2012*2012-01-01*2012-06-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.4*0.5**20085.36*3788*0.0*50469755*false*2512.7623*0.5*0.0*0.5*0.07*-0.68*0.59*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 1 2012*2012-01-01*2012-03-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.16*0.49**19819.77*3902*0.0*50143917*false*2529.9943*0.25*0.0*0.25*0.04*0.94*0.31*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 2 2011*2011-07-01*2011-12-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.23*1.04**19505.92*3818*0.0*48888813*false*2506.3572*0.5*0.0*0.5*0.08*0.56*0.58*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 2 2013*2013-07-01*2013-12-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.28*0.26**23240.74*4138*0.0*60835065*false*2617.604*0.5*0.0*0.5*0.08*0.39*0.18*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 3 2013*2013-07-01*2013-09-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.14*0.25**22145.87*4074*0.0*57741271*false*2607.315*0.25*0.0*0.25*0.04*0.2*0.12*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 1 2013*2013-01-01*2013-06-30*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.17*0.24**21511.6*4009*0.0*55976305*false*2602.1452*0.5*0.0*0.5*0.07***0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 1 2013*2013-01-01*2013-03-31*3713*ges.fibanc@bancomediolanum.es*ND*Bajo*0.03*0.25**20502.47*4002*0.0*53254391*false*2597.4619*0.25*0.0*0.25*0.04*0.69*0.3*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Trimester 3 2014*2014-07-01*2014-09-30*3713*ges.fibanc@bancomediolanum.es*ND*2*0.0*0.21**23830.36*4071*0.0*62612533*false*2627.4268*0.25*0.0*0.25*0.04*-0.06*0.41*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
MEDIOLANUM FONDCUENTA, FI*MEDIOLANUM FONDCUENTA, FI*08976888*Semester 1 2014*2014-01-01*2014-06-30*3713*ges.fibanc@bancomediolanum.es*ND*2*0.04*0.34**24437.84*4132*0.0*64244938*false*2628.9126*0.5*0.0*0.5*0.07*0.15*0.22*0.29*MEDIOLANUM GESTION, S.G.I.I.C., S.A.*BANCO MEDIOLANUM, S.A.*
