fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MUTUAFONDO EVOLUCIÓN, FI*"*A* MUTUAFONDO EVOLUCION FI"*88057666*Semester 2 2018*2018-07-01*2018-12-31*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.0*-0.33**28714.48*87*0.0*2769777*false*96.4592*0.45*[]*0.45*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*A* MUTUAFONDO EVOLUCION FI"*88057666*Trimester 3 2018*2018-07-01*2018-09-30*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.08*-0.3**28594.96*78*0.0*2838639*false*99.2706*0.22*[]*0.22*0.01*-0.24*1.02*0.36*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*L* MUTUAFONDO EVOLUCION FI"*88057666*Trimester 3 2018*2018-07-01*2018-09-30*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.08*-0.3**100.12*1*0.0*9957*false*99.4525*0.07*[]*0.07*0.02*-0.09*1.02*0.22*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*F* MUTUAFONDO EVOLUCION FI"*88057666*Trimester 3 2018*2018-07-01*2018-09-30*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.08*-0.3**90162.17*1*0.0*8975888*false*99.5527*0.0*[]*0.0*0.01*-0.01*1.02*0.14*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*A* MUTUAFONDO EVOLUCION FI"*88057666*Semester 1 2018*2018-01-01*2018-06-30*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.0*-0.07**8825.46*22*0.0*878226*false*99.5105*0.05*[]*0.05*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*L* MUTUAFONDO EVOLUCION FI"*88057666*Semester 1 2018*2018-01-01*2018-06-30*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.0*-0.07**100.12*1*0.0*9966*false*99.547*0.02*[]*0.02*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*F* MUTUAFONDO EVOLUCION FI"*88057666*Semester 1 2018*2018-01-01*2018-06-30*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.0*-0.07**90162.17*1*0.0*8977207*false*99.5673*0.0*[]*0.0*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*A* MUTUAFONDO EVOLUCION FI"*88057666*Semester 2 2019*2019-07-01*2019-12-31*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.03*-0.39**132641.26*202*0.0*13237508*false*99.7993*0.45*[]*0.45*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*L* MUTUAFONDO EVOLUCION FI"*88057666*Semester 2 2019*2019-07-01*2019-12-31*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.03*-0.39**100.12*1*0.0*10082*false*100.7045*0.15*[]*0.15*0.04*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO EVOLUCIÓN, FI*"*F* MUTUAFONDO EVOLUCION FI"*88057666*Semester 2 2019*2019-07-01*2019-12-31*5266*clientes@mutuactivos.com*A+*3 en una escala de 1 a 7*0.03*-0.39**564924.97*953*0.0*57180065*false*101.2171*0.0*[]*0.0*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
