fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO R.FIJA SELECCION FI*86901154*Semester 2 2013*2013-07-01*2013-12-31*4682*clientes@mutuactivos.com*n.d.*4,en una escala de 1 a 7*0.0*0.0**3000.0*1*0.0*299997*false*99.999*0.02**0.02*0.0***0.03*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO R.FIJA SELECCION FI*86901154*Trimester 3 2014*2014-07-01*2014-09-30*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.1*0.0**562820.46*270*0.0*58580885*false*104.0845*0.2**0.2*0.01*0.89*1.71*0.21*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO R.FIJA SELECCION FI*86901154*Semester 1 2014*2014-01-01*2014-06-30*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.06*0.01**505321.86*255*0.0*52133307*false*103.1685*0.39**0.39*0.02*1.88*1.7*0.22*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO R.FIJA SELECCION FI*86901154*Trimester 1 2014*2014-01-01*2014-03-31*4682*clientes@mutuactivos.com*n.d.*4,en una escala de 1 a 7*0.0*0.03**418824.16*224*0.0*42411555*false*101.2634*0.19**0.19*0.01*1.26*0.86*0.21*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO R.FIJA SELECCION FI*86901154*Semester 2 2013*2013-07-01*2013-12-31*4682*clientes@mutuactivos.com*n.d.*4,en una escala de 1 a 7*0.0*0.0**3000.0*1*0.0*299997*false*99.999*0.02**0.02*0.0***0.03*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO MIXTO SELECCION FI*86901154*Semester 2 2015*2015-07-01*2015-12-31*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.15*-0.12**1001445.16*425*0.0*104356893*false*104.2063*0.55**0.55*0.03*1.12*3.51*0.34*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO MIXTO SELECCION FI*86901154*Trimester 3 2015*2015-07-01*2015-09-30*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.2*-0.2**1061199.13*408*0.0*109363422*false*103.0565*0.24**0.24*0.01***0.25*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO SELECCION FI*86901154*Semester 1 2015*2015-01-01*2015-06-30*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.04*0.0**888189.39*401*0.0*94363311*false*106.2433*0.4**0.4*0.03*-1.91*3.98*0.22*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO SELECCION FI*86901154*Trimester 1 2015*2015-01-01*2015-03-31*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.0*0.0**816894.35*368*0.0*88476331*false*108.3082*0.19**0.19*0.01*2.88*1.86*0.21*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO MIXTO SELECCION FI*86901154*Semester 2 2016*2016-07-01*2016-12-31*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.39*-0.3**626504.97*345*0.0*66194093*false*105.6561*0.63**0.63*0.03*1.39*1.94*0.41*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO MIXTO SELECCION FI*86901154*Trimester 3 2016*2016-07-01*2016-09-30*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.22*0.0**662408.44*355*0.0*69028371*false*104.2082*0.32**0.32*0.01*2.21*3.02*0.34*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO MIXTO SELECCION FI*86901154*Semester 1 2016*2016-01-01*2016-06-30*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.25*0.0**806113.53*389*0.0*82184429*false*101.9514*0.62**0.62*0.02*-0.25*5.73*0.34*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
MUTUAFONDO MIXTO SELECCION, FI*MUTUAFONDO MIXTO SELECCION FI*86901154*Trimester 1 2016*2016-01-01*2016-03-31*4682*clientes@mutuactivos.com*n.d.*4, en una escala de 1 a 7*0.08*0.0**935420.1*405*0.0*95610607*false*102.2114*0.31**0.31*0.01*-1.91*6.19*0.34*MUTUACTIVOS, S.A., S.G.I.I.C.*BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA*
