fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Trimester 3 2009*2009-07-01*2009-09-30*987*correo@cajastur.es*A*Medio*0.24*0.25**2218259.97*1327*0.0*18060569*false*8.1418***0.43*0.04*4.82*4.81*0.51*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Semester 1 2009*2009-01-01*2009-06-30*987*correo@cajastur.es*A*Medio*0.35*0.9**2255752.74*1350*0.0*17521694*false*7.7676***0.84*0.07*6.07*7.03*0.64*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Semester 2 2010*2010-07-01*2010-12-31*987*correo@cajastur.es*A-  (FITCH IBCA)*Medio*0.77*0.44**2051524.91*1180*0.0*16675217*false*8.1282***0.86*0.08*-0.03*4.85*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Trimester 3 2010*2010-07-01*2010-09-30*987*correo@cajastur.es*A*Medio*0.26*0.34**2120455.82*1216*0.0*17241191*false*8.1309***0.43*0.04*1.99*5.2*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Semester 1 2010*2010-01-01*2010-06-30*987*correo@cajastur.es*A*Medio*0.41*0.29**2172918.77*1258*0.0*17323882*false*7.9726***0.84*0.07*-2.97*9.42*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Trimester 1 2010*2010-01-01*2010-03-31*987*correo@cajastur.es*A*Medio*0.14*0.25**2146743.5*1291*0.0*17639661*false*8.2169***0.42*0.04*0.32*5.09*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Trimester 3 2011*2011-07-01*2011-09-30*987*correo@cajastur.es*BBB+(FITCH IBCA)*Medio*0.21*0.94**2028399.34*1163*0.0*15827107*false*7.8028***0.43*0.04*-6.46*9.34*0.49*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Semester 1 2011*2011-01-01*2011-06-30*987*correo@cajastur.es*A-  (FITCH IBCA)*Medio*0.47*0.75**1985208.98*1144*0.0*16560320*false*8.3419***0.84*0.07*0.55*4.77*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Trimester 1 2011*2011-01-01*2011-03-31*987*correo@cajastur.es*A-  (FITCH IBCA)*Medio*0.07*0.54**2054474.85*1184*0.0*17043865*false*8.296***0.42*0.04*2.06*4.95*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*ASTURFONDO MIX RENTA FIJA FI*81713398*Semester 2 2010*2010-07-01*2010-12-31*987*correo@cajastur.es*A-  (FITCH IBCA)*Medio*0.77*0.44**2051524.91*1180*0.0*16675217*false*8.1282***0.86*0.08*-0.03*4.85*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 3 2012*2012-07-01*2012-09-30*987*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Medio*0.03*0.15**2007077.97*1138*0.0*16811868*false*8.3763*0.43**0.43*0.04*3.04*6.18*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 1 2012*2012-01-01*2012-06-30*987*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Medio*1.04*0.22**2134736.83*1209*0.0*17353338*false*8.129*0.97**0.97*0.09*-1.86*5.42*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 1 2012*2012-01-01*2012-03-31*987*fondos@liberbankgestion.es*BBB+(FITCH IBCA)*Medio*0.83*0.19**1768801.54*1033*0.0*14650384*false*8.2827*0.42**0.42*0.04*3.75*5.39*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2011*2011-07-01*2011-12-31*987*fondos@liberbankgestion.es*BBB+(FITCH IBCA)*Medio*0.47*0.89**1899237.6*1111*0.0*15162668*false*7.9836*0.86**0.86*0.08*2.32*9.14*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2013*2013-07-01*2013-12-31*987*info@liberbank.es*BB+ (FITCH IBCA)*Medio*0.66*0.09**1805152.41*1018*0.0*16789080*false*9.3006*0.86**0.86*0.08*2.86*3.87*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 3 2013*2013-07-01*2013-09-30*987*info@liberbank.es*BB+ (FITCH IBCA)*Medio*0.11*0.06**1841676.66*1013*0.0*16651931*false*9.0417*0.43**0.43*0.04*3.86*4.87*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 1 2013*2013-01-01*2013-06-30*987*info@liberbank.es*BB+ (FITCH IBCA)*Medio*1.1*0.09**1857360.76*1030*0.0*16169891*false*8.7058*0.84**0.84*0.07*0.43*6.34*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 1 2013*2013-01-01*2013-03-31*987*fondos@liberbankgestion.es*BB+ (FITCH IBCA)*Medio*0.43*0.07**1941594.79*1078*0.0*16830680*false*8.6685*0.42**0.42*0.04*0.52*5.11*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 3 2014*2014-07-01*2014-09-30*987*info@liberbank.es*BBB-*Medio*0.54*0.02**2900057.65*1381*0.0*27616971*false*9.5229*0.43**0.43*0.04*-1.27*5.22*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 1 2014*2014-01-01*2014-06-30*987*info@liberbank.es*BBB-*Medio*0.67*0.16**2722287.93*1337*0.0*26257287*false*9.6453*0.84**0.84*0.07*1.44*2.83*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 1 2014*2014-01-01*2014-03-31*987*info@liberbank.es*BBB-*Medio*0.5*0.16**2214119.65*1198*0.0*21052624*false*9.5084*0.42**0.42*0.04*2.23*4.29*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2013*2013-07-01*2013-12-31*987*info@liberbank.es*BB+ (FITCH IBCA)*Medio*0.66*0.09**1805152.41*1018*0.0*16789080*false*9.3006*0.86**0.86*0.08*2.86*3.87*0.48*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 3 2015*2015-07-01*2015-09-30*987*gestora@renta4.es*BBB*Medio*0.0*-0.12**4636083.69*1885*0.0*44595077*false*9.6191*0.43**0.43*0.04*2.41*4.73*1.88*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 1 2015*2015-01-01*2015-06-30*987*gestora@renta4.es*BBB*Medio*0.0*0.0**3774337.88*1629*0.0*36873285*false*9.7695*0.84**0.84*0.07*-3.18*6.02*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 1 2015*2015-01-01*2015-03-31*987*info@liberbank.es*BBB*Medio*0.0*0.01**2900005.53*1375*0.0*29262683*false*10.0906*0.42**0.42*0.04*5.94*5.41*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2014*2014-07-01*2014-12-31*987*info@liberbank.es*BBB-*Medio*1.24*0.02**2939098.46*1386*0.0*27995310*false*9.5251*0.86**0.86*0.08*0.02*6.0*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 3 2016*2016-07-01*2016-09-30*987*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.68*0.0**6143419.9*3110*0.0*58055253*false*9.45*0.43**0.43*0.04*0.06*2.14*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 1 2016*2016-01-01*2016-06-30*987*info@liberbank.es*BBB*Medio*0.69*0.0**6062106.92*3050*0.0*57249555*false*9.4439*0.84**0.84*0.07*-2.34*6.49*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 1 2016*2016-01-01*2016-03-31*987*info@liberbank.es*BBB*Medio*0.28*0.0**5452313.2*2423*0.0*52726316*false*9.6704*0.42**0.42*0.04*-0.64*5.72*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2015*2015-07-01*2015-12-31*987*gestora@renta4.es*BBB*Medio*0.06*-0.06**5184647.03*2124*0.0*50461407*false*9.7329*0.86**0.86*0.08*1.18*4.45*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 3 2017*2017-07-01*2017-09-30*987*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.12*-0.36**5986733.68*2902*0.0*57841897*false*9.6617*0.43**0.43*0.04*1.09*1.99*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 1 2017*2017-01-01*2017-06-30*987*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.38*-0.35**6193780.6*3005*0.0*59196968*false*9.5575*0.84**0.84*0.07*-0.16*2.51*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Trimester 1 2017*2017-01-01*2017-03-31*987*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.34*-0.35**5930249.47*3007*0.0*56767848*false*9.5726*0.42**0.42*0.04*1.33*2.21*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2016*2016-07-01*2016-12-31*987*info@liberbank.es*BBB*4, en una escala del 1 al 7*1.16*-0.08**6014834.5*3071*0.0*56819729*false*9.4466*0.85**0.85*0.08*-0.04*2.83*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE A MIX RF*81713398*Trimester 3 2018*2018-07-01*2018-09-30*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.2*-0.35**5355898.4*2275*0.0*51039611*false*9.5296*0.43*[]*0.43*0.04*0.06*3.13*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE C MIX RF*81713398*Trimester 3 2018*2018-07-01*2018-09-30*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.2*-0.35**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*0.29*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE P MIX RF*81713398*Trimester 3 2018*2018-07-01*2018-09-30*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.2*-0.35**1200.41*2*0.0*11485*false*9.5673*0.25*[]*0.25*0.04*0.43*3.15*"[<iic-com:ratiototalgastos contextref=""FIM_T32018_V-81713398_da"" decimals=""2"" unitref=""pure"">0.47</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32018_V-81713398_da"" decimals=""2"" unitref=""pure"">0.29</iic-com:ratiototalgastos>]"*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*MIX RENTA FIJA A FI*81713398*Semester 1 2018*2018-01-01*2018-06-30*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.08*-0.3**5468040.19*2341*0.0*52076629*false*9.5238*0.86*[]*0.86*0.08*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*MIX RENTA FIJA C FI*81713398*Semester 1 2018*2018-01-01*2018-06-30*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.08*-0.3**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*MIX RENTA FIJA P FI*81713398*Semester 1 2018*2018-01-01*2018-06-30*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.08*-0.3**1.04*1*0.0*10*false*9.5263*0.0*[]*0.0*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*MIX R.FIJA A FI*81713398*Trimester 1 2018*2018-01-01*2018-03-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.02*-0.31**5405517.64*2403*0.0*51164073*false*9.4652*0.42*[]*0.42*0.04*-1.31*4.1*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*MIX R.FIJA P FI*81713398*Trimester 1 2018*2018-01-01*2018-03-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.02*-0.31**2.11*2*0.0*20*false*9.4795*0.0*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12018_V-81713398_da"" decimals=""2"" unitref=""pure"">-1.31</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12018_V-81713398_da"" decimals=""2"" unitref=""pure"">4.10</iic-com-fon:volatilidadvalorliquidativo>]"*"[<iic-com:ratiototalgastos contextref=""FIM_T12018_V-81713398_da"" decimals=""2"" unitref=""pure"">0.46</iic-com:ratiototalgastos>]"*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*LIBERBANK MIX RENTA FIJA FI*81713398*Semester 2 2017*2017-07-01*2017-12-31*987*info@liberbank.es*BBB*4, en una escala del 1 al 7*0.21*-0.35**5789078.53*2606*0.0*55522055*false*9.5908*0.86**0.86*0.08*-0.73*2.39*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE A MIX RF*81713398*Trimester 3 2019*2019-07-01*2019-09-30*987*info@liberbank.es*BBB+(Standard  Poor s)*3, en una escala del 1 al 7*0.47*-0.37**4245286.08*1916*0.0*38054639*false*8.964*0.43*[]*0.43*0.04*-1.18*3.5*0.47*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE C MIX RF*81713398*Trimester 3 2019*2019-07-01*2019-09-30*987*info@liberbank.es*BBB+(Standard  Poor s)*3, en una escala del 1 al 7*0.47*-0.37**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*0.29*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE P MIX RF*81713398*Trimester 3 2019*2019-07-01*2019-09-30*987*info@liberbank.es*BBB+(Standard  Poor s)*3, en una escala del 1 al 7*0.47*-0.37**59823.21*2*0.0*543887*false*9.0916*0.25*[]*0.25*0.03*-0.99*3.51*"[<iic-com:ratiototalgastos contextref=""FIM_T32019_V-81713398_da"" decimals=""2"" unitref=""pure"">0.47</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32019_V-81713398_da"" decimals=""2"" unitref=""pure"">0.29</iic-com:ratiototalgastos>]"*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE A MIX RF*81713398*Semester 1 2019*2019-01-01*2019-06-30*987*info@liberbank.es*BBB+(Standard  Poor s)*3, en una escala del 1 al 7*1.28*-0.33**4596610.88*2021*0.0*41696661*false*9.0712*0.84*[]*0.84*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE C MIX RF*81713398*Semester 1 2019*2019-01-01*2019-06-30*987*info@liberbank.es*BBB+(Standard  Poor s)*3, en una escala del 1 al 7*1.28*-0.33**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE P MIX RF*81713398*Semester 1 2019*2019-01-01*2019-06-30*987*info@liberbank.es*BBB+(Standard  Poor s)*3, en una escala del 1 al 7*1.28*-0.33**59823.21*2*0.0*549352*false*9.1829*0.49*[]*0.49*0.07*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE A MIX RF*81713398*Trimester 1 2019*2019-01-01*2019-03-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.85*-0.32**4727643.91*2080*0.0*42726119*false*9.0375*0.42*[]*0.42*0.04*1.81*3.84*0.46*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE C MIX RF*81713398*Trimester 1 2019*2019-01-01*2019-03-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.85*-0.32**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*0.0*0.0*0.28*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE P MIX RF*81713398*Trimester 1 2019*2019-01-01*2019-03-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.85*-0.32**59823.21*2*0.0*546323*false*9.1323*0.24*[]*0.24*0.04*2.15*3.91*"[<iic-com:ratiototalgastos contextref=""FIM_T12019_V-81713398_da"" decimals=""2"" unitref=""pure"">0.46</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T12019_V-81713398_da"" decimals=""2"" unitref=""pure"">0.28</iic-com:ratiototalgastos>]"*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE A MIX RF*81713398*Semester 2 2018*2018-07-01*2018-12-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.41*-0.35**5016866.33*2185*0.0*44533196*false*8.8767*0.86*[]*0.86*0.08*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE C MIX RF*81713398*Semester 2 2018*2018-07-01*2018-12-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.41*-0.35**0.0*0*0.0*0*false*0.0*0.0*[]*0.0*0.0*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
LIBERBANK MIX-RENTA FIJA, FI*CLASE P MIX RF*81713398*Semester 2 2018*2018-07-01*2018-12-31*987*info@liberbank.es*BBB*3, en una escala del 1 al 7*0.41*-0.35**1.04*1*0.0*9*false*8.9399*0.5*[]*0.5*0.08*[]*[]*[]*LIBERBANK GESTION, SGIIC, S.A.*CECABANK, S.A.*
