fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Semester 2 2016*2016-07-01*2016-12-31*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*3, en una escala de 1 a 7*1.87*0.0**2758445.85*544*0.0*16435203*false*5.9581*0.37**0.37*0.03*0.21*1.64*0.39*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Trimester 3 2016*2016-07-01*2016-09-30*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*3, en una escala de 1 a 7*0.0*0.01**1591841.67*539*0.0*9464115*false*5.9454*0.17**0.17*0.02***0.49*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Semester 2 2017*2017-07-01*2017-12-31*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*3, en una escala de 1 a 7*0.5*0.0**11533024.08*538*0.0*70771427*false*6.1364*0.38**0.38*0.04*0.41*1.18*0.35*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Trimester 3 2017*2017-07-01*2017-09-30*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*3, en una escala de 1 a 7*0.4*0.0**9228773.22*317*0.0*56398500*false*6.1112*0.19**0.19*0.02*0.73*1.61*0.36*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Semester 1 2017*2017-01-01*2017-06-30*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*3, en una escala de 1 a 7*0.51*0.0**7154723.05*181*0.0*43408468*false*6.0671*0.37**0.37*0.03*0.27*1.81*0.36*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Trimester 1 2017*2017-01-01*2017-03-31*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*3, en una escala de 1 a 7*0.0*0.0**4201951.2*154*0.0*25424407*false*6.0506*0.18**0.18*0.02*1.55*1.83*0.37*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Semester 2 2018*2018-07-01*2018-12-31*5056*apoyoredunigest@grupounicaja.es*Baa2(Moody's)*2, en una escala de 1 a 7*0.83*0.0**29077199.58*3736*0.0*170266450*false*5.8557*0.38**0.38*0.04***0.33*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Trimester 3 2018*2018-07-01*2018-09-30*5056*apoyoredunigest@grupounicaja.es*BBB (Standard & Poor's)*2, en una escala de 1 a 7*0.86*0.0**29596720.96*3509*0.0*179339055*false*6.0594*0.19**0.19*0.02*0.23*1.13*0.32*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Semester 1 2018*2018-01-01*2018-06-30*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*2, en una escala de 1 a 7*0.0*0.0**27536028.88*2899*0.0*166472471*false*6.0456*0.37**0.37*0.03*-0.87*1.51*0.33*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
UNIFOND CONSERVADOR, FI*UNICORP SELECCIÓN PRUDENTE FI*93492494*Trimester 1 2018*2018-01-01*2018-03-31*5056*attclienteunigest@grupounicaja.es*BBB (Standard & Poor's)*2, en una escala de 1 a 7*0.03*0.0**17369047.61*1246*0.0*105930090*false*6.0988*0.18**0.18*0.02***0.33*UNIGEST, S.G.I.I.C., S.A.*CECABANK, S.A.*
