fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2009*2009-07-01*2009-12-31*428*gestora@renta4.es*NA*alto*5.16*0.24**932623.175901*1123*0.0*21474083*false*23.0255***2.08*0.09*2.98*15.16*0.6*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2009*2009-07-01*2009-09-30*428*gestora@renta4.es*NA*alto*2.44*0.24**991279.307851*1152*3.545657*22163810*false*22.358795***1.54*0.07*20.61*15.68*0.6*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2009*2009-01-01*2009-06-30*428*gestora@renta4.es*NA*alto*9.03*0.96**992556.534033*1168*1.230239*18400208*false*18.538197***1.12*0.05*23.65*19.66*1.17*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2010*2010-07-01*2010-12-31*428*gestora@renta4.es*NA*Alto*4.42*0.48**879588.707846*1222*0.0*17866148*false*20.3119***1.87*0.1*-1.13*16.73*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2010*2010-07-01*2010-09-30*428*gestora@renta4.es*NA*Alto*2.17*0.36**877699.815592*1218*0.0*18031996*false*20.5446***1.41*0.08*14.38*17.5*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2010*2010-01-01*2010-06-30*428*gestora@renta4.es*NA*Alto*11.2*0.24**891485.468278*1254*0.0*16013030*false*17.9622***0.94*0.05*-14.27*37.94*0.52*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 1 2010*2010-01-01*2010-03-31*428*gestora@renta4.es*NA*alto*5.11*0.24**859057.459014*1094*0.0*17998632*false*20.9516***0.46*0.02*-9.01*18.9*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2011*2011-07-01*2011-09-30*428*gestora@renta4.es*NA*Alto*1.8*1.09**847099.533199*1213*0.0*15328406*false*18.0952***0.47*0.02*-17.08*37.17*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2011*2011-01-01*2011-06-30*428*gestora@renta4.es*NA*Alto*5.92*0.72**832283.741172*1201*0.0*18162750*false*21.8228***0.92*0.05*-0.87*16.91*0.97*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 1 2011*2011-01-01*2011-03-31*428*gestora@renta4.es*NA*Alto*3.19*0.48**842440.054408*1197*0.0*18545886*false*22.0145***0.46*0.02*8.38*18.03*0.48*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2010*2010-07-01*2010-12-31*428*gestora@renta4.es*NA*Alto*4.42*0.48**879588.707846*1222*0.0*17866148*false*20.3119***1.87*0.1*-1.13*16.73*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2012*2012-07-01*2012-12-31*428*gestora@renta4.es*NA*Alto*2.0*0.63**870577.98964*1344*0.0*16351783*false*18.7827*0.93*0.0*0.93*0.05*7.75*14.17*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2012*2012-07-01*2012-09-30*428*gestora@renta4.es*NA*Alto*0.85*0.12**910534.813119*1642*0.0*15871924*false*17.4314*0.47*0.0*0.47*0.03*7.51*29.03*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2012*2012-01-01*2012-06-30*428*gestora@renta4.es*NA*Alto*5.1*0.24**1059020.777778*1707*0.0*17170942*false*16.214*0.92*0.0*0.92*0.05*-9.95*28.24*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 1 2012*2012-01-01*2012-03-31*428*gestora@renta4.es*NA*Alto*4.5*0.24**944427.178962*1338*0.0*17004603*false*18.0052*0.46*0.0*0.46*0.02*-4.05*16.62*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2013*2013-07-01*2013-12-31*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.66**1283482.367511*2306*0.0*30740522*false*23.9509*0.93*0.0*0.93*0.05*10.34*11.72*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2013*2013-07-01*2013-09-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.01*0.61**948332.719737*1512*0.0*20584299*false*21.7058*0.47*0.0*0.47*0.03*13.39*13.57*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2013*2013-01-01*2013-06-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.87*0.67**984310.148258*1444*0.0*18843069*false*19.1434*0.92*0.0*0.92*0.05*1.49*16.16*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 1 2013*2013-01-01*2013-03-31*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.51*0.59**914250.736996*1401*0.0*17244290*false*18.8617*0.46*0.0*0.46*0.02*0.42*17.35*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2014*2014-07-01*2014-12-31*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.19*0.11**1739513.135568*3182*0.0*43681614*false*25.1114*0.93*0.0*0.93*0.05*-2.09*20.74*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2014*2014-07-01*2014-09-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.0*0.11**1545051.455171*2939*0.0*39624836*false*25.6463*0.47*0.0*0.47*0.03*-3.21*12.83*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2014*2014-01-01*2014-06-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.6*0.42**1195164.964099*2373*0.0*31668938*false*26.4975*0.92*0.0*0.92*0.05*5.43*10.35*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 1 2014*2014-01-01*2014-03-31*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.47*0.43**1204581.324259*2330*0.0*30274356*false*25.1327*0.46*0.0*0.46*0.02*4.93*14.21*0.48*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 2 2015*2015-07-01*2015-12-31*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.47*0.18**1530857.16359*2879*0.0*41920318*false*27.3836*0.93*0.0*0.93*0.05*5.47*17.53*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2015*2015-07-01*2015-09-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.21*0.16**1614942.662173*2912*0.0*41929068*false*25.9632*0.47*0.0*0.47*0.02*-6.44*22.62*0.5*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2015*2015-01-01*2015-06-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*1.01*0.12**1550320.260618*2847*0.0*43021015*false*27.7498*0.92*0.0*0.92*0.05*-4.56*15.38*0.49*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 1 2015*2015-01-01*2015-03-31*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.56*0.11**1465471.774742*2624*0.0*42607698*false*29.0744*0.46*0.0*0.46*0.02*15.78*15.0*0.48*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Trimester 3 2016*2016-07-01*2016-09-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.37*0.25**1328731.890187*2672*0.0*37641696*false*28.329*0.34*0.0*0.34*0.02*9.82*13.52*0.37*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
RENTA 4 BOLSA, FI*RENTA 4 BOLSA FI*80698889*Semester 1 2016*2016-01-01*2016-06-30*428*gestora@renta4.es*NA*7, de una escala del 1 al 7*0.8*0.22**1363133.887858*2746*0.0*35164390*false*25.7967*0.77*0.0*0.77*0.05*-2.35*24.58*0.34*RENTA 4 GESTORA, S.G.I.I.C., S.A.*RENTA 4 BANCO, S.A.*
