fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA*50933217*Semester 2 2009*2009-07-01*2009-12-31*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.89**3789982.48*1124*0.0*17910991*false*4.7259***1.01*0.1*9.39*11.14*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA*50933217*Trimester 3 2009*2009-07-01*2009-09-30*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.9**3572819.09*1139*0.0*15435503*false*4.3203***0.5*0.05*9.67*12.44*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA*50933217*Semester 1 2009*2009-01-01*2009-06-30*2605*participes.ibercajagestion@ibercaja.net*A2*Alto*0.0*1.17**3396418.17*1019*0.0*13379425*false*3.9393***0.99*0.1*8.14*19.02*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE B IBERCAJA BOLSA USA*50933217*Semester 2 2010*2010-07-01*2010-12-31*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.92**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE A IBERCAJA BOLSA USA*50933217*Semester 2 2010*2010-07-01*2010-12-31*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.92**5088596.19*1636*0.0*28342109*false*5.5697*[]*[]*1.01*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA*50933217*Trimester 3 2010*2010-07-01*2010-09-30*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.92**5863049.27*2075*0.0*29639629*false*5.0553***0.5*0.05*-1.12*13.08*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA*50933217*Semester 1 2010*2010-01-01*2010-06-30*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.89**6305225.66*2212*0.0*32236849*false*5.1127***0.99*0.1*-2.14*17.31*0.55*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA*50933217*Trimester 1 2010*2010-01-01*2010-03-31*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.89**5047110.95*1673*0.0*26368524*false*5.2245***0.49*0.05*10.55*12.06*0.55*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Trimester 3 2011*2011-07-01*2011-09-30*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.48**4010827.95*1320*0.0*20635475*false*5.1449*[]*[]*0.5*0.05*-5.18*23.38*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Trimester 3 2011*2011-07-01*2011-09-30*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.48**1.06*1*0.0*6*false*5.2398*[]*[]*0.0*0.0*-4.3*23.51*0.01*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Semester 1 2011*2011-01-01*2011-06-30*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.04**4466480.4*1477*0.0*24234457*false*5.4259*[]*[]*0.99*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Semester 1 2011*2011-01-01*2011-06-30*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.04**1.06*1*0.0*6*false*5.4755*[]*[]*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Trimester 1 2011*2011-01-01*2011-03-31*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*0.89**5080444.72*1711*0.0*28371392*false*5.5844*[]*[]*0.49*0.05*0.26*12.97*0.55*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Trimester 1 2011*2011-01-01*2011-03-31*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*0.89**1.06*1*0.0*6*false*5.6038*[]*[]*0.0*0.0*"[<iic-com:rentabilidadiic contextref=""FIM_T12011_V-50933217_da"" decimals=""2"" unitref=""pure"">0.26</iic-com:rentabilidadiic>]"*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T12011_V-50933217_da"" decimals=""2"" unitref=""pure"">12.97</iic-com-fon:volatilidadvalorliquidativo>]"*0.0*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE B IBERCAJA BOLSA USA*50933217*Semester 2 2010*2010-07-01*2010-12-31*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.92**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE A IBERCAJA BOLSA USA*50933217*Semester 2 2010*2010-07-01*2010-12-31*2605*participes.ibercajagestion@ibercaja.net*A2 (Moody's)*Alto*0.0*0.92**5088596.19*1636*0.0*28342109*false*5.5697*[]*[]*1.01*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Trimester 3 2012*2012-07-01*2012-09-30*2605*participes.ibercajagestion@ibercaja.net*Ba2 (Moody's)*Alto*0.0*0.79**3531318.92*1197*0.0*23036235*false*6.5234*0.5*0.0*0.5*0.05*3.84*9.08*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Trimester 3 2012*2012-07-01*2012-09-30*2605*participes.ibercajagestion@ibercaja.net*Ba2 (Moody's)*Alto*0.0*0.79**1.06*1*0.0*7*false*6.7854*0.0*0.0*0.0*0.0*4.05*9.24*0.01*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE A IBERCAJA BOLSA USA*50933217*Semester 1 2012*2012-01-01*2012-06-30*2605*participes.ibercajagestion@ibercaja.net*Ba2 (Moody's)*Alto*0.0*1.0**3544130.0*1193*0.0*22265515*false*6.2824*1.0*0.0*1.0*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE B IBERCAJA BOLSA USA*50933217*Semester 1 2012*2012-01-01*2012-06-30*2605*participes.ibercajagestion@ibercaja.net*Ba2 (Moody's)*Alto*0.0*1.0**1.06*1*0.0*7*false*6.5215*0.0*0.0*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE B IBERCAJA BOLSA USA*50933217*Trimester 1 2012*2012-01-01*2012-03-31*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.01**1.06*1*0.0*7*false*6.3425*0.0*0.0*0.0*0.0*7.0*8.42*0.01*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*CLASE A IBERCAJA BOLSA USA*50933217*Trimester 1 2012*2012-01-01*2012-03-31*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.01**3677623.7*1215*0.0*22715073*false*6.1766*0.5*0.0*0.5*0.05*6.48*8.37*0.55*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Semester 2 2011*2011-07-01*2011-12-31*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.41**4049634.74*1409*0.0*23491012*false*5.8008*1.01*0.0*1.01*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Semester 2 2011*2011-07-01*2011-12-31*2605*participes.ibercajagestion@ibercaja.net*Baa1 (Moody's)*Alto*0.0*1.41**1.06*1*0.0*6*false*5.9278*0.0*0.0*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Semester 2 2013*2013-07-01*2013-12-31*2605*participes.ibercajagestion@ibercaja.net*Ba3 (Moody's)*6 (en una escala del 1 al 7)*0.0*0.29**2649867.49*990*0.0*20143800*false*7.6018*1.01*0.0*1.01*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Semester 2 2013*2013-07-01*2013-12-31*2605*participes.ibercajagestion@ibercaja.net*Ba3 (Moody's)*6 (en una escala del 1 al 7)*0.0*0.29**1.06*1*0.0*9*false*8.1331*0.0*0.0*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Trimester 3 2013*2013-07-01*2013-09-30*2605*participes.ibercajagestion@ibercaja.net*Ba3 (Moody's)*6 (en una escala del 1 al 7)*0.0*0.41**2799692.94*1049*0.0*19536877*false*6.9782*0.5*0.0*0.5*0.05*-1.74*9.92*0.56*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Trimester 3 2013*2013-07-01*2013-09-30*2605*participes.ibercajagestion@ibercaja.net*Ba3 (Moody's)*6 (en una escala del 1 al 7)*0.0*0.41**1.06*1*0.0*8*false*7.398*0.0*0.0*0.0*0.0*-1.26*10.11*0.0*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE A*50933217*Semester 1 2013*2013-01-01*2013-06-30*2605*participes.ibercajagestion@ibercaja.net*A1 (Moody's)*Alto*0.0*0.66**2983698.67*1103*0.0*21190282*false*7.102*0.99*0.0*0.99*0.1*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
IBERCAJA BOLSA USA, FI*IBERCAJA BOLSA USA CLASE B*50933217*Semester 1 2013*2013-01-01*2013-06-30*2605*participes.ibercajagestion@ibercaja.net*A1 (Moody's)*Alto*0.0*0.66**1.06*1*0.0*8*false*7.4922*0.0*0.0*0.0*0.0*[]*[]*[]*IBERCAJA GESTION, SGIIC, S.A.*CECABANK, S.A.*
