fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
MUTUAFONDO, FI*MUTUAFONDO FI*78435468*Semester 2 2009*2009-07-01*2009-12-31*50*clientes@mutuactivos.com*AA*Medio*0.0*0.27**16892127.6*1909*0.0*475755808*false*28.1644***0.29*0.02*0.6*0.65*0.12*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI*78435468*Trimester 3 2009*2009-07-01*2009-09-30*50*clientes@mutuactivos.com*AA*Bajo*0.0*0.23**12813569.49*1756*0.0*358703538*false*27.994***0.18*0.01*1.51*0.89*0.19*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI*78435468*Semester 1 2009*2009-01-01*2009-06-30*50*clientes@mutuactivos.com*AA*Bajo*0.16*0.91**12161217.88*1695*0.0*335376907*false*27.5776***0.23*0.02*0.2*0.92*0.09*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Semester 2 2010*2010-07-01*2010-12-31*50*clientes@mutuactivos.com*AA*Medio*0.0*0.45**18942646.57*1476*0.0*526968978*false*27.82*[]*[]*0.13*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Semester 2 2010*2010-07-01*2010-12-31*50*clientes@mutuactivos.com*AA*Medio*0.0*0.45**0.35*1*0.0*10*false*28.23*[]*[]*0.0*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Trimester 3 2010*2010-07-01*2010-09-30*50*clientes@mutuactivos.com*AA*Medio*0.02*0.35**20044159.06*1519*0.0*564257937*false*28.15*[]*[]*0.06*0.01*0.95*0.87*0.07*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Trimester 3 2010*2010-07-01*2010-09-30*50*clientes@mutuactivos.com*AA*Medio*0.02*0.35**0.35*1*0.0*10*false*28.65*[]*[]*0.0*0.0*1.6*0.0*"[<iic-com:ratiototalgastos contextref=""FIM_T32010_V-78435468_da"" decimals=""2"" unitref=""pure"">0.07</iic-com:ratiototalgastos>]"*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Semester 1 2010*2010-01-01*2010-06-30*50*clientes@mutuactivos.com*AA*Medio*0.0*0.28**18207920.41*1514*0.0*507727440*false*27.89*[]*[]*0.12*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Semester 1 2010*2010-01-01*2010-06-30*50*clientes@mutuactivos.com*AA*Medio*0.0*0.28**0.0*0*0.0*0*false*0.0*[]*[]*0.0*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI*78435468*Trimester 1 2010*2010-01-01*2010-03-31*50*clientes@mutuactivos.com*AA*Medio*0.19*0.25**17905760.83*1725*0.0*508557204*false*28.4019***0.14*0.01*0.84*0.63*0.15*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Trimester 3 2011*2011-07-01*2011-09-30*50*clientes@mutuactivos.com*AA*Medio*0.18*1.04**20715705.4*1444*0.0*579414025*false*27.97*[]*[]*0.06*0.01*-0.05*2.18*0.07*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Trimester 3 2011*2011-07-01*2011-09-30*50*clientes@mutuactivos.com*AA*Medio*0.18*1.04**0.35*1*0.0*9*false*26.76*[]*[]*0.0*0.0*-1.14*12.06*0.0*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Semester 1 2011*2011-01-01*2011-06-30*50*clientes@mutuactivos.com*AA*Medio*0.18*0.78**20183870.81*1477*0.0*564844812*false*27.99*[]*[]*0.12*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Semester 1 2011*2011-01-01*2011-06-30*50*clientes@mutuactivos.com*AA*Medio*0.18*0.78**0.35*1*0.0*10*false*27.07*[]*[]*0.36*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Trimester 1 2011*2011-01-01*2011-03-31*50*clientes@mutuactivos.com*AA*Medio*0.11*0.58**21524091.95*1452*0.0*602129318*false*27.97*[]*[]*0.06*0.01*0.56*0.99*0.07*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Trimester 1 2011*2011-01-01*2011-03-31*50*clientes@mutuactivos.com*AA*Medio*0.11*0.58**0.35*1*0.0*10*false*27.18*[]*[]*0.0*0.0*-3.7*18.84*"[<iic-com:ratiototalgastos contextref=""FIM_T12011_V-78435468_da"" decimals=""2"" unitref=""pure"">0.07</iic-com:ratiototalgastos>]"*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Semester 2 2010*2010-07-01*2010-12-31*50*clientes@mutuactivos.com*AA*Medio*0.0*0.45**18942646.57*1476*0.0*526968978*false*27.82*[]*[]*0.13*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Semester 2 2010*2010-07-01*2010-12-31*50*clientes@mutuactivos.com*AA*Medio*0.0*0.45**0.35*1*0.0*10*false*28.23*[]*[]*0.0*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*A* MUTUAFONDO FI"*78435468*Trimester 3 2012*2012-07-01*2012-09-30*50*clientes@mutuactivos.com*A+*3, en una escala de 1 a 7.*0.18*0.14**21366145.4*1402*0.0*629138526*false*29.45*0.06*0.25*0.31*0.01*2.9*1.33*0.08*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*D* MUTUAFONDO FI"*78435468*Trimester 3 2012*2012-07-01*2012-09-30*50*clientes@mutuactivos.com*A+*3, en una escala de 1 a 7.*0.18*0.14**21074.0*12*0.0*593446*false*28.16*0.18*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32012_V-78435468_da"" decimals=""2"" unitref=""pure"">0.25</iic-com:comisiongestioncobradaresultados>]"*0.18*0.0*3.04*1.44*0.18*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*A* MUTUAFONDO FI"*78435468*Semester 1 2012*2012-01-01*2012-06-30*50*clientes@mutuactivos.com*A+*Medio*0.18*0.24**20549827.71*1394*0.0*588062548*false*28.62*0.12*0.13*0.25*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*D* MUTUAFONDO FI"*78435468*Semester 1 2012*2012-01-01*2012-06-30*50*clientes@mutuactivos.com*A+*Medio*0.18*0.24**21184.21*13*0.0*578941*false*27.33*0.35*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12012_V-78435468_da"" decimals=""2"" unitref=""pure"">0.13</iic-com:comisiongestioncobradaresultados>]"*0.35*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*-A- MUTUAFONDO FI*78435468*Trimester 1 2012*2012-01-01*2012-03-31*50*clientes@mutuactivos.com*A+*Medio*0.2*0.22**21386355.6*1428*0.0*618976295*false*28.94*0.06*0.24*0.3*0.01*3.17*0.99*0.07*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*-D- MUTUAFONDO FI*78435468*Trimester 1 2012*2012-01-01*2012-03-31*50*clientes@mutuactivos.com*A+*Medio*0.2*0.22**19341.24*11*0.0*535738*false*27.7*0.17*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12012_V-78435468_da"" decimals=""2"" unitref=""pure"">0.24</iic-com:comisiongestioncobradaresultados>]"*0.17*0.0*3.3*1.07*0.18*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE A*78435468*Semester 2 2011*2011-07-01*2011-12-31*50*clientes@mutuactivos.com*AA*Medio*0.33*0.96**19365867.94*1391*0.0*543286858*false*28.05*0.13*0.0*0.13*0.02*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*MUTUAFONDO FI SERIE  D*78435468*Semester 2 2011*2011-07-01*2011-12-31*50*clientes@mutuactivos.com*AA*Medio*0.33*0.96**7887.82*5*0.0*211502*false*26.81*0.35*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22011_V-78435468_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.35*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*A* MUTUAFONDO FI"*78435468*Semester 2 2013*2013-07-01*2013-12-31*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.0*0.05**20350173.77*1916*0.0*642584089*false*31.5763*0.13*0.25*0.38*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*D* MUTUAFONDO FI"*78435468*Semester 2 2013*2013-07-01*2013-12-31*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.0*0.05**45532.24*61*0.0*1375939*false*30.219*0.35*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22013_V-78435468_da"" decimals=""2"" unitref=""pure"">0.25</iic-com:comisiongestioncobradaresultados>]"*0.35*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*A* MUTUAFONDO FI"*78435468*Trimester 3 2013*2013-07-01*2013-09-30*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.0*0.04**20408607.31*1752*0.0*635207434*false*31.1245*0.06*0.12*0.18*0.01*1.34*0.69*0.07*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*D* MUTUAFONDO FI"*78435468*Trimester 3 2013*2013-07-01*2013-09-30*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.0*0.04**35973.12*32*0.0*1071339*false*29.7817*0.18*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32013_V-78435468_da"" decimals=""2"" unitref=""pure"">0.12</iic-com:comisiongestioncobradaresultados>]"*0.18*0.0*1.34*0.75*0.18*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*A* MUTUAFONDO FI"*78435468*Semester 1 2013*2013-01-01*2013-06-30*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.27*0.04**18819969.34*1646*0.0*578030779*false*30.7137*0.12*0.16*0.28*0.01*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*D* MUTUAFONDO FI"*78435468*Semester 1 2013*2013-01-01*2013-06-30*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.27*0.04**35887.05*28*0.0*1054611*false*29.3869*0.35*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12013_V-78435468_da"" decimals=""2"" unitref=""pure"">0.16</iic-com:comisiongestioncobradaresultados>]"*0.35*0.0*[]*[]*[]*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
MUTUAFONDO, FI*"*A* MUTUAFONDO FI"*78435468*Trimester 1 2013*2013-01-01*2013-03-31*50*clientes@mutuactivos.com*A2*3, en una escala de 1 a 7.*0.13*0.03**19110238.85*1556*0.0*583076883*false*30.5112*0.06*0.1*0.16*0.01*1.16*0.7*0.07*MUTUACTIVOS, S.A., S.G.I.I.C.*CACEIS BANK SPAIN S.A.*
