fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2009 S2*2009-07-01*2009-12-31*326*bsinversion@bancsabadell.com*A*Alto*0.36*0.23**548624.69*3228**5955000*false*10.8543***0.83*0.1*0.32*13.81*0.49*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2009 T3*2009-07-01*2009-09-30*326*bsinversion@bancsabadell.com*A*Alto*0.0*0.22**545368.9*2275**5901000*false*10.8202***0.42*0.05*-1.66*16.85*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2009 S1*2009-01-01*2009-06-30*326*bsinversion@bancsabadell.com*A*Alto*0.48*0.62**632909.68*2317*0.0*6964000*false*11.0027***0.82*0.1*-8.61*14.29*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2010 S2*2010-07-01*2010-12-31*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.0*0.38**627540.31*428**7553000*false*12.0362***0.83*0.1*-0.24*11.59*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2010 T3*2010-07-01*2010-09-30*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.0*0.31**726666.11*473**8768000*false*12.0655***0.42*0.05*-8.8*11.4*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2010 S1*2010-01-01*2010-06-30*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.0*0.26**953932.78*3483**12620000*false*13.2291***0.82*0.1*14.64*11.35*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2010 T1*2010-01-01*2010-03-31*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.0*0.28**685228.92*3371**7907000*false*11.5397***0.41*0.05*6.31*11.63*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2011 S2*2011-07-01*2011-12-31*326*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Alto*0.0*0.61**427552.95*304**5517000*false*12.9035*0.83*0.0*0.83*0.1*3.72*12.9*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2011 T3*2011-07-01*2011-09-30*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.1*0.49**463042.36*302**5761000*false*12.4406***0.42*0.05*11.76*12.28*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2011 S1*2011-01-01*2011-06-30*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.0*0.57**520476.63*322**5794000*false*11.1319***0.82*0.1*-1.35*11.56*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2011 T1*2011-01-01*2011-03-31*326*bsinversion@bancsabadell.com*A (Standard & Poor's)*Alto*0.0*0.48**614343.54*371**6933000*false*11.2845***0.41*0.05*-6.25*11.78*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2012 T3*2012-07-01*2012-09-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Alto*0.0*0.24**544410.91*306**7208000*false*13.2397*0.41*0.0*0.41*0.05*-0.86*11.23*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2012 S1*2012-01-01*2012-06-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*Alto*0.0*0.22**519481.2*299**6937000*false*13.3546*0.82*0.0*0.82*0.1*7.12*12.1*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2012 T1*2012-01-01*2012-03-31*326*bsinversion@bancsabadell.com*BBB- (Standard & Poor's)*Alto*0.17*0.24**421517.27*281**5255000*false*12.4667*0.41*0.0*0.41*0.05*-3.39*12.77*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2011 S2*2011-07-01*2011-12-31*326*bsinversion@bancsabadell.com*BBB (Standard & Poor's)*Alto*0.0*0.61**427552.95*304**5517000*false*12.9035*0.83*0.0*0.83*0.1*3.72*12.9*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, F.I.*60026564*2013 T3*2013-07-01*2013-09-30*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Alto*0.13*0.11**434184.64*277**5334000*false*12.2849*0.42*0.0*0.42*0.05*-3.8*7.73*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, F.I.*60026564*2013 S1*2013-01-01*2013-06-30*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Alto*0.0*0.11**446552.5*283**5702000*false*12.7697*0.82*0.0*0.82*0.1*-3.5*8.89*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2013 T1*2013-01-01*2013-03-31*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Alto*0.0*0.08**427674.25*282**5659000*false*13.2326*0.41*0.0*0.41*0.05*2.93*9.49*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL BS DÓLAR FIJO, F.I.*60026564*2012 S2*2012-07-01*2012-12-31*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Alto*0.0*0.19**415011.9*285**5335000*false*12.8556*0.83*0.0*0.83*0.1*-2.9*9.43*0.49*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, F.I.*60026564*2014 S2*2014-07-01*2014-12-31*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.04**4548426.32*14979**65542000*false*14.4098*0.82*0.0*0.82*0.1*6.12*6.26*0.46*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, F.I.*60026564*2014 T3*2014-07-01*2014-09-30*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.07**535907.38*400**7277000*false*13.5787*0.41*0.0*0.41*0.05*8.66*5.14*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, F.I.*60026564*2014 S1*2014-01-01*2014-06-30*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Alto*0.0*0.19**396523.51*317**4955000*false*12.4964*0.82*0.0*0.82*0.1*1.88*5.39*0.48*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, F.I.*60026564*2014 T1*2014-01-01*2014-03-31*326*bsinversion@bancsabadell.com*BB (Standard & Poor's)*Alto*0.0*0.16**451443.48*283**5537000*false*12.2654*0.41*0.0*0.41*0.05*1.75*6.26*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - BASE*60026564*2015 T 3*2015-07-01*2015-09-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.0**1142338.97*1247*[]*17868000*false*15.6417*0.35*0.0*0.35*0.03*1.54*12.22*0.38*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - PLUS*60026564*2015 T 3*2015-07-01*2015-09-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.0**1154900.32*174*[]*18109000*false*15.6801*0.23*0.0*0.23*0.03*1.66*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-60026564_da"" decimals=""2"" unitref=""pure"">12.22</iic-com-fon:volatilidadvalorliquidativo>]"*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - PREMIER*60026564*2015 T 3*2015-07-01*2015-09-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.0**3759127.7*3*[]*59045000*false*15.7072*0.15*0.0*0.15*0.03*1.74*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-60026564_da"" decimals=""2"" unitref=""pure"">12.22</iic-com-fon:volatilidadvalorliquidativo>]"*0.18*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - CARTERA*60026564*2015 T 3*2015-07-01*2015-09-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.0**6271280.75*21441*[]*98205000*false*15.6595*0.29*0.0*0.29*0.03*1.6*"[<iic-com-fon:volatilidadvalorliquidativo contextref=""FIM_T32015_V-60026564_da"" decimals=""2"" unitref=""pure"">12.22</iic-com-fon:volatilidadvalorliquidativo>]"*0.32*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - BASE*60026564*2015 S 1*2015-01-01*2015-06-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.01**1044996.84*1134*[]*16098000*false*15.4046*0.79*0.0*0.79*0.09*-6.46*[]*0.37*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - PLUS*60026564*2015 S 1*2015-01-01*2015-06-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.01**1254502.8*196*[]*19349000*false*15.424*0.27*0.0*0.27*0.03*-6.36*[]*0.25*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - PREMIER*60026564*2015 S 1*2015-01-01*2015-06-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.01**4067472.7*3*[]*62794000*false*15.438*0.17*0.0*0.17*0.03*-6.29*[]*0.18*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO, FI - CARTERA*60026564*2015 S 1*2015-01-01*2015-06-30*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.01**7418870.17*21342*[]*114344000*false*15.4126*0.33*0.0*0.33*0.03*-6.42*[]*0.31*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO CLASE BASE*60026564*2015 T 1*2015-01-01*2015-03-31*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.02**1122724.28*1124*[]*18489000*false*16.4682*0.4*0.0*0.4*0.05*[]*[]*0.45*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO CLASE PLUS*60026564*2015 T 1*2015-01-01*2015-03-31*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.02**623486.25*69*[]*10270000*false*16.4711*0.03*0.0*0.03*0.0*[]*[]*0.04*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO CLASE PREMIER*60026564*2015 T 1*2015-01-01*2015-03-31*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.02**3553824.17*3*[]*58545000*false*16.4737*0.02*0.0*0.02*0.0*[]*[]*0.02*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
SABADELL DOLAR FIJO, FI*SABADELL DÓLAR FIJO CLASE CARTERA*60026564*2015 T 1*2015-01-01*2015-03-31*326*bsinversion@bancsabadell.com*BB+ (Standard & Poor's)*5, en una escala del 1 al 7*0.0*0.02**7433739.94*19541*[]*122431000*false*16.4696*0.04*0.0*0.04*0.0*[]*[]*0.05*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
