fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE FI*2012 S2*2012-07-01*2012-12-31*6 (en una escala del 1 al 7)*1.25*0.12**303881.31*102*0.0*3132855*false*10.3095*0.5*0.0*0.5*0.08*1.42*0.0*0.35
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE FI*2012 T3*2012-07-01*2012-09-30*6 (en una escala del 1 al 7)*0.7*0.15**303871.76*3*0.0*3088844*false*10.165*0.25*0.0*0.25*0.04*1.72*0.0*0.33
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE FI*2012 S1*2012-01-01*2012-06-30*6 (en una escala del 1 al 7)*0.0*0.0**30000.0*1*0.0*299796*false*9.9932*0.03*0.0*0.03*0.0***0.08
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2013 S 2*2013-07-01*2013-12-31*6 (en una escala del 1 al 7)*0.55*0.03**759876.95*103*0.0*8543574*false*11.2434*0.5*0.36*0.86*0.08*1.87*3.03*0.33
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2013 S 2*2013-07-01*2013-12-31*6 (en una escala del 1 al 7)*0.55*0.03**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2013 T 3*2013-07-01*2013-09-30*6 (en una escala del 1 al 7)*0.23*0.0**715255.97*106*0.0*7894100*false*11.0367*0.25*0.0*0.25*0.04*1.95*3.27*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2013 T 3*2013-07-01*2013-09-30*6 (en una escala del 1 al 7)*0.23*0.0**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE FI*2013 S1*2013-01-01*2013-06-30*6 (en una escala del 1 al 7)*0.85*0.03**715255.97*106*0.0*7743439*false*10.8261*0.49*0.0*0.5*0.07*1.19*5.05*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE FI*2013 T1*2013-01-01*2013-03-31*6 (en una escala del 1 al 7)*0.76*0.02**303881.31*102*0.0*3251005*false*10.6983*0.25*0.0*0.25*0.04*3.77*0.0*0.31
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2014 T 3*2014-07-01*2014-09-30*6 (en una escala del 1 al 7)*0.25*0.36**847078.16*103*0.0*9764240*false*11.527*0.25*0.0*0.25*0.04*0.02*4.53*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2014 T 3*2014-07-01*2014-09-30*6 (en una escala del 1 al 7)*0.25*0.36**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2014 S 1*2014-01-01*2014-06-30*6 (en una escala del 1 al 7)*0.55*0.37**759903.0*103*0.0*8758032*false*11.5252*0.5*0.0*0.5*0.07*1.17*3.46*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2014 S 1*2014-01-01*2014-06-30*6 (en una escala del 1 al 7)*0.55*0.37**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2014 T 1*2014-01-01*2014-03-31*6 (en una escala del 1 al 7)*0.3*0.37**759876.95*103*0.0*8656040*false*11.3914*0.25*0.0*0.25*0.04*1.32*4.76*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2014 T 1*2014-01-01*2014-03-31*6 (en una escala del 1 al 7)*0.3*0.37**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2015 T 3*2015-07-01*2015-09-30*6 (en una escala del 1 al 7)*0.35*0.07**915845.98*102*0.0*10539293*false*11.5077*0.25*0.0*0.25*0.04*-3.82*10.21*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2015 T 3*2015-07-01*2015-09-30*6 (en una escala del 1 al 7)*0.35*0.07**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2015 S 1*2015-01-01*2015-06-30*6 (en una escala del 1 al 7)*0.33*0.23**913272.24*103*0.0*10926566*false*11.9642*0.5*0.0*0.5*0.07*-1.18*6.18*0.29
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2015 S 1*2015-01-01*2015-06-30*6 (en una escala del 1 al 7)*0.33*0.23**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2015 T 1*2015-01-01*2015-03-31*6 (en una escala del 1 al 7)*0.0*0.28**900959.37*106*0.0*10908333*false*12.1075*0.25*0.0*0.25*0.04*3.48*7.09*0.3
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE B*2015 T 1*2015-01-01*2015-03-31*6 (en una escala del 1 al 7)*0.0*0.28**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*0.0*0.0*0.0
DUNAS VALOR FLEXIBLE FI*SEGURFONDO ETICO CARTERA FLEXIBLE CLASE A*2014 S 2*2014-07-01*2014-12-31*6 (en una escala del 1 al 7)*0.27*0.33**853624.66*104*0.0*9987413*false*11.7*0.5*0.0*0.5*0.08*1.5*7.01*0.3
