fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
DP FLEXIBLE GLOBAL FI*PRIVAT PLUSFONDO F.I.*2009*2009-01-01*2009-12-31*Muy Alto*0.6499999999999999*0.5900000000000001**853876.5*353.0*0.0*15095529.0*False*17.0562***3.17*0.15000000000000002****False*Y*2009
DP FLEXIBLE GLOBAL FI*PRIVAT PLUSFONDO F.I.*2009 T4*2009-07-01*2009-12-31*Muy Alto*0.3*0.27**825285.25*384.0*0.0*15095529.0*False*17.0562***0.47999999999999976*0.020000000000000004****False*T*2009
DP FLEXIBLE GLOBAL FI*PRIVAT PLUSFONDO F.I.*2010*2010-01-01*2010-12-31*Muy Alto*0.495*0.31**850484.7*378.0*0.0*15059877.0*False*17.075***2.25*0.1****False*Y*2010
DP FLEXIBLE GLOBAL FI*PRIVAT PLUSFONDO F.I.*2010 T2*2010-01-01*2010-06-30*Muy Alto*0.95*0.25**841529.7300000001*366.0*0.0*12606519.0*False*15.3928***0.56*0.030000000000000002****False*T*2010
DP FLEXIBLE GLOBAL FI*PRIVAT PLUSFONDO F.I.*2010 T4*2010-07-01*2010-12-31*Muy Alto*0.5599999999999999*0.47000000000000003**953800.0399999999*392.0*0.0*15059877.0*False*17.075***0.5599999999999999*0.020000000000000004****False*T*2010
DP FLEXIBLE GLOBAL FI*PRIVAT PLUSFONDO F.I.*2011 T2*2011-01-01*2011-06-30*Muy Alto*0.5599999999999999*0.95**904258.0100000001*364.0*0.0*15908530.0*False*17.7165***0.5700000000000001*0.030000000000000002****False*T*2011
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2012*2012-01-01*2012-12-31*7 en una escala del 1 al 7*0.47500000000000003*0.13**637166.88*308.5*0.0*9960351.0*False*16.9038*2.25*0.0*2.25*0.1****False*Y*2012
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2012 T2*2012-01-01*2012-06-30*Muy Alto*0.8200000000000001*0.18000000000000002**598830.68*310.0*0.0*10661140.0*False*15.5615*0.56*0.0*0.56*0.030000000000000002****False*T*2012
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2012 T4*2012-07-01*2012-12-31*7 en una escala del 1 al 7*0.5800000000000001*0.039999999999999994**565787.38*288.0*0.0*9960351.0*False*16.9038*0.5599999999999999*0.0*0.5599999999999999*0.020000000000000004****False*T*2012
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2013 T2*2013-01-01*2013-06-30*7 en una escala del 1 al 7*1.52*0.02**657592.03*198.0*0.0*10171784.0*False*17.3577*0.29*0.0*0.29*0.030000000000000002****False*T*2013
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2014*2014-01-01*2014-12-31*5 en una escala del 1 al 7*0.675*0.05**986913.8049999999*222.5*0.0*21470063.0*False*18.9256*0.5*0.0*0.5*0.1****False*Y*2014
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2014 T2*2014-01-01*2014-06-30*5 en una escala del 1 al 7*2.56*0.1**810143.71*200.0*0.0*15657524.0*False*18.6536*0.13*0.0*0.13*0.030000000000000002****False*T*2014
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2014 T4*2014-07-01*2014-12-31*5 en una escala del 1 al 7*-0.12000000000000001*-0.01**1428017.57*247.0*0.0*21470063.0*False*18.9256*0.12*0.0*0.12*0.020000000000000004****False*T*2014
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2015*2015-01-01*2015-12-31*5 en una escala del 1 al 7*0.66*-0.005**1127784.2999999998*220.5*0.0*22103692.0*False*18.5836*0.5*0.0*0.5*0.1****False*Y*2015
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2015 T2*2015-01-01*2015-06-30*5 en una escala del 1 al 7*1.04*-0.02**941397.71*204.0*0.0*20489999.0*False*19.2187*0.13*0.0*0.13*0.030000000000000002****False*T*2015
DP FLEXIBLE GLOBAL FI*PRIVAT FLEXIBLE GLOBAL F.I.*2015 T4*2015-07-01*2015-12-31*5 en una escala del 1 al 7*0.7000000000000001*0.0**1191918.8099999998*220.0*0.0*22103692.0*False*18.5836*0.12*0.0*0.12*0.020000000000000004****False*T*2015
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2016*2016-01-01*2016-12-31*5 en una escala del 1 al 7*0.4*-0.08**1116783.3250000002*210.5*0.0*21405834.0*False*19.2458*0.5*0.0*0.5*0.1****False*Y*2016
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2016 T2*2016-01-01*2016-06-30*5 en una escala del 1 al 7*0.29000000000000004*0.0**1103926.58*211.0*0.0*21297512.0*False*18.993*0.13*0.0*0.13*0.030000000000000002****False*T*2016
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2016 T4*2016-07-01*2016-12-31*5 en una escala del 1 al 7*0.89*-0.32**1105960.9100000001*203.0*0.0*21405834.0*False*19.2458*0.12*0.0*0.12*0.020000000000000004****False*T*2016
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2016*2016-01-01*2016-12-31*5 en una escala del 1 al 7*0.4*-0.08**1116783.3250000002*210.5*0.0*21405834.0*False*19.2458*0.5*0.0*0.5*0.1****False*Y*2016
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2016 T2*2016-01-01*2016-06-30*5 en una escala del 1 al 7*0.29000000000000004*0.0**1103926.58*211.0*0.0*21297512.0*False*18.993*0.13*0.0*0.13*0.030000000000000002****False*T*2016
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2016 T4*2016-07-01*2016-12-31*5 en una escala del 1 al 7*0.89*-0.32**1105960.9100000001*203.0*0.0*21405834.0*False*19.2458*0.12*0.0*0.12*0.020000000000000004****False*T*2016
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL F.I.*2017 T2*2017-01-01*2017-06-30*4 en una escala del 1 al 7*0.27*-0.39**1183470.31*186.0*0.0*22662988.0*False*19.0873*0.13*0.0*0.13*0.030000000000000002****False*T*2017
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2018*2018-01-01*2018-12-31*4 en una escala del 1 al 7.*0.735*0.0**1096548.28*175.5*0.0*19456189.0*False*17.7836*0.5**0.5*0.1****False*Y*2018
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2018 T2*2018-01-01*2018-06-30*4 en una escala del 1 al 7.*1.5*0.0**1079378.87*169.0*0.0*20694204.0*False*18.8293*0.13**0.13*0.030000000000000002****False*T*2018
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2018 T4*2018-07-01*2018-12-31*4 en una escala del 1 al 7.*0.86*0.0**1089810.1*171.0*0.0*19456189.0*False*17.7836*0.12**0.12*0.020000000000000004****False*T*2018
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2019*2019-01-01*2019-12-31*4 en una escala del 1 al 7.*0.395*-0.31000000000000005**1042210.895*153.5*0.0*20147919.0*False*19.2133*0.5**0.5*0.1****False*Y*2019
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2019 T2*2019-01-01*2019-06-30*4 en una escala del 1 al 7.*0.38999999999999996*-0.21000000000000008**998942.28*148.0*0.0*19230223.0*False*18.566*0.13**0.13*0.030000000000000002****False*T*2019
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2019 T4*2019-07-01*2019-12-31*4 en una escala del 1 al 7.*0.58*-0.4**1063823.6700000002*146.0*0.0*20147919.0*False*19.2133*0.12**0.12*0.020000000000000004****False*T*2019
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2020*2020-01-01*2020-12-31*4 en una escala del 1 al 7.*0.105*-0.77**1053746.0750000002*144.0*0.0*20149861.0*False*19.0683*0.5**0.5*0.1****False*Y*2020
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2020 T2*2020-01-01*2020-06-30*4 en una escala del 1 al 7.*0.21*-0.69**1051657.5400000003*144.0*0.0*19426109.0*False*18.4875*0.13**0.13*0.030000000000000002****False*T*2020
DP FLEXIBLE GLOBAL FI*DP FLEXIBLE GLOBAL FI*2020 T4*2020-07-01*2020-12-31*4 en una escala del 1 al 7.*0.03*-0.8500000000000001**1055434.2300000002*136.0*0.0*20149861.0*False*19.0683*0.12**0.12*0.020000000000000004****False*T*2020
