fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*2009*2009-01-01*2009-12-31*Alto*0.45*0.47**40164.354999999996*322.0*0.0*16576743.0*False*254.7441***2.66*0.04****False*Y*2009
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*2009 T4*2009-07-01*2009-12-31*Alto*0.18999999999999995*0.09**106279.43*385.0*0.0*16576743.0*False*254.7441***1.07*0.01****False*T*2009
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2010*2010-01-01*2010-12-31*Alto*0.0*0.165**87143.11*662.0*0.0*31949279.0*False*323.2***2.49*0.02****True*Y*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2010 T4*2010-07-01*2010-12-31*Alto*-0.03*0.35**84272.85999999999*1129.0*0.0*31949279.0*False*323.2***1.4500000000000002*0.0****True*T*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2010*2010-01-01*2010-12-31*Alto*0.0*0.165**0.015*0.5*0.0*11.0*False*326.15***0.0*0.0****True*Y*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2010 T4*2010-07-01*2010-12-31*Alto*-0.03*0.35**0.03*1.0*0.0*11.0*False*326.15***0.0*0.0****True*T*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2011*2011-01-01*2011-12-31*Alto*0.025*0.615**50700.975000000006*674.0*0.0*10190426.0*False*265.77***0.5*0.02****True*Y*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.82**60518.57000000001*986.0*0.0*18806998.0*False*298.25***0.13*0.01****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2011 T4*2011-07-01*2011-12-31*Alto*0.05*0.54**36617.780000000006*408.0*0.0*10190426.0*False*265.77***0.12*0.0****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2011*2011-01-01*2011-12-31*Alto*0.025*0.615**74.21*3.0*0.0*19778.0*False*266.53***1.47*0.01****True*Y*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.82**148.39*5.0*0.0*22307.0*False*300.61***0.71*0.0****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2011 T4*2011-07-01*2011-12-31*Alto*0.05*0.54**74.21*3.0*0.0*19778.0*False*266.53***0.38*0.01****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2013 T2*2013-01-01*2013-06-30*7 en una escala de 1 a 7.*0.22000000000000003*0.049999999999999996**16952.920000000013*624.0*0.0*27136955.0*False*293.2523*0.13*0.0*0.13*0.01****True*T*2013
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2013 T2*2013-01-01*2013-06-30*7 en una escala de 1 a 7.*0.22000000000000003*0.049999999999999996**7.14*2.0*0.0*2071.0*False*290.1757*0.37**0.37*0.0****True*T*2013
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2014*2014-01-01*2014-12-31*6, en una escala de 1 a 7.*0.21*0.02**65079.215*910.0*0.0*20443055.0*False*317.3933*0.5*0.060000000000000005*0.56*0.02****True*Y*2014
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2014 T2*2014-01-01*2014-06-30*6,en una escala de 1 a 7.*0.44999999999999996*0.009999999999999995**74323.12*1404.0*0.0*20816517.0*False*316.6048*0.13*0.05*0.18*0.0****True*T*2014
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2014 T4*2014-07-01*2014-12-31*6, en una escala de 1 a 7.*0.21000000000000002*-0.01**59887.259999999995*1024.0*0.0*20443055.0*False*317.3933*0.12*-0.22999999999999998*-0.10999999999999999*0.0****True*T*2014
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2014*2014-01-01*2014-12-31*6, en una escala de 1 a 7.*0.21*0.02**17.18*2.0*0.0*5320.0*False*309.5987*1.51**1.51*0.02****True*Y*2014
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2014 T2*2014-01-01*2014-06-30*6,en una escala de 1 a 7.*0.44999999999999996*0.009999999999999995**27.22*2.0*0.0*5333.0*False*310.3681*0.37**0.37*-0.04****True*T*2014
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2014 T4*2014-07-01*2014-12-31*6, en una escala de 1 a 7.*0.21000000000000002*-0.01**13.919999999999998*1.0*0.0*5320.0*False*309.5987*0.38**0.38*0.01****True*T*2014
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2015*2015-01-01*2015-12-31*6, en una escala de 1 a 7.*0.105*0.0**68123.17*683.0*0.0*20096341.0*False*305.9343*0.5*-0.09999999999999998*0.4*0.02****True*Y*2015
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2015 T2*2015-01-01*2015-06-30*6, en una escala de 1 a 7.*-0.2*0.0**69155.56*1171.0*0.0*24587280.0*False*348.4694*0.13*-0.19999999999999996*-0.06999999999999995*0.01****True*T*2015
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2015 T4*2015-07-01*2015-12-31*6, en una escala de 1 a 7.*0.41*0.0**65809.17*274.0*0.0*20096341.0*False*305.9343*0.12*0.010000000000000009*0.13*0.0****True*T*2015
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2015*2015-01-01*2015-12-31*6, en una escala de 1 a 7.*0.105*0.0**27.560000000000002*3.5*0.0*8065.0*False*295.6996*1.5**1.5*0.02****True*Y*2015
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2015 T2*2015-01-01*2015-06-30*6, en una escala de 1 a 7.*-0.2*0.0**28.430000000000003*5.0*0.0*9494.0*False*340.9488*0.37**0.37*0.01****True*T*2015
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2015 T4*2015-07-01*2015-12-31*6, en una escala de 1 a 7.*0.41*0.0**27.27*3.0*0.0*8065.0*False*295.6996*0.38**0.38*0.0****True*T*2015
